Masked Sentence,Actual,1_Prediction,2_Prediction,3_Prediction,4_Prediction,5_Prediction
"Which is wider, and thus has more [MASK], chaise longue or room divider
",width,room,flexibility,seating,rooms,space
"Which is wider, and thus has more [MASK], chaise longue or Rotated Rectangle
",width,rounded,slender,pronounced,narrow,convex
"Which is wider, and thus has more [MASK], chaise longue or Round table
",width,flexibility,curves,elaborate,narrow,room
"Which is wider, and thus has more [MASK], chaise longue or roundback armchair
",width,rounded,slender,comfortable,narrow,flexible
"Which is wider, and thus has more [MASK], chaise longue or rustic furniture
",width,elaborate,ornate,elegant,decoration,luxurious
"Which is wider, and thus has more [MASK], chaise longue or Sankheda furniture
",width,curves,decoration,flexibility,skirts,room
"Which is wider, and thus has more [MASK], chaise longue or school furniture
",width,furniture,rooms,decoration,skirts,expensive
"Which is wider, and thus has more [MASK], chaise longue or secretary desk
",width,room,rooms,seats,seating,flexibility
"Which is wider, and thus has more [MASK], chaise longue or sex furniture
",width,curves,skirts,flexibility,decoration,depth
"Which is wider, and thus has more [MASK], chaise longue or Shanghai-style furniture
",width,expensive,elaborate,ornate,elegant,luxurious
"Which is wider, and thus has more [MASK], chaise longue or shop furniture
",width,furniture,expensive,rooms,decoration,room
"Which is wider, and thus has more [MASK], chaise longue or shop shelve
",width,skirts,curves,flexibility,shops,room
"Which is wider, and thus has more [MASK], chaise longue or Side Chair
",width,curves,flexibility,skirts,decoration,depth
"Which is wider, and thus has more [MASK], chaise longue or Snuff Tablet
",width,flexibility,curves,pronounced,variety,decoration
"Which is wider, and thus has more [MASK], chaise longue or Spindle-back armchair
",width,slender,comfortable,flexibility,flexible,rounded
"Which is wider, and thus has more [MASK], chaise longue or Spoon racks
",width,spacious,narrow,expensive,comfortable,elaborate
"Which is wider, and thus has more [MASK], chaise longue or Standing aid
",width,flexibility,curves,expensive,decoration,elaborate
"Which is wider, and thus has more [MASK], chaise longue or street furniture
",width,furniture,expensive,decoration,rooms,windows
"Which is wider, and thus has more [MASK], chaise longue or support furniture
",width,flexibility,room,furniture,curves,space
"Which is wider, and thus has more [MASK], chaise longue or Suzhou-style furniture
",width,expensive,ornate,elegant,elaborate,luxurious
"Which is wider, and thus has more [MASK], chaise longue or Table Desk
",width,flexibility,curves,variety,depth,options
"Which is wider, and thus has more [MASK], chaise longue or table toilet
",width,seating,room,seats,rooms,decoration
"Which is wider, and thus has more [MASK], chaise longue or Tall-case Clock
",width,rounded,pronounced,expensive,narrow,slender
"Which is wider, and thus has more [MASK], chaise longue or Tall Clock
",width,curves,flexibility,skirts,decoration,pronounced
"Which is wider, and thus has more [MASK], chaise longue or Tambour Desk
",width,curves,variety,flexibility,options,skirts
"Which is wider, and thus has more [MASK], chaise longue or Tea Table
",width,curves,flexibility,skirts,decoration,variety
"Which is wider, and thus has more [MASK], chaise longue or teacher's desk
",width,room,rooms,seats,seating,spacious
"Which is wider, and thus has more [MASK], chaise longue or tool board
",width,flexibility,flexible,curves,wood,decoration
"Which is wider, and thus has more [MASK], chaise longue or towel rack
",width,sleeves,flexibility,skirts,room,decoration
"Which is wider, and thus has more [MASK], chaise longue or Tripod Brazier
",width,curves,variety,flexibility,depth,room
"Which is wider, and thus has more [MASK], chaise longue or Ulm stool
",width,curves,flexibility,skirts,decoration,sleeves
"Which is wider, and thus has more [MASK], chaise longue or umbrella holder
",width,flexibility,sleeves,skirts,flexible,decoration
"Which is wider, and thus has more [MASK], chaise longue or UP series
",width,narrow,slender,pronounced,rounded,curves
"Which is wider, and thus has more [MASK], chaise longue or Wall Bracket
",width,flexibility,variety,curves,options,variation
"Which is wider, and thus has more [MASK], chaise longue or Wall Clock
",width,curves,flexibility,skirts,decoration,pronounced
"Which is wider, and thus has more [MASK], chaise longue or wall rack
",width,room,flexibility,rooms,curves,decoration
"Which is wider, and thus has more [MASK], chaise longue or Waterfall furniture
",width,flexibility,elaborate,curves,decoration,expensive
"Which is wider, and thus has more [MASK], chaise longue or Wooden Casket
",width,flexibility,curves,variety,skirts,options
"Which is wider, and thus has more [MASK], chaise longue or Work Table
",width,curves,flexibility,skirts,decoration,depth
"Which is wider, and thus has more [MASK], chaise longue or worship furniture
",width,elaborate,decoration,seating,interior,rooms
"Which is wider, and thus has more [MASK], chaise longue or Writing table
",width,flexibility,curves,narrow,elaborate,convenient
"Which is wider, and thus has more [MASK], chaise longue or Yokeback Armchair
",width,flexibility,curves,rounded,slender,pronounced
"Which is wider, and thus has more [MASK], cheval glass or Room Divider
",width,expensive,glass,ornate,elaborate,decorative
"Which is wider, and thus has more [MASK], cheval glass or Wisteria Lamp
",width,expensive,glass,ornate,elaborate,decorative
"Which is wider, and thus has more [MASK], cheval glass or Dressing Cabinet
",width,decorative,ornate,expensive,elaborate,decoration
"Which is wider, and thus has more [MASK], cheval glass or Abbot's Stall
",width,ornate,expensive,elaborate,decorative,decoration
"Which is wider, and thus has more [MASK], cheval glass or Abbotsford style
",width,ornate,elaborate,expensive,decorative,traditional
"Which is wider, and thus has more [MASK], cheval glass or ancient furniture
",width,ornate,expensive,elaborate,decorative,modern
"Which is wider, and thus has more [MASK], cheval glass or Animal furniture
",width,expensive,ornate,decorative,elaborate,polished
"Which is wider, and thus has more [MASK], cheval glass or antique furniture
",width,expensive,ornate,elaborate,decorative,modern
"Which is wider, and thus has more [MASK], cheval glass or Arca Bau
",width,expensive,glass,decoration,ornate,windows
"Which is wider, and thus has more [MASK], cheval glass or Arca Canastra
",width,decoration,glass,expensive,windows,ornate
"Which is wider, and thus has more [MASK], cheval glass or architectural furniture
",width,expensive,ornate,decorative,elaborate,modern
"Which is wider, and thus has more [MASK], cheval glass or Armário Armário-Estante
",width,expensive,ornate,decoration,decorative,elaborate
"Which is wider, and thus has more [MASK], cheval glass or Armário Guarda-Comida
",width,expensive,decoration,ornate,glass,decorative
"Which is wider, and thus has more [MASK], cheval glass or Armário Guarda-Louça
",width,expensive,ornate,decoration,decorative,glass
"Which is wider, and thus has more [MASK], cheval glass or Armário Guarda-Roupa
",width,expensive,decoration,ornate,glass,decorative
"Which is wider, and thus has more [MASK], cheval glass or Armário Vitrina-Armário
",width,expensive,ornate,decoration,glass,decorative
"Which is wider, and thus has more [MASK], cheval glass or Armário Vitrine
",width,expensive,glass,decoration,ornate,decorative
"Which is wider, and thus has more [MASK], cheval glass or Armário: Guarda-Roupa
",width,expensive,ornate,elaborate,decorative,decoration
"Which is wider, and thus has more [MASK], cheval glass or Baby furniture
",width,expensive,ornate,decorative,elaborate,polished
"Which is wider, and thus has more [MASK], cheval glass or Bed tables
",width,expensive,ornate,elaborate,decorative,glass
"Which is wider, and thus has more [MASK], cheval glass or beer tap
",width,glass,expensive,wine,beer,alcohol
"Which is wider, and thus has more [MASK], cheval glass or Beijing-style furniture
",width,expensive,ornate,elaborate,decorative,elegant
"Which is wider, and thus has more [MASK], cheval glass or book chest
",width,ornate,expensive,elaborate,decorative,glass
"Which is wider, and thus has more [MASK], cheval glass or Bureau table
",width,expensive,ornate,elaborate,glass,decorative
"Which is wider, and thus has more [MASK], cheval glass or campaign furniture
",width,expensive,ornate,decorative,elaborate,modern
"Which is wider, and thus has more [MASK], cheval glass or Candle Bracket
",width,expensive,glass,ornate,elaborate,decorative
"Which is wider, and thus has more [MASK], cheval glass or Candle Stand
",width,expensive,decorative,ornate,elaborate,glass
"Which is wider, and thus has more [MASK], cheval glass or Card table
",width,expensive,ornate,elaborate,glass,decorative
"Which is wider, and thus has more [MASK], cheval glass or Center Table
",width,expensive,decorative,ornate,elaborate,glass
"Which is wider, and thus has more [MASK], cheval glass or chair back
",width,windows,ornate,glass,seating,expensive
"Which is wider, and thus has more [MASK], cheval glass or chaise longue
",width,expensive,glass,decoration,windows,elaborate
"Which is wider, and thus has more [MASK], cheval glass or choir screen
",width,ornate,elaborate,glass,decorative,windows
"Which is wider, and thus has more [MASK], cheval glass or church shelf
",width,ornate,expensive,elaborate,decorative,glass
"Which is wider, and thus has more [MASK], cheval glass or Clothes valet
",width,expensive,ornate,elaborate,decorative,spacious
"Which is wider, and thus has more [MASK], cheval glass or Cofre Portátil
",width,expensive,decoration,glass,decorative,ornate
"Which is wider, and thus has more [MASK], cheval glass or Coin cabinet
",width,expensive,ornate,elaborate,decorative,glass
"Which is wider, and thus has more [MASK], cheval glass or Console Table
",width,expensive,glass,decorative,ornate,elaborate
"Which is wider, and thus has more [MASK], cheval glass or Corner Cabinet
",width,expensive,ornate,decorative,elaborate,polished
"Which is wider, and thus has more [MASK], cheval glass or Corner Cabinet
",width,expensive,ornate,decorative,elaborate,polished
"Which is wider, and thus has more [MASK], cheval glass or Corner chair
",width,ornate,expensive,elaborate,decorative,polished
"Which is wider, and thus has more [MASK], cheval glass or Coromandel lacquer
",width,expensive,decorative,elaborate,glass,ornate
"Which is wider, and thus has more [MASK], cheval glass or cue stand
",width,glass,expensive,decorative,ornate,windows
"Which is wider, and thus has more [MASK], cheval glass or Curule Chair
",width,expensive,glass,ornate,elaborate,decorative
"Which is wider, and thus has more [MASK], cheval glass or cylinder desk
",width,expensive,polished,ornate,transparent,glass
"Which is wider, and thus has more [MASK], cheval glass or day bed
",width,expensive,windows,glass,ornate,decoration
"Which is wider, and thus has more [MASK], cheval glass or dresser-litter bin
",width,expensive,glass,decorative,ornate,compact
"Which is wider, and thus has more [MASK], cheval glass or Drop-front desk
",width,ornate,expensive,spacious,decorative,polished
"Which is wider, and thus has more [MASK], cheval glass or Drop-front secretary
",width,decorative,ornate,expensive,elaborate,rounded
"Which is wider, and thus has more [MASK], cheval glass or Easy Chair
",width,expensive,ornate,decorative,elaborate,glass
"Which is wider, and thus has more [MASK], cheval glass or entertainment center
",width,spacious,shops,rooms,restaurants,amenities
"Which is wider, and thus has more [MASK], cheval glass or Escrivaninha Cômoda-Escrivaninha
",width,expensive,ornate,glass,decoration,decorative
"Which is wider, and thus has more [MASK], cheval glass or Escrivaninha Portátil
",width,expensive,ornate,decorative,decoration,glass
"Which is wider, and thus has more [MASK], cheval glass or Estante Infantil
",width,expensive,glass,decoration,windows,decorative
"Which is wider, and thus has more [MASK], cheval glass or Fall-front Secretary
",width,decorative,ornate,rounded,expensive,elaborate
"Which is wider, and thus has more [MASK], cheval glass or Flower Stand
",width,expensive,decorative,ornate,elaborate,glass
"Which is wider, and thus has more [MASK], cheval glass or folding stool
",width,decorative,expensive,flexible,ornate,rounded
"Which is wider, and thus has more [MASK], cheval glass or foot shelf
",width,glass,windows,expensive,decorative,ornate
"Which is wider, and thus has more [MASK], cheval glass or four-poster bed
",width,ornate,elaborate,decorative,expensive,spacious
"Which is wider, and thus has more [MASK], cheval glass or furniture component
",width,expensive,decorative,ornate,elaborate,glass
"Which is wider, and thus has more [MASK], cheval glass or Gallery Structure
",width,expensive,ornate,decorative,elaborate,polished
"Which is wider, and thus has more [MASK], cheval glass or Gaming Table
",width,expensive,ornate,decorative,elaborate,glass
"Which is wider, and thus has more [MASK], cheval glass or garden furniture
",width,expensive,decorative,ornate,elaborate,ornamental
"Which is wider, and thus has more [MASK], cheval glass or giant furniture
",width,expensive,ornate,elaborate,decorative,elegant
"Which is wider, and thus has more [MASK], cheval glass or Guangzhou-style furniture
",width,expensive,ornate,elaborate,decorative,elegant
"Which is wider, and thus has more [MASK], cheval glass or hanger floor
",width,decorative,expensive,ornate,elaborate,glass
"Which is wider, and thus has more [MASK], cheval glass or home apothecary
",width,expensive,elaborate,ornate,decorative,decoration
"Which is wider, and thus has more [MASK], cheval glass or keeps food
",width,expensive,decoration,room,space,windows
"Which is wider, and thus has more [MASK], cheval glass or kitchen sink
",width,expensive,elaborate,decorative,ornate,glass
"Which is wider, and thus has more [MASK], cheval glass or knickknacks shelf
",width,expensive,ornate,decorative,elaborate,glass
"Which is wider, and thus has more [MASK], cheval glass or lacquered furniture
",width,expensive,ornate,elaborate,decorative,polished
"Which is wider, and thus has more [MASK], cheval glass or Lazy Susan
",width,expensive,glass,decorative,elaborate,decoration
"Which is wider, and thus has more [MASK], cheval glass or leather furniture
",width,expensive,ornate,decorative,elaborate,polished
"Which is wider, and thus has more [MASK], cheval glass or library steps
",width,ornate,expensive,elaborate,spacious,modern
"Which is wider, and thus has more [MASK], cheval glass or Library Table
",width,expensive,ornate,decorative,elaborate,glass
"Which is wider, and thus has more [MASK], cheval glass or Linen Press
",width,expensive,glass,decorative,ornate,elaborate
"Which is wider, and thus has more [MASK], cheval glass or litter box
",width,expensive,ornate,glass,decorative,windows
"Which is wider, and thus has more [MASK], cheval glass or liturgical furniture
",width,ornate,expensive,elaborate,decorative,polished
"Which is wider, and thus has more [MASK], cheval glass or low cabinet
",width,expensive,ornate,decorative,polished,elaborate
"Which is wider, and thus has more [MASK], cheval glass or Macquarie Chest
",width,expensive,ornate,decorative,elaborate,polished
"Which is wider, and thus has more [MASK], cheval glass or magazine rack
",width,expensive,glass,compact,decorative,transparent
"Which is wider, and thus has more [MASK], cheval glass or Marriage Chest
",width,expensive,ornate,decorative,elaborate,polished
"Which is wider, and thus has more [MASK], cheval glass or Mechanical table
",width,expensive,ornate,elaborate,glass,decorative
"Which is wider, and thus has more [MASK], cheval glass or Medal cabinet
",width,expensive,ornate,elaborate,decorative,polished
"Which is wider, and thus has more [MASK], cheval glass or Mesa Consolo
",width,expensive,ornate,glass,decoration,decorative
"Which is wider, and thus has more [MASK], cheval glass or Mesa Criado-Mudo
",width,expensive,ornate,glass,elaborate,decorative
"Which is wider, and thus has more [MASK], cheval glass or Mesa Infantil
",width,expensive,glass,ornate,decorative,elaborate
"Which is wider, and thus has more [MASK], cheval glass or Mesa Lavatório
",width,expensive,ornate,decoration,decorative,elaborate
"Which is wider, and thus has more [MASK], cheval glass or Mesa: Criado-Mudo
",width,expensive,ornate,elaborate,decorative,decoration
"Which is wider, and thus has more [MASK], cheval glass or Ming-style furniture
",width,ornate,expensive,elaborate,decorative,elegant
"Which is wider, and thus has more [MASK], cheval glass or mobile shelving
",width,expensive,flexible,compact,glass,decorative
"Which is wider, and thus has more [MASK], cheval glass or Mobilio Biblioteca
",width,expensive,ornate,decoration,elaborate,spacious
"Which is wider, and thus has more [MASK], cheval glass or Namban screen
",width,ornate,expensive,decorative,glass,elaborate
"Which is wider, and thus has more [MASK], cheval glass or office furniture
",width,expensive,ornate,decorative,elaborate,modern
"Which is wider, and thus has more [MASK], cheval glass or Ornamental Panel
",width,decorative,ornate,elaborate,expensive,polished
"Which is wider, and thus has more [MASK], cheval glass or Overmantel Mirror
",width,ornate,expensive,elaborate,decorative,polished
"Which is wider, and thus has more [MASK], cheval glass or park furniture
",width,expensive,ornate,decorative,elaborate,modern
"Which is wider, and thus has more [MASK], cheval glass or patent furniture
",width,expensive,decorative,ornate,elaborate,modern
"Which is wider, and thus has more [MASK], cheval glass or Pier Mirror
",width,expensive,ornate,decorative,elaborate,glass
"Which is wider, and thus has more [MASK], cheval glass or Pier table
",width,expensive,ornate,elaborate,glass,decorative
"Which is wider, and thus has more [MASK], cheval glass or pilgrim furniture
",width,expensive,ornate,elaborate,decorative,polished
"Which is wider, and thus has more [MASK], cheval glass or plastic furniture
",width,expensive,decorative,ornate,lightweight,elaborate
"Which is wider, and thus has more [MASK], cheval glass or portable counter
",width,expensive,ornate,decorative,glass,elaborate
"Which is wider, and thus has more [MASK], cheval glass or Preguiceiro Infantil
",width,expensive,glass,ornate,elaborate,decorative
"Which is wider, and thus has more [MASK], cheval glass or Prestige Chair
",width,expensive,ornate,decorative,elaborate,decoration
"Which is wider, and thus has more [MASK], cheval glass or Provençal breadbox
",width,expensive,elaborate,ornate,decorative,glass
"Which is wider, and thus has more [MASK], cheval glass or ready-to-assemble furniture
",width,expensive,ornate,elaborate,decorative,modern
"Which is wider, and thus has more [MASK], cheval glass or Rolltop desk
",width,expensive,ornate,decorative,elaborate,polished
"Which is wider, and thus has more [MASK], cheval glass or room divider
",width,glass,expensive,windows,decorative,ornate
"Which is wider, and thus has more [MASK], cheval glass or Rotated Rectangle
",width,rounded,curved,ornate,decorative,convex
"Which is wider, and thus has more [MASK], cheval glass or Round table
",width,expensive,ornate,elaborate,decorative,glass
"Which is wider, and thus has more [MASK], cheval glass or roundback armchair
",width,rounded,ornate,expensive,elaborate,curved
"Which is wider, and thus has more [MASK], cheval glass or rustic furniture
",width,ornate,expensive,elaborate,decorative,polished
"Which is wider, and thus has more [MASK], cheval glass or Sankheda furniture
",width,expensive,ornate,elaborate,decorative,elegant
"Which is wider, and thus has more [MASK], cheval glass or school furniture
",width,expensive,ornate,elaborate,decorative,modern
"Which is wider, and thus has more [MASK], cheval glass or secretary desk
",width,ornate,expensive,windows,glass,spacious
"Which is wider, and thus has more [MASK], cheval glass or sex furniture
",width,ornate,expensive,elaborate,decorative,decoration
"Which is wider, and thus has more [MASK], cheval glass or Shanghai-style furniture
",width,expensive,ornate,elaborate,decorative,elegant
"Which is wider, and thus has more [MASK], cheval glass or shop furniture
",width,expensive,decorative,ornate,elaborate,modern
"Which is wider, and thus has more [MASK], cheval glass or shop shelve
",width,expensive,elaborate,ornate,decorative,glass
"Which is wider, and thus has more [MASK], cheval glass or Side Chair
",width,expensive,ornate,decorative,elaborate,glass
"Which is wider, and thus has more [MASK], cheval glass or Snuff Tablet
",width,expensive,glass,decorative,ornate,elaborate
"Which is wider, and thus has more [MASK], cheval glass or Spindle-back armchair
",width,ornate,rounded,expensive,elaborate,curved
"Which is wider, and thus has more [MASK], cheval glass or Spoon racks
",width,expensive,ornate,elaborate,spacious,compact
"Which is wider, and thus has more [MASK], cheval glass or Standing aid
",width,expensive,decorative,ornate,glass,elaborate
"Which is wider, and thus has more [MASK], cheval glass or street furniture
",width,expensive,ornate,decorative,elaborate,modern
"Which is wider, and thus has more [MASK], cheval glass or support furniture
",width,decorative,expensive,ornate,elaborate,polished
"Which is wider, and thus has more [MASK], cheval glass or Suzhou-style furniture
",width,expensive,ornate,elaborate,decorative,elegant
"Which is wider, and thus has more [MASK], cheval glass or Table Desk
",width,expensive,ornate,glass,decorative,elaborate
"Which is wider, and thus has more [MASK], cheval glass or table toilet
",width,glass,expensive,windows,ornate,decorative
"Which is wider, and thus has more [MASK], cheval glass or Tall-case Clock
",width,expensive,ornate,decorative,polished,elaborate
"Which is wider, and thus has more [MASK], cheval glass or Tall Clock
",width,expensive,ornate,decorative,elaborate,glass
"Which is wider, and thus has more [MASK], cheval glass or Tambour Desk
",width,expensive,ornate,glass,elaborate,decorative
"Which is wider, and thus has more [MASK], cheval glass or Tea Table
",width,expensive,decorative,ornate,glass,elaborate
"Which is wider, and thus has more [MASK], cheval glass or teacher's desk
",width,ornate,spacious,expensive,windows,elaborate
"Which is wider, and thus has more [MASK], cheval glass or tool board
",width,decorative,expensive,glass,polished,elaborate
"Which is wider, and thus has more [MASK], cheval glass or towel rack
",width,expensive,glass,decorative,ornate,decoration
"Which is wider, and thus has more [MASK], cheval glass or Tripod Brazier
",width,expensive,glass,ornate,elaborate,decorative
"Which is wider, and thus has more [MASK], cheval glass or Ulm stool
",width,expensive,glass,decorative,ornate,elaborate
"Which is wider, and thus has more [MASK], cheval glass or umbrella holder
",width,expensive,glass,decorative,ornate,windows
"Which is wider, and thus has more [MASK], cheval glass or UP series
",width,expensive,ornate,elaborate,decorative,compact
"Which is wider, and thus has more [MASK], cheval glass or Wall Bracket
",width,expensive,glass,ornate,elaborate,decorative
"Which is wider, and thus has more [MASK], cheval glass or Wall Clock
",width,expensive,ornate,decorative,elaborate,glass
"Which is wider, and thus has more [MASK], cheval glass or wall rack
",width,expensive,decorative,glass,ornate,windows
"Which is wider, and thus has more [MASK], cheval glass or Waterfall furniture
",width,expensive,ornate,elaborate,decorative,polished
"Which is wider, and thus has more [MASK], cheval glass or Wooden Casket
",width,expensive,elaborate,ornate,glass,decorative
"Which is wider, and thus has more [MASK], cheval glass or Work Table
",width,expensive,decorative,ornate,elaborate,glass
"Which is wider, and thus has more [MASK], cheval glass or worship furniture
",width,ornate,elaborate,expensive,decorative,polished
"Which is wider, and thus has more [MASK], cheval glass or Writing table
",width,expensive,ornate,elaborate,glass,decorative
"Which is wider, and thus has more [MASK], cheval glass or Yokeback Armchair
",width,expensive,ornate,elaborate,decorative,polished
"Which is wider, and thus has more [MASK], choir screen or Room Divider
",width,seating,screen,seats,screens,flexible
"Which is wider, and thus has more [MASK], choir screen or Wisteria Lamp
",width,seating,seats,screen,screens,spacious
"Which is wider, and thus has more [MASK], choir screen or Dressing Cabinet
",width,seating,rounded,screen,seats,screens
"Which is wider, and thus has more [MASK], choir screen or Abbot's Stall
",width,seating,ornate,spacious,elaborate,windows
"Which is wider, and thus has more [MASK], choir screen or Abbotsford style
",width,ornate,elaborate,spacious,square,nave
"Which is wider, and thus has more [MASK], choir screen or ancient furniture
",width,ornate,arches,decoration,windows,elaborate
"Which is wider, and thus has more [MASK], choir screen or Animal furniture
",width,seating,screen,windows,seats,ornate
"Which is wider, and thus has more [MASK], choir screen or antique furniture
",width,ornate,furniture,decorative,windows,elaborate
"Which is wider, and thus has more [MASK], choir screen or Arca Bau
",width,seating,seats,screens,screen,spacious
"Which is wider, and thus has more [MASK], choir screen or Arca Canastra
",width,seating,seats,screens,spacious,decoration
"Which is wider, and thus has more [MASK], choir screen or architectural furniture
",width,decorative,ornate,decoration,windows,timber
"Which is wider, and thus has more [MASK], choir screen or Armário Armário-Estante
",width,seating,seats,screens,screen,spacious
"Which is wider, and thus has more [MASK], choir screen or Armário Guarda-Comida
",width,seating,seats,screens,screen,spacious
"Which is wider, and thus has more [MASK], choir screen or Armário Guarda-Louça
",width,seating,seats,screens,screen,spacious
"Which is wider, and thus has more [MASK], choir screen or Armário Guarda-Roupa
",width,seating,seats,screens,screen,space
"Which is wider, and thus has more [MASK], choir screen or Armário Vitrina-Armário
",width,seating,seats,screens,screen,spacious
"Which is wider, and thus has more [MASK], choir screen or Armário Vitrine
",width,seating,seats,screen,decoration,screens
"Which is wider, and thus has more [MASK], choir screen or Armário: Guarda-Roupa
",width,seating,seats,square,screens,spacious
"Which is wider, and thus has more [MASK], choir screen or Baby furniture
",width,seating,screen,windows,seats,screens
"Which is wider, and thus has more [MASK], choir screen or Bed tables
",width,seating,seats,screens,screen,windows
"Which is wider, and thus has more [MASK], choir screen or beer tap
",width,seating,seats,windows,screens,screen
"Which is wider, and thus has more [MASK], choir screen or Beijing-style furniture
",width,ornate,decorative,rounded,elaborate,square
"Which is wider, and thus has more [MASK], choir screen or book chest
",width,seating,windows,screen,seats,screens
"Which is wider, and thus has more [MASK], choir screen or Bureau table
",width,seating,seats,screen,room,square
"Which is wider, and thus has more [MASK], choir screen or campaign furniture
",width,screen,seating,screens,seats,windows
"Which is wider, and thus has more [MASK], choir screen or Candle Bracket
",width,seating,seats,screen,screens,square
"Which is wider, and thus has more [MASK], choir screen or Candle Stand
",width,seating,rounded,square,screen,seats
"Which is wider, and thus has more [MASK], choir screen or Card table
",width,seating,seats,screen,screens,room
"Which is wider, and thus has more [MASK], choir screen or Center Table
",width,seating,seats,screen,square,rounded
"Which is wider, and thus has more [MASK], choir screen or chair back
",width,seating,seats,seat,room,screen
"Which is wider, and thus has more [MASK], choir screen or chaise longue
",width,seating,seats,decoration,room,windows
"Which is wider, and thus has more [MASK], choir screen or cheval glass
",width,windows,ornate,elaborate,decoration,seating
"Which is wider, and thus has more [MASK], choir screen or church shelf
",width,nave,windows,aisle,seating,chancel
"Which is wider, and thus has more [MASK], choir screen or Clothes valet
",width,seating,spacious,seats,ornate,elaborate
"Which is wider, and thus has more [MASK], choir screen or Cofre Portátil
",width,seating,seats,spacious,space,screen
"Which is wider, and thus has more [MASK], choir screen or Coin cabinet
",width,screen,flexible,rounded,seating,square
"Which is wider, and thus has more [MASK], choir screen or Console Table
",width,seating,seats,screen,square,spacious
"Which is wider, and thus has more [MASK], choir screen or Corner Cabinet
",width,seating,seats,screen,square,rounded
"Which is wider, and thus has more [MASK], choir screen or Corner Cabinet
",width,seating,seats,screen,square,rounded
"Which is wider, and thus has more [MASK], choir screen or Corner chair
",width,seating,seats,screen,square,windows
"Which is wider, and thus has more [MASK], choir screen or Coromandel lacquer
",width,decoration,elaborate,ornate,decorative,space
"Which is wider, and thus has more [MASK], choir screen or cue stand
",width,seating,screen,seats,screens,speakers
"Which is wider, and thus has more [MASK], choir screen or Curule Chair
",width,seating,screen,seats,square,screens
"Which is wider, and thus has more [MASK], choir screen or cylinder desk
",width,aperture,square,seating,screen,dome
"Which is wider, and thus has more [MASK], choir screen or day bed
",width,seating,classrooms,screen,screens,room
"Which is wider, and thus has more [MASK], choir screen or dresser-litter bin
",width,seating,seats,screen,screens,windows
"Which is wider, and thus has more [MASK], choir screen or Drop-front desk
",width,seating,spacious,seats,screen,rounded
"Which is wider, and thus has more [MASK], choir screen or Drop-front secretary
",width,rounded,seating,screen,square,seats
"Which is wider, and thus has more [MASK], choir screen or Easy Chair
",width,seating,seats,screen,screens,rounded
"Which is wider, and thus has more [MASK], choir screen or entertainment center
",width,seating,auditorium,classrooms,seats,screens
"Which is wider, and thus has more [MASK], choir screen or Escrivaninha Cômoda-Escrivaninha
",width,seating,seats,screens,screen,spacious
"Which is wider, and thus has more [MASK], choir screen or Escrivaninha Portátil
",width,seating,seats,spacious,screens,screen
"Which is wider, and thus has more [MASK], choir screen or Estante Infantil
",width,seating,seats,spacious,screen,screens
"Which is wider, and thus has more [MASK], choir screen or Fall-front Secretary
",width,rounded,square,narrow,vertical,flat
"Which is wider, and thus has more [MASK], choir screen or Flower Stand
",width,seating,seats,screen,square,screens
"Which is wider, and thus has more [MASK], choir screen or folding stool
",width,seating,seats,screen,rounded,flexible
"Which is wider, and thus has more [MASK], choir screen or foot shelf
",width,seating,screen,windows,seats,space
"Which is wider, and thus has more [MASK], choir screen or four-poster bed
",width,seating,square,screen,aisle,room
"Which is wider, and thus has more [MASK], choir screen or furniture component
",width,seating,furniture,seats,windows,screen
"Which is wider, and thus has more [MASK], choir screen or Gallery Structure
",width,seating,screen,square,seats,rounded
"Which is wider, and thus has more [MASK], choir screen or Gaming Table
",width,seating,seats,screen,screens,square
"Which is wider, and thus has more [MASK], choir screen or garden furniture
",width,seating,windows,room,decorative,square
"Which is wider, and thus has more [MASK], choir screen or giant furniture
",width,screens,seating,seats,windows,screen
"Which is wider, and thus has more [MASK], choir screen or Guangzhou-style furniture
",width,ornate,decorative,elaborate,rounded,square
"Which is wider, and thus has more [MASK], choir screen or hanger floor
",width,seating,seats,windows,screen,screens
"Which is wider, and thus has more [MASK], choir screen or home apothecary
",width,seating,spacious,ornate,elaborate,room
"Which is wider, and thus has more [MASK], choir screen or keeps food
",width,seating,seats,room,space,windows
"Which is wider, and thus has more [MASK], choir screen or kitchen sink
",width,seating,kitchen,room,windows,screen
"Which is wider, and thus has more [MASK], choir screen or knickknacks shelf
",width,seats,seating,screens,windows,decoration
"Which is wider, and thus has more [MASK], choir screen or lacquered furniture
",width,ornate,decorative,rounded,elaborate,curved
"Which is wider, and thus has more [MASK], choir screen or Lazy Susan
",width,rounded,seating,seats,flexible,narrow
"Which is wider, and thus has more [MASK], choir screen or leather furniture
",width,wood,seats,seating,timber,leather
"Which is wider, and thus has more [MASK], choir screen or library steps
",width,seating,classrooms,screen,screens,auditorium
"Which is wider, and thus has more [MASK], choir screen or Library Table
",width,seating,screen,seats,screens,spacious
"Which is wider, and thus has more [MASK], choir screen or Linen Press
",width,rounded,narrow,seating,flexible,square
"Which is wider, and thus has more [MASK], choir screen or litter box
",width,seating,seats,screen,screens,windows
"Which is wider, and thus has more [MASK], choir screen or liturgical furniture
",width,seating,ornate,decorative,windows,elaborate
"Which is wider, and thus has more [MASK], choir screen or low cabinet
",width,rounded,square,flat,narrow,aperture
