Masked Sentence,Actual,1_Prediction,2_Prediction,3_Prediction,4_Prediction,5_Prediction
"Which is more nutritious, and thus more [MASK], brain or Gujia
",healthy,healthy,productive,robust,expensive,sensitive
"Which is more nutritious, and thus more [MASK], brain or guk
",healthy,healthy,robust,productive,expensive,refined
"Which is more nutritious, and thus more [MASK], brain or Gulkand
",healthy,healthy,productive,fertile,robust,expensive
"Which is more nutritious, and thus more [MASK], brain or gulyásleves
",healthy,healthy,expensive,robust,productive,sensitive
"Which is more nutritious, and thus more [MASK], brain or gumbo
",healthy,healthy,robust,productive,sensitive,expensive
"Which is more nutritious, and thus more [MASK], brain or Gundain
",healthy,healthy,robust,productive,expensive,sensitive
"Which is more nutritious, and thus more [MASK], brain or Guthuk
",healthy,healthy,productive,robust,expensive,fertile
"Which is more nutritious, and thus more [MASK], brain or gwapyeon
",healthy,healthy,productive,robust,intelligent,refined
"Which is more nutritious, and thus more [MASK], brain or Gwote
",healthy,healthy,robust,productive,fertile,flexible
"Which is more nutritious, and thus more [MASK], brain or Gyabrag
",healthy,healthy,productive,robust,sensitive,expensive
"Which is more nutritious, and thus more [MASK], brain or Gyaho
",healthy,healthy,productive,robust,intelligent,refined
"Which is more nutritious, and thus more [MASK], brain or Halabos
",healthy,healthy,productive,robust,expensive,sensitive
"Which is more nutritious, and thus more [MASK], brain or Haleem
",healthy,healthy,robust,productive,sensitive,expensive
"Which is more nutritious, and thus more [MASK], brain or hamantash
",healthy,healthy,productive,intelligent,refined,fertile
"Which is more nutritious, and thus more [MASK], brain or Hamburger
",healthy,healthy,robust,productive,sensitive,flexible
"Which is more nutritious, and thus more [MASK], brain or hanımgöbeği
",healthy,healthy,productive,expensive,robust,refined
"Which is more nutritious, and thus more [MASK], brain or Hanjeongsik
",healthy,healthy,productive,expensive,robust,refined
"Which is more nutritious, and thus more [MASK], brain or harees
",healthy,healthy,expensive,productive,robust,fertile
"Which is more nutritious, and thus more [MASK], brain or Harihari-nabe
",healthy,healthy,productive,fertile,robust,refined
"Which is more nutritious, and thus more [MASK], brain or Harira
",healthy,healthy,productive,robust,expensive,sensitive
"Which is more nutritious, and thus more [MASK], brain or Hedik
",healthy,healthy,productive,intelligent,robust,expensive
"Which is more nutritious, and thus more [MASK], brain or Hermann
",healthy,healthy,robust,productive,sensitive,flexible
"Which is more nutritious, and thus more [MASK], brain or Himbasha
",healthy,healthy,productive,robust,fertile,intelligent
"Which is more nutritious, and thus more [MASK], brain or Hininy
",healthy,healthy,productive,robust,sensitive,flexible
"Which is more nutritious, and thus more [MASK], brain or Hirayachi
",healthy,healthy,productive,robust,intelligent,sensitive
"Which is more nutritious, and thus more [MASK], brain or Hitlerszalonna
",healthy,healthy,robust,productive,sensitive,fertile
"Which is more nutritious, and thus more [MASK], brain or HobNob
",healthy,healthy,robust,productive,expensive,efficient
"Which is more nutritious, and thus more [MASK], brain or Hojuela
",healthy,healthy,robust,productive,expensive,sensitive
"Which is more nutritious, and thus more [MASK], brain or Holige
",healthy,healthy,productive,robust,fertile,expensive
"Which is more nutritious, and thus more [MASK], brain or Hoosh
",healthy,healthy,robust,productive,intelligent,flexible
"Which is more nutritious, and thus more [MASK], brain or horsebread
",healthy,healthy,protein,expensive,robust,meat
"Which is more nutritious, and thus more [MASK], brain or huckabuck
",healthy,healthy,productive,robust,intelligent,effective
"Which is more nutritious, and thus more [MASK], brain or hushpuppy
",healthy,healthy,robust,sensitive,productive,intelligent
"Which is more nutritious, and thus more [MASK], brain or Idiyappam
",healthy,healthy,productive,fertile,expensive,robust
"Which is more nutritious, and thus more [MASK], brain or Injipuli
",healthy,healthy,productive,fertile,robust,sensitive
"Which is more nutritious, and thus more [MASK], brain or jaecheop-guk
",healthy,healthy,productive,robust,expensive,intelligent
"Which is more nutritious, and thus more [MASK], brain or Jaffas
",healthy,healthy,expensive,robust,productive,sensitive
"Which is more nutritious, and thus more [MASK], brain or jajangmyeon
",healthy,healthy,productive,intelligent,expensive,robust
"Which is more nutritious, and thus more [MASK], brain or Jalangkote
",healthy,healthy,productive,robust,expensive,fertile
"Which is more nutritious, and thus more [MASK], brain or Jal-jeera
",healthy,healthy,productive,robust,fertile,intelligent
"Which is more nutritious, and thus more [MASK], brain or jam
",healthy,healthy,robust,productive,expensive,flexible
"Which is more nutritious, and thus more [MASK], brain or janchi-guksu
",healthy,healthy,productive,robust,expensive,refined
"Which is more nutritious, and thus more [MASK], brain or Jarma
",healthy,healthy,robust,productive,sensitive,flexible
"Which is more nutritious, and thus more [MASK], brain or Jatguksu
",healthy,healthy,productive,intelligent,robust,refined
"Which is more nutritious, and thus more [MASK], brain or jatjuk
",healthy,healthy,productive,fertile,expensive,refined
"Which is more nutritious, and thus more [MASK], brain or javanais
",healthy,healthy,productive,fertile,expensive,refined
"Which is more nutritious, and thus more [MASK], brain or jeon
",healthy,healthy,intelligent,productive,robust,expensive
"Which is more nutritious, and thus more [MASK], brain or JingBaJian
",healthy,healthy,robust,productive,sensitive,flexible
"Which is more nutritious, and thus more [MASK], brain or Jizza
",healthy,healthy,robust,productive,sensitive,intelligent
"Which is more nutritious, and thus more [MASK], brain or jjigae
",healthy,healthy,productive,robust,expensive,intelligent
"Which is more nutritious, and thus more [MASK], brain or jjinppang
",healthy,healthy,productive,robust,refined,intelligent
"Which is more nutritious, and thus more [MASK], brain or Jjolmyeon
",healthy,healthy,productive,intelligent,expensive,fertile
"Which is more nutritious, and thus more [MASK], brain or Johnnycake
",healthy,healthy,robust,productive,intelligent,expensive
"Which is more nutritious, and thus more [MASK], brain or Jolpan
",healthy,healthy,productive,robust,expensive,fertile
"Which is more nutritious, and thus more [MASK], brain or joshpara
",healthy,healthy,productive,expensive,fertile,robust
"Which is more nutritious, and thus more [MASK], brain or Juka
",healthy,healthy,productive,robust,sensitive,intelligent
"Which is more nutritious, and thus more [MASK], brain or Jumiles
",healthy,healthy,productive,robust,sensitive,intelligent
"Which is more nutritious, and thus more [MASK], brain or Junay
",healthy,healthy,productive,robust,sensitive,expensive
"Which is more nutritious, and thus more [MASK], brain or Kömbe
",healthy,healthy,robust,productive,expensive,sensitive
"Which is more nutritious, and thus more [MASK], brain or Köpoğlu
",healthy,healthy,expensive,productive,robust,sensitive
"Which is more nutritious, and thus more [MASK], brain or Kürtőskalács
",healthy,healthy,productive,expensive,robust,sensitive
"Which is more nutritious, and thus more [MASK], brain or Kachumber
",healthy,healthy,robust,productive,sensitive,flexible
"Which is more nutritious, and thus more [MASK], brain or Kadhi
",healthy,healthy,robust,productive,intelligent,flexible
"Which is more nutritious, and thus more [MASK], brain or Kaikanas
",healthy,healthy,robust,productive,intelligent,sensitive
"Which is more nutritious, and thus more [MASK], brain or Kalakand
",healthy,healthy,productive,fertile,robust,refined
"Which is more nutritious, and thus more [MASK], brain or Kalvdans
",healthy,healthy,productive,expensive,robust,fertile
"Which is more nutritious, and thus more [MASK], brain or Kamasutra
",healthy,healthy,productive,robust,fertile,expensive
"Which is more nutritious, and thus more [MASK], brain or Kanafeh
",healthy,healthy,productive,fertile,refined,robust
"Which is more nutritious, and thus more [MASK], brain or Kansar
",healthy,healthy,productive,robust,intelligent,expensive
"Which is more nutritious, and thus more [MASK], brain or Kapurung
",healthy,healthy,productive,robust,expensive,refined
"Which is more nutritious, and thus more [MASK], brain or kapuska
",healthy,healthy,productive,robust,fertile,intelligent
"Which is more nutritious, and thus more [MASK], brain or Karadantu
",healthy,healthy,productive,robust,sensitive,fertile
"Which is more nutritious, and thus more [MASK], brain or karedok
",healthy,healthy,robust,productive,intelligent,flexible
"Which is more nutritious, and thus more [MASK], brain or Katemak
",healthy,healthy,productive,robust,intelligent,expensive
"Which is more nutritious, and thus more [MASK], brain or Katiya
",healthy,healthy,robust,productive,intelligent,sensitive
"Which is more nutritious, and thus more [MASK], brain or Katogo
",healthy,healthy,robust,productive,flexible,sensitive
"Which is more nutritious, and thus more [MASK], brain or kattama
",healthy,healthy,productive,robust,fertile,refined
"Which is more nutritious, and thus more [MASK], brain or Kattimeri
",healthy,healthy,productive,robust,intelligent,expensive
"Which is more nutritious, and thus more [MASK], brain or Kazy
",healthy,healthy,robust,sensitive,productive,intelligent
"Which is more nutritious, and thus more [MASK], brain or Kebebe
",healthy,healthy,productive,robust,expensive,sensitive
"Which is more nutritious, and thus more [MASK], brain or Keledoş
",healthy,healthy,productive,robust,expensive,sensitive
"Which is more nutritious, and thus more [MASK], brain or Kelle
",healthy,healthy,productive,robust,flexible,sensitive
"Which is more nutritious, and thus more [MASK], brain or Kemplang
",healthy,healthy,robust,productive,sensitive,expensive
"Which is more nutritious, and thus more [MASK], brain or keumamah
",healthy,healthy,productive,robust,fertile,expensive
"Which is more nutritious, and thus more [MASK], brain or Khaja
",healthy,healthy,productive,fertile,robust,intelligent
"Which is more nutritious, and thus more [MASK], brain or Khakhra
",healthy,healthy,robust,fertile,productive,sensitive
"Which is more nutritious, and thus more [MASK], brain or Khaman
",healthy,healthy,robust,productive,sensitive,flexible
"Which is more nutritious, and thus more [MASK], brain or Khandvi
",healthy,healthy,robust,productive,fertile,intelligent
"Which is more nutritious, and thus more [MASK], brain or Khapse
",healthy,healthy,robust,functional,sensitive,productive
"Which is more nutritious, and thus more [MASK], brain or Kharcho
",healthy,healthy,sensitive,robust,productive,expensive
"Which is more nutritious, and thus more [MASK], brain or Khebz
",healthy,healthy,productive,expensive,robust,fertile
"Which is more nutritious, and thus more [MASK], brain or Kheer
",healthy,healthy,robust,productive,fertile,expensive
"Which is more nutritious, and thus more [MASK], brain or Khichra
",healthy,healthy,robust,productive,sensitive,fertile
"Which is more nutritious, and thus more [MASK], brain or Khichu
",healthy,healthy,productive,robust,fertile,intelligent
"Which is more nutritious, and thus more [MASK], brain or Khoresh
",healthy,healthy,productive,fertile,robust,intelligent
"Which is more nutritious, and thus more [MASK], brain or Khubz
",healthy,healthy,productive,robust,expensive,sensitive
"Which is more nutritious, and thus more [MASK], brain or Khurma
",healthy,healthy,robust,productive,fertile,sensitive
"Which is more nutritious, and thus more [MASK], brain or Khuushuur
",healthy,healthy,productive,fertile,robust,intelligent
"Which is more nutritious, and thus more [MASK], brain or kibbeh
",healthy,healthy,productive,fertile,expensive,refined
"Which is more nutritious, and thus more [MASK], brain or Kichel
",healthy,healthy,robust,productive,expensive,flexible
"Which is more nutritious, and thus more [MASK], brain or kidney
",healthy,healthy,robust,expensive,sensitive,productive
"Which is more nutritious, and thus more [MASK], brain or kilishi
",healthy,healthy,productive,robust,expensive,fertile
"Which is more nutritious, and thus more [MASK], brain or Kimchi-jjigae
",healthy,healthy,productive,expensive,robust,delicate
"Which is more nutritious, and thus more [MASK], brain or kishimen
",healthy,healthy,productive,robust,refined,fertile
"Which is more nutritious, and thus more [MASK], brain or Kitcha
",healthy,healthy,robust,productive,intelligent,sensitive
"Which is more nutritious, and thus more [MASK], brain or Klobásník
",healthy,healthy,productive,robust,expensive,sensitive
"Which is more nutritious, and thus more [MASK], brain or Knysza
",healthy,healthy,productive,robust,fertile,expensive
"Which is more nutritious, and thus more [MASK], brain or Kołaczyk
",healthy,healthy,productive,expensive,robust,bitter
"Which is more nutritious, and thus more [MASK], brain or Kok
",healthy,healthy,productive,robust,sensitive,flexible
"Which is more nutritious, and thus more [MASK], brain or Koottu
",healthy,healthy,productive,robust,fertile,intelligent
"Which is more nutritious, and thus more [MASK], brain or Koozh
",healthy,healthy,productive,robust,sensitive,intelligent
"Which is more nutritious, and thus more [MASK], brain or Kottu
",healthy,healthy,productive,robust,fertile,intelligent
"Which is more nutritious, and thus more [MASK], brain or Kozhakkattai
",healthy,healthy,expensive,productive,fertile,robust
"Which is more nutritious, and thus more [MASK], brain or Kreple
",healthy,healthy,productive,robust,expensive,sensitive
"Which is more nutritious, and thus more [MASK], brain or Krispie
",healthy,healthy,robust,productive,intelligent,sensitive
"Which is more nutritious, and thus more [MASK], brain or Kritcu
",healthy,healthy,productive,robust,sensitive,expensive
"Which is more nutritious, and thus more [MASK], brain or Kroštule
",healthy,healthy,productive,robust,expensive,fertile
"Which is more nutritious, and thus more [MASK], brain or Kroger
",healthy,healthy,robust,productive,expensive,efficient
"Which is more nutritious, and thus more [MASK], brain or Kroki
",healthy,healthy,robust,productive,intelligent,expensive
"Which is more nutritious, and thus more [MASK], brain or Krotekake
",healthy,healthy,productive,robust,expensive,sensitive
"Which is more nutritious, and thus more [MASK], brain or Krumiri
",healthy,healthy,productive,robust,fertile,expensive
"Which is more nutritious, and thus more [MASK], brain or Kuaichap
",healthy,healthy,productive,robust,sensitive,fertile
"Which is more nutritious, and thus more [MASK], brain or Kubaneh
",healthy,healthy,productive,robust,fertile,expensive
"Which is more nutritious, and thus more [MASK], brain or Kubdari
",healthy,healthy,robust,fertile,productive,expensive
"Which is more nutritious, and thus more [MASK], brain or Kuchmachi
",healthy,healthy,productive,sensitive,robust,expensive
"Which is more nutritious, and thus more [MASK], brain or Kue
",healthy,healthy,robust,productive,sensitive,flexible
"Which is more nutritious, and thus more [MASK], brain or Kuluban
",healthy,healthy,productive,robust,expensive,sensitive
"Which is more nutritious, and thus more [MASK], brain or Kumbu
",healthy,healthy,robust,productive,fertile,expensive
"Which is more nutritious, and thus more [MASK], brain or Kusksu
",healthy,healthy,productive,robust,sensitive,fertile
"Which is more nutritious, and thus more [MASK], brain or Kuzhambu
",healthy,healthy,productive,expensive,robust,sensitive
"Which is more nutritious, and thus more [MASK], brain or Kwati
",healthy,healthy,robust,productive,sensitive,flexible
"Which is more nutritious, and thus more [MASK], brain or Kyopolou
",healthy,healthy,productive,fertile,robust,expensive
"Which is more nutritious, and thus more [MASK], brain or Lahoh
",healthy,healthy,productive,robust,fertile,expensive
"Which is more nutritious, and thus more [MASK], brain or Lakhamari
",healthy,healthy,fertile,productive,robust,expensive
"Which is more nutritious, and thus more [MASK], brain or Lakror
",healthy,healthy,productive,robust,expensive,efficient
"Which is more nutritious, and thus more [MASK], brain or Laksan
",healthy,healthy,productive,robust,expensive,intelligent
"Which is more nutritious, and thus more [MASK], brain or Lalanga
",healthy,healthy,robust,productive,sensitive,expensive
"Which is more nutritious, and thus more [MASK], brain or Lamban
",healthy,healthy,productive,robust,expensive,sensitive
"Which is more nutritious, and thus more [MASK], brain or Langcha
",healthy,healthy,robust,productive,sensitive,intelligent
"Which is more nutritious, and thus more [MASK], brain or lanterne
",healthy,healthy,robust,productive,flexible,intelligent
"Which is more nutritious, and thus more [MASK], brain or Laobing
",healthy,healthy,robust,sensitive,flexible,productive
"Which is more nutritious, and thus more [MASK], brain or Laping
",healthy,healthy,robust,productive,sensitive,flexible
"Which is more nutritious, and thus more [MASK], brain or lardon
",healthy,healthy,expensive,robust,productive,sensitive
"Which is more nutritious, and thus more [MASK], brain or lattice
",healthy,healthy,robust,productive,flexible,intelligent
"Which is more nutritious, and thus more [MASK], brain or Laverbread
",healthy,healthy,robust,expensive,productive,protein
"Which is more nutritious, and thus more [MASK], brain or Lazarakia
",healthy,healthy,productive,expensive,fertile,robust
"Which is more nutritious, and thus more [MASK], brain or Lekor
",healthy,healthy,robust,productive,sensitive,expensive
"Which is more nutritious, and thus more [MASK], brain or LiGA
",healthy,healthy,robust,productive,sensitive,expensive
"Which is more nutritious, and thus more [MASK], brain or Locrio
",healthy,healthy,productive,robust,expensive,sensitive
"Which is more nutritious, and thus more [MASK], brain or lokma
",healthy,healthy,productive,robust,expensive,fertile
"Which is more nutritious, and thus more [MASK], brain or Lokshen
",healthy,healthy,robust,productive,expensive,fertile
"Which is more nutritious, and thus more [MASK], brain or Lukhmi
",healthy,healthy,productive,robust,fertile,expensive
"Which is more nutritious, and thus more [MASK], brain or Ma'amoul
",healthy,healthy,productive,fertile,refined,robust
"Which is more nutritious, and thus more [MASK], brain or Maccu
",healthy,healthy,robust,productive,sensitive,expensive
"Which is more nutritious, and thus more [MASK], brain or Maconochie
",healthy,healthy,intelligent,productive,expensive,robust
"Which is more nutritious, and thus more [MASK], brain or Magaj
",healthy,healthy,productive,robust,fertile,refined
"Which is more nutritious, and thus more [MASK], brain or Magiritsa
",healthy,healthy,productive,robust,fertile,sensitive
"Which is more nutritious, and thus more [MASK], brain or maja
",healthy,healthy,productive,intelligent,fertile,robust
"Which is more nutritious, and thus more [MASK], brain or Majorero
",healthy,healthy,robust,productive,sensitive,expensive
"Which is more nutritious, and thus more [MASK], brain or mak-guksu
",healthy,healthy,productive,robust,refined,expensive
"Which is more nutritious, and thus more [MASK], brain or Maksuba
",healthy,healthy,productive,robust,intelligent,sensitive
"Which is more nutritious, and thus more [MASK], brain or Malai
",healthy,healthy,robust,productive,intelligent,sensitive
"Which is more nutritious, and thus more [MASK], brain or Malapua
",healthy,healthy,productive,robust,expensive,fertile
"Which is more nutritious, and thus more [MASK], brain or Malida
",healthy,healthy,robust,expensive,productive,sensitive
"Which is more nutritious, and thus more [MASK], brain or Malooga
",healthy,healthy,robust,productive,expensive,sensitive
"Which is more nutritious, and thus more [MASK], brain or Malt
",healthy,healthy,robust,productive,expensive,sensitive
"Which is more nutritious, and thus more [MASK], brain or Manchet
",healthy,healthy,robust,productive,expensive,flexible
"Which is more nutritious, and thus more [MASK], brain or Mangú
",healthy,healthy,robust,productive,sensitive,flexible
"Which is more nutritious, and thus more [MASK], brain or manjū
",healthy,healthy,intelligent,productive,robust,refined
"Which is more nutritious, and thus more [MASK], brain or Mantou
",healthy,healthy,productive,robust,expensive,fertile
"Which is more nutritious, and thus more [MASK], brain or Manwich
",healthy,healthy,productive,robust,expensive,sensitive
"Which is more nutritious, and thus more [MASK], brain or Maqluba
",healthy,healthy,productive,robust,sensitive,expensive
"Which is more nutritious, and thus more [MASK], brain or Maria-isabel
",healthy,healthy,robust,productive,expensive,sensitive
"Which is more nutritious, and thus more [MASK], brain or Maruya
",healthy,healthy,productive,robust,expensive,sensitive
"Which is more nutritious, and thus more [MASK], brain or Masan
",healthy,healthy,productive,robust,sensitive,intelligent
"Which is more nutritious, and thus more [MASK], brain or Mathri
",healthy,healthy,productive,robust,protein,intelligent
"Which is more nutritious, and thus more [MASK], brain or Matnakash
",healthy,healthy,intelligent,productive,refined,robust
"Which is more nutritious, and thus more [MASK], brain or Mattha
",healthy,healthy,robust,productive,fertile,sensitive
"Which is more nutritious, and thus more [MASK], brain or Meat
",healthy,healthy,robust,productive,sensitive,protein
"Which is more nutritious, and thus more [MASK], brain or Mechado
",healthy,healthy,productive,robust,expensive,sensitive
"Which is more nutritious, and thus more [MASK], brain or Meghli
",healthy,healthy,productive,robust,expensive,fertile
"Which is more nutritious, and thus more [MASK], brain or meju
",healthy,healthy,robust,productive,intelligent,sensitive
"Which is more nutritious, and thus more [MASK], brain or Melona
",healthy,healthy,robust,productive,sensitive,expensive
"Which is more nutritious, and thus more [MASK], brain or Mendoan
",healthy,healthy,robust,productive,expensive,intelligent
"Which is more nutritious, and thus more [MASK], brain or Menjes
",healthy,healthy,productive,robust,expensive,intelligent
"Which is more nutritious, and thus more [MASK], brain or menu
",healthy,healthy,intelligent,flexible,robust,productive
"Which is more nutritious, and thus more [MASK], brain or meze
",healthy,healthy,robust,productive,intelligent,sensitive
"Which is more nutritious, and thus more [MASK], brain or Mhadjeb
",healthy,healthy,productive,expensive,fertile,robust
"Which is more nutritious, and thus more [MASK], brain or Miki
",healthy,healthy,productive,robust,intelligent,sensitive
"Which is more nutritious, and thus more [MASK], brain or Milmyeon
",healthy,healthy,productive,robust,expensive,fertile
"Which is more nutritious, and thus more [MASK], brain or Minties
",healthy,healthy,sensitive,robust,productive,protein
"Which is more nutritious, and thus more [MASK], brain or mjukkaka
",healthy,healthy,productive,robust,refined,fertile
"Which is more nutritious, and thus more [MASK], brain or Močnik
",healthy,healthy,productive,robust,sensitive,flexible
"Which is more nutritious, and thus more [MASK], brain or Model
",healthy,healthy,robust,productive,sensitive,flexible
"Which is more nutritious, and thus more [MASK], brain or Mohanthal
",healthy,healthy,robust,productive,sensitive,intelligent
"Which is more nutritious, and thus more [MASK], brain or Mohinga
",healthy,healthy,productive,robust,sensitive,intelligent
"Which is more nutritious, and thus more [MASK], brain or Molagoottal
",healthy,healthy,robust,sensitive,productive,toxic
"Which is more nutritious, and thus more [MASK], brain or Mouna
",healthy,healthy,robust,productive,sensitive,flexible
"Which is more nutritious, and thus more [MASK], brain or Mousefood
",healthy,healthy,protein,robust,productive,expensive
"Which is more nutritious, and thus more [MASK], brain or Msabbaha
",healthy,healthy,productive,robust,fertile,sensitive
"Which is more nutritious, and thus more [MASK], brain or Msemen
",healthy,healthy,productive,robust,fertile,sensitive
"Which is more nutritious, and thus more [MASK], brain or Mugoyo
",healthy,healthy,productive,robust,sensitive,expensive
"Which is more nutritious, and thus more [MASK], brain or muhammara
",healthy,healthy,robust,productive,fertile,refined
"Which is more nutritious, and thus more [MASK], brain or Muk
",healthy,healthy,robust,productive,intelligent,flexible
"Which is more nutritious, and thus more [MASK], brain or Mukhwas
",healthy,healthy,robust,productive,intelligent,fertile
"Which is more nutritious, and thus more [MASK], brain or muktuk
",healthy,healthy,productive,refined,robust,fertile
"Which is more nutritious, and thus more [MASK], brain or Mulligatawny
",healthy,healthy,robust,productive,fertile,intelligent
"Which is more nutritious, and thus more [MASK], brain or Munini-imo
",healthy,healthy,productive,robust,refined,expensive
"Which is more nutritious, and thus more [MASK], brain or Murukku
",healthy,healthy,productive,robust,fertile,intelligent
"Which is more nutritious, and thus more [MASK], brain or mush
",healthy,healthy,robust,fluid,intelligent,sensitive
"Which is more nutritious, and thus more [MASK], brain or Muskazine
",healthy,healthy,robust,sensitive,expensive,productive
"Which is more nutritious, and thus more [MASK], brain or Mutabak
",healthy,healthy,productive,robust,refined,expensive
"Which is more nutritious, and thus more [MASK], brain or nachos
",healthy,healthy,expensive,robust,sensitive,productive
"Which is more nutritious, and thus more [MASK], brain or nagasari
",healthy,healthy,productive,robust,expensive,fertile
"Which is more nutritious, and thus more [MASK], brain or Nakuldana
",healthy,healthy,productive,fertile,robust,expensive
"Which is more nutritious, and thus more [MASK], brain or Nanbangashi
",healthy,healthy,productive,robust,expensive,sensitive
"Which is more nutritious, and thus more [MASK], brain or Nankhatai
",healthy,healthy,productive,robust,fertile,expensive
"Which is more nutritious, and thus more [MASK], brain or Naturegg
",healthy,healthy,productive,robust,sensitive,flexible
"Which is more nutritious, and thus more [MASK], brain or neera
",healthy,healthy,robust,productive,sensitive,intelligent
"Which is more nutritious, and thus more [MASK], brain or Nicnaks
",healthy,healthy,robust,sensitive,productive,expensive
"Which is more nutritious, and thus more [MASK], brain or Nihari
",healthy,healthy,robust,productive,sensitive,fertile
"Which is more nutritious, and thus more [MASK], brain or Nisan
",healthy,healthy,productive,robust,expensive,sensitive
"Which is more nutritious, and thus more [MASK], brain or Noghl
",healthy,healthy,productive,robust,fertile,expensive
"Which is more nutritious, and thus more [MASK], brain or nopia
",healthy,healthy,robust,expensive,productive,sensitive
"Which is more nutritious, and thus more [MASK], brain or Noppe
",healthy,healthy,robust,productive,flexible,intelligent
"Which is more nutritious, and thus more [MASK], brain or nunt
",healthy,healthy,productive,robust,fertile,flexible
"Which is more nutritious, and thus more [MASK], brain or offal
",healthy,healthy,productive,robust,sensitive,flexible
"Which is more nutritious, and thus more [MASK], brain or ogokbap
",healthy,healthy,productive,robust,expensive,fertile
"Which is more nutritious, and thus more [MASK], brain or Ohaw
",healthy,healthy,robust,productive,intelligent,flexible
"Which is more nutritious, and thus more [MASK], brain or Oille
",healthy,healthy,robust,sensitive,productive,flexible
"Which is more nutritious, and thus more [MASK], brain or okchundang
",healthy,healthy,productive,robust,refined,intelligent
"Which is more nutritious, and thus more [MASK], brain or OKOHO
",healthy,healthy,robust,sensitive,productive,expensive
"Which is more nutritious, and thus more [MASK], brain or Oncom
",healthy,healthy,robust,productive,flexible,intelligent
"Which is more nutritious, and thus more [MASK], brain or Oret
",healthy,healthy,robust,productive,intelligent,flexible
"Which is more nutritious, and thus more [MASK], brain or Oritang
",healthy,healthy,productive,robust,expensive,efficient
"Which is more nutritious, and thus more [MASK], brain or oromo
",healthy,healthy,robust,productive,expensive,flexible
"Which is more nutritious, and thus more [MASK], brain or Pacco'
",healthy,healthy,robust,productive,intelligent,expensive
"Which is more nutritious, and thus more [MASK], brain or Pachadi
",healthy,healthy,expensive,robust,intelligent,productive
"Which is more nutritious, and thus more [MASK], brain or Palathalikalu
",healthy,healthy,fertile,productive,robust,expensive
"Which is more nutritious, and thus more [MASK], brain or Pancong
",healthy,healthy,productive,robust,expensive,sensitive
"Which is more nutritious, and thus more [MASK], brain or Pandebono
",healthy,healthy,productive,expensive,robust,refined
"Which is more nutritious, and thus more [MASK], brain or Pandesal
",healthy,healthy,robust,productive,expensive,fertile
"Which is more nutritious, and thus more [MASK], brain or Paniki
",healthy,healthy,robust,productive,sensitive,flexible
"Which is more nutritious, and thus more [MASK], brain or Panjiri
",healthy,healthy,productive,robust,fertile,expensive
"Which is more nutritious, and thus more [MASK], brain or Panzarotti
",healthy,healthy,productive,expensive,robust,fertile
"Which is more nutritious, and thus more [MASK], brain or Papanași
",healthy,healthy,productive,robust,expensive,sensitive
"Which is more nutritious, and thus more [MASK], brain or Papo-de-anjo
",healthy,healthy,productive,robust,refined,expensive
"Which is more nutritious, and thus more [MASK], brain or paratha
",healthy,healthy,robust,productive,fertile,intelligent
"Which is more nutritious, and thus more [MASK], brain or Paria
",healthy,healthy,robust,productive,sensitive,expensive
"Which is more nutritious, and thus more [MASK], brain or Parker's
",healthy,healthy,robust,productive,intelligent,flexible
"Which is more nutritious, and thus more [MASK], brain or Pasanda
",healthy,healthy,productive,robust,expensive,fertile
"Which is more nutritious, and thus more [MASK], brain or Pasankalla
",healthy,healthy,productive,fertile,robust,expensive
"Which is more nutritious, and thus more [MASK], brain or Pashmak
",healthy,healthy,productive,intelligent,robust,refined
"Which is more nutritious, and thus more [MASK], brain or Pashofa
",healthy,healthy,productive,robust,expensive,sensitive
"Which is more nutritious, and thus more [MASK], brain or Pashti
",healthy,healthy,productive,fertile,robust,intelligent
"Which is more nutritious, and thus more [MASK], brain or paskha
",healthy,healthy,productive,robust,fertile,intelligent
"Which is more nutritious, and thus more [MASK], brain or paste
",healthy,healthy,robust,expensive,protein,sensitive
"Which is more nutritious, and thus more [MASK], brain or pastila
",healthy,healthy,productive,sensitive,robust,expensive
"Which is more nutritious, and thus more [MASK], brain or pastizz
",healthy,healthy,productive,refined,flexible,robust
"Which is more nutritious, and thus more [MASK], brain or Pasulj
",healthy,healthy,productive,robust,sensitive,expensive
"Which is more nutritious, and thus more [MASK], brain or Pathar-ka-Gosht
",healthy,healthy,fertile,productive,refined,robust
"Which is more nutritious, and thus more [MASK], brain or Pathia
",healthy,healthy,sensitive,robust,expensive,severe
"Which is more nutritious, and thus more [MASK], brain or Pathiri
",healthy,healthy,robust,productive,sensitive,flexible
"Which is more nutritious, and thus more [MASK], brain or Patisapta
",healthy,healthy,productive,robust,sensitive,fertile
"Which is more nutritious, and thus more [MASK], brain or patjuk
",healthy,healthy,productive,robust,fertile,refined
"Which is more nutritious, and thus more [MASK], brain or Patra
",healthy,healthy,robust,productive,expensive,sensitive
"Which is more nutritious, and thus more [MASK], brain or pattie
",healthy,healthy,robust,productive,expensive,flexible
"Which is more nutritious, and thus more [MASK], brain or pearà
",healthy,healthy,productive,bitter,expensive,fertile
"Which is more nutritious, and thus more [MASK], brain or Peeps
",healthy,healthy,sensitive,robust,intelligent,expensive
"Which is more nutritious, and thus more [MASK], brain or Peixe
",healthy,healthy,productive,robust,expensive,sensitive
"Which is more nutritious, and thus more [MASK], brain or Penia
",healthy,healthy,robust,sensitive,expensive,productive
"Which is more nutritious, and thus more [MASK], brain or Penuche
",healthy,healthy,productive,robust,sensitive,flexible
