,Masked Sentence,Prediction
721,"Which is wider, and thus has more [MASK], Cadeira furada masculina or Caps for furniture, Yale University Art Gallery, inv. 1938.5999.3914
","decoration, dimensions, detail, ornaments, furniture"
722,"Which is wider, and thus has more [MASK], Cadeira furada masculina or Cassone from the Colonna family
","species, variety, flowers, relatives, varieties"
723,"Which is wider, and thus has more [MASK], Cadeira furada masculina or Cassone with Mannerist Design Elements
","depth, flexibility, flowers, variety, petals"
724,"Which is wider, and thus has more [MASK], Cadeira furada masculina or Chair or Bed Leg with the God Bes
","depth, branches, flowers, variation, curves"
725,"Which is wider, and thus has more [MASK], Cadeira furada masculina or Chest of Drawers
","flowers, fruit, foliage, depth, variety"
726,"Which is wider, and thus has more [MASK], Cadeira furada masculina or Classic Chinese furniture
","ornate, decoration, furniture, elegant, decorative"
727,"Which is wider, and thus has more [MASK], Cadeira furada masculina or Commode à vantaux
","flowers, depth, branches, foliage, curves"
728,"Which is wider, and thus has more [MASK], Cadeira furada masculina or Confidant from the Batlló House
","autonomy, depth, pupils, branches, influence"
729,"Which is wider, and thus has more [MASK], Cadeira furada masculina or Console Table Depicting Chronos, or Father Time
","depth, flexibility, dimensions, curves, layers"
730,"Which is wider, and thus has more [MASK], Cadeira furada masculina or Console Table Top
","depth, branches, flowers, vegetation, foliage"
731,"Which is wider, and thus has more [MASK], Cadeira furada masculina or Daffodil Table Lamp
","flowers, fruit, foliage, seeds, branches"
732,"Which is wider, and thus has more [MASK], Cadeira furada masculina or Desk and Bookcase
","curves, branches, depth, flowers, layers"
733,"Which is wider, and thus has more [MASK], Cadeira furada masculina or Door and Frame
","branches, curves, depth, flowers, beaches"
734,"Which is wider, and thus has more [MASK], Cadeira furada masculina or Door to Gothic Marriage Chest
","flowers, depth, branches, foliage, fruit"
735,"Which is wider, and thus has more [MASK], Cadeira furada masculina or Doorway from the Isaac Gillet House, Painesville, Ohio
","access, accessible, depth, entrances, branches"
736,"Which is wider, and thus has more [MASK], Cadeira furada masculina or Eames Storage Unit
","depth, flowers, branches, vegetation, foliage"
737,"Which is wider, and thus has more [MASK], Cadeira furada masculina or entrance desk S.M.A.K. Gent
","seats, classrooms, rooms, entrances, offices"
738,"Which is wider, and thus has more [MASK], Cadeira furada masculina or Fire Screen and Textile Panels
","depth, flowers, branches, foliage, layers"
739,"Which is wider, and thus has more [MASK], Cadeira furada masculina or Furniture, AO 28428, Department of Near Eastern Antiquities of the Louvre
","monuments, inscriptions, dimensions, significance, details"
740,"Which is wider, and thus has more [MASK], Cadeira furada masculina or Gothic Marriage Chest
","flowers, depth, branches, foliage, fruit"
741,"Which is wider, and thus has more [MASK], Cadeira furada masculina or Gothic Marriage Chest
","flowers, depth, branches, foliage, fruit"
742,"Which is wider, and thus has more [MASK], Cadeira furada masculina or High chest of drawers
","drawers, spacious, depth, slender, narrow"
743,"Which is wider, and thus has more [MASK], Cadeira furada masculina or Leito de casal
","beaches, inhabitants, branches, vegetation, depth"
744,"Which is wider, and thus has more [MASK], Cadeira furada masculina or Liège-Aachen Baroque furniture
","ornate, elaborate, elegant, decorative, expensive"
745,"Which is wider, and thus has more [MASK], Cadeira furada masculina or Louis XVI Style Candle Bracket
","depth, flowers, fruit, variation, foliage"
746,"Which is wider, and thus has more [MASK], Cadeira furada masculina or Madame Guimard's furniture
","decoration, furniture, ornate, elegant, spacious"
747,"Which is wider, and thus has more [MASK], Cadeira furada masculina or Marital stool with male and female caryatids
","slender, common, flexible, anterior, rounded"
748,"Which is wider, and thus has more [MASK], Cadeira furada masculina or Mesa de Cavalete
","beaches, inhabitants, vegetation, branches, depth"
749,"Which is wider, and thus has more [MASK], Cadeira furada masculina or Mesa de Centro
","beaches, vegetation, inhabitants, branches, depth"
750,"Which is wider, and thus has more [MASK], Cadeira furada masculina or Mesa de Jogo
","beaches, inhabitants, vegetation, branches, tributaries"
751,"Which is wider, and thus has more [MASK], Cadeira furada masculina or Meuble mural décoré d'ombellifères
","beaches, depth, flowers, foliage, branches"
752,"Which is wider, and thus has more [MASK], Cadeira furada masculina or Miniature chair from Skyros
","seats, seating, chairs, spacious, luxurious"
753,"Which is wider, and thus has more [MASK], Cadeira furada masculina or Mirror with Ornamented Frame
","decoration, elaborate, ornate, slender, rounded"
754,"Which is wider, and thus has more [MASK], Cadeira furada masculina or Mobilio sala tavola matematica
","branches, flowers, depth, species, foliage"
755,"Which is wider, and thus has more [MASK], Cadeira furada masculina or Oak chest with biblical subjects
","elaborate, decoration, ornate, depth, decorative"
756,"Which is wider, and thus has more [MASK], Cadeira furada masculina or Oratório de pousar
","beaches, inhabitants, branches, subdivisions, streets"
757,"Which is wider, and thus has more [MASK], Cadeira furada masculina or Oratório de pousar com grupo escultórico religioso
","branches, beaches, autonomy, inhabitants, subdivisions"
758,"Which is wider, and thus has more [MASK], Cadeira furada masculina or Pair of Andirons
","branches, depth, tributaries, vegetation, species"
759,"Which is wider, and thus has more [MASK], Cadeira furada masculina or Pair of Armchairs
","seats, depth, curves, branches, flexibility"
760,"Which is wider, and thus has more [MASK], Cadeira furada masculina or Pair of Bookcases
","depth, layers, branches, curves, flexibility"
761,"Which is wider, and thus has more [MASK], Cadeira furada masculina or Pair of Candle Stands
","branches, depth, flowers, foliage, petals"
762,"Which is wider, and thus has more [MASK], Cadeira furada masculina or Pair of Corner Cabinets
","depth, branches, flowers, layers, vegetation"
763,"Which is wider, and thus has more [MASK], Cadeira furada masculina or Pair of Doors
","depth, branches, layers, flowers, curves"
764,"Which is wider, and thus has more [MASK], Cadeira furada masculina or Pair of Louis XVI Style Candle Brackets
","flowers, branches, depth, fruit, foliage"
765,"Which is wider, and thus has more [MASK], Cadeira furada masculina or Pair of Panels from a Choir Stall
","depth, branches, flowers, layers, foliage"
766,"Which is wider, and thus has more [MASK], Cadeira furada masculina or Pair of Stools
","branches, depth, fruit, flowers, foliage"
767,"Which is wider, and thus has more [MASK], Cadeira furada masculina or Panel from a Choir Stall
","flowers, depth, foliage, petals, branches"
768,"Which is wider, and thus has more [MASK], Cadeira furada masculina or Pansy Border Table Lamp
","branches, depth, flowers, species, vegetation"
769,"Which is wider, and thus has more [MASK], Cadeira furada masculina or Peony Floor Lamp with a Bamboo Base
","branches, varieties, foliage, variety, depth"
770,"Which is wider, and thus has more [MASK], Cadeira furada masculina or Provençal bread trough
","flour, bread, filling, fruit, variety"
771,"Which is wider, and thus has more [MASK], Cadeira furada masculina or Scenes of Fables
","depth, variety, flowers, branches, elaborate"
772,"Which is wider, and thus has more [MASK], Cadeira furada masculina or Set of chests of the Paulista Museum
","decoration, elaborate, ornate, decorations, depth"
773,"Which is wider, and thus has more [MASK], Cadeira furada masculina or Side Table with Everted Ends
","flowers, foliage, petals, branches, slender"
774,"Which is wider, and thus has more [MASK], Cadeira furada masculina or Sideboard and Cellarette
","seats, seating, options, depth, beaches"
775,"Which is wider, and thus has more [MASK], Cadeira furada masculina or Small desk with folding top
","seats, spacious, comfortable, furniture, seating"
776,"Which is wider, and thus has more [MASK], Cadeira furada masculina or Table of Don Rodrigo Calderón
","depth, branches, vegetation, flowers, beaches"
777,"Which is wider, and thus has more [MASK], Cadeira furada masculina or Throne with tapestry seat
","decoration, elaborate, ornate, spacious, seats"
778,"Which is wider, and thus has more [MASK], Cadeira furada masculina or Transitional Side Chair
","depth, branches, curves, flexibility, variation"
779,"Which is wider, and thus has more [MASK], Cadeira furada masculina or Upper Paneling from a Sacristy Armoire
","depth, flowers, slender, foliage, petals"
780,"Which is wider, and thus has more [MASK], Cadeira furada masculina or Wheelchair accessible seats
","comfortable, seats, spacious, accessible, seating"
781,"Which is wider, and thus has more [MASK], Candle Bracket Pair or Arca Mala de Viagem
","branches, depth, flexibility, tributaries, inhabitants"
782,"Which is wider, and thus has more [MASK], Candle Bracket Pair or Arredo camera da letto
","flexibility, depth, detail, dimensions, difficulty"
783,"Which is wider, and thus has more [MASK], Candle Bracket Pair or Augsburg Art Cabinet
","flexibility, depth, efficient, difficulty, pronounced"
784,"Which is wider, and thus has more [MASK], Candle Bracket Pair or Baú de viagem
","branches, tributaries, flexibility, depth, inhabitants"
785,"Which is wider, and thus has more [MASK], Candle Bracket Pair or Bahut-étagère la berce des près
","branches, curves, inhabitants, tributaries, difficulty"
786,"Which is wider, and thus has more [MASK], Candle Bracket Pair or bonsai display table
","flexibility, convenient, efficient, elaborate, seating"
787,"Which is wider, and thus has more [MASK], Candle Bracket Pair or Box with Military Scenes from Antiquity
","flexibility, detail, elaborate, depth, common"
788,"Which is wider, and thus has more [MASK], Candle Bracket Pair or Cabide de Pé
","flexibility, curves, variety, twists, variation"
789,"Which is wider, and thus has more [MASK], Candle Bracket Pair or Cabinet on stand
","flexibility, convenient, seating, seats, than"
790,"Which is wider, and thus has more [MASK], Candle Bracket Pair or Cadeira furada feminina
","branches, depth, fruit, variation, flexibility"
791,"Which is wider, and thus has more [MASK], Candle Bracket Pair or Cadeira furada masculina
","depth, branches, flexibility, variation, variety"
792,"Which is wider, and thus has more [MASK], Candle Bracket Pair or Caps for furniture, Yale University Art Gallery, inv. 1938.5999.3914
","detail, elaborate, decoration, dimensions, decorative"
793,"Which is wider, and thus has more [MASK], Candle Bracket Pair or Cassone from the Colonna family
","variety, common, varieties, relatives, species"
794,"Which is wider, and thus has more [MASK], Candle Bracket Pair or Cassone with Mannerist Design Elements
","flexibility, pronounced, flexible, efficient, common"
795,"Which is wider, and thus has more [MASK], Candle Bracket Pair or Chair or Bed Leg with the God Bes
","flexibility, holes, common, than, difficulty"
796,"Which is wider, and thus has more [MASK], Candle Bracket Pair or Chest of Drawers
","pronounced, common, difficulty, narrow, depth"
797,"Which is wider, and thus has more [MASK], Candle Bracket Pair or Classic Chinese furniture
","expensive, elaborate, ornate, flexible, efficient"
798,"Which is wider, and thus has more [MASK], Candle Bracket Pair or Commode à vantaux
","flexibility, curves, dimensions, diameter, depth"
799,"Which is wider, and thus has more [MASK], Candle Bracket Pair or Confidant from the Batlló House
","flexibility, depth, difficulty, possibilities, frequent"
800,"Which is wider, and thus has more [MASK], Candle Bracket Pair or Console Table Depicting Chronos, or Father Time
","flexibility, dimensions, symmetry, depth, detail"
801,"Which is wider, and thus has more [MASK], Candle Bracket Pair or Console Table Top
","flexibility, depth, diameter, twists, narrow"
802,"Which is wider, and thus has more [MASK], Candle Bracket Pair or Daffodil Table Lamp
","flexibility, branches, depth, variety, holes"
803,"Which is wider, and thus has more [MASK], Candle Bracket Pair or Desk and Bookcase
","flexibility, detail, holes, curves, edges"
804,"Which is wider, and thus has more [MASK], Candle Bracket Pair or Door and Frame
","twists, curves, branches, bends, holes"
805,"Which is wider, and thus has more [MASK], Candle Bracket Pair or Door to Gothic Marriage Chest
","flexibility, pronounced, depth, difficulty, holes"
806,"Which is wider, and thus has more [MASK], Candle Bracket Pair or Doorway from the Isaac Gillet House, Painesville, Ohio
","access, accessible, views, convenient, branches"
807,"Which is wider, and thus has more [MASK], Candle Bracket Pair or Eames Storage Unit
","flexibility, depth, efficient, convenient, storage"
808,"Which is wider, and thus has more [MASK], Candle Bracket Pair or entrance desk S.M.A.K. Gent
","spacious, seats, rooms, room, seating"
809,"Which is wider, and thus has more [MASK], Candle Bracket Pair or Fire Screen and Textile Panels
","flexible, efficient, flexibility, robust, convenient"
810,"Which is wider, and thus has more [MASK], Candle Bracket Pair or Furniture, AO 28428, Department of Near Eastern Antiquities of the Louvre
","detail, details, dimensions, significance, monuments"
811,"Which is wider, and thus has more [MASK], Candle Bracket Pair or Gothic Marriage Chest
","pronounced, flexibility, depth, difficulty, holes"
812,"Which is wider, and thus has more [MASK], Candle Bracket Pair or Gothic Marriage Chest
","pronounced, flexibility, depth, difficulty, holes"
813,"Which is wider, and thus has more [MASK], Candle Bracket Pair or High chest of drawers
","spacious, narrow, drawers, elaborate, ornate"
814,"Which is wider, and thus has more [MASK], Candle Bracket Pair or Leito de casal
","variety, depth, holes, branches, flexibility"
815,"Which is wider, and thus has more [MASK], Candle Bracket Pair or Liège-Aachen Baroque furniture
","elaborate, ornate, expensive, decorative, elegant"
816,"Which is wider, and thus has more [MASK], Candle Bracket Pair or Louis XVI Style Candle Bracket
","flexibility, variation, twists, depth, diameter"
817,"Which is wider, and thus has more [MASK], Candle Bracket Pair or Madame Guimard's furniture
","ornate, elaborate, detail, furniture, decoration"
818,"Which is wider, and thus has more [MASK], Candle Bracket Pair or Marital stool with male and female caryatids
","flexible, common, robust, slender, dense"
819,"Which is wider, and thus has more [MASK], Candle Bracket Pair or Mesa de Cavalete
","inhabitants, difficulty, slopes, branches, options"
820,"Which is wider, and thus has more [MASK], Candle Bracket Pair or Mesa de Centro
","flexibility, depth, diameter, curves, difficulty"
821,"Which is wider, and thus has more [MASK], Candle Bracket Pair or Mesa de Jogo
","flexibility, depth, branches, holes, difficulty"
822,"Which is wider, and thus has more [MASK], Candle Bracket Pair or Meuble mural décoré d'ombellifères
","curves, variety, flexibility, variation, branches"
823,"Which is wider, and thus has more [MASK], Candle Bracket Pair or Miniature chair from Skyros
","seats, comfortable, seating, accessible, flexible"
824,"Which is wider, and thus has more [MASK], Candle Bracket Pair or Mirror with Ornamented Frame
","pronounced, rounded, elaborate, slender, ornate"
825,"Which is wider, and thus has more [MASK], Candle Bracket Pair or Mobilio sala tavola matematica
","branches, flexibility, variation, depth, holes"
826,"Which is wider, and thus has more [MASK], Candle Bracket Pair or Oak chest with biblical subjects
","elaborate, ornate, detail, decoration, detailed"
827,"Which is wider, and thus has more [MASK], Candle Bracket Pair or Oratório de pousar
","branches, inhabitants, variety, tributaries, flexibility"
828,"Which is wider, and thus has more [MASK], Candle Bracket Pair or Oratório de pousar com grupo escultórico religioso
","branches, clubs, options, shops, competitors"
829,"Which is wider, and thus has more [MASK], Candle Bracket Pair or Pair of Andirons
","branches, tributaries, than, depth, common"
830,"Which is wider, and thus has more [MASK], Candle Bracket Pair or Pair of Armchairs
","flexibility, seats, seating, common, than"
831,"Which is wider, and thus has more [MASK], Candle Bracket Pair or Pair of Bookcases
","flexibility, pronounced, narrow, than, common"
832,"Which is wider, and thus has more [MASK], Candle Bracket Pair or Pair of Candle Stands
","branches, than, common, pronounced, narrow"
833,"Which is wider, and thus has more [MASK], Candle Bracket Pair or Pair of Corner Cabinets
","flexibility, than, depth, common, branches"
834,"Which is wider, and thus has more [MASK], Candle Bracket Pair or Pair of Doors
","branches, than, depth, narrow, holes"
835,"Which is wider, and thus has more [MASK], Candle Bracket Pair or Pair of Louis XVI Style Candle Brackets
","variation, flexibility, common, diameter, variety"
836,"Which is wider, and thus has more [MASK], Candle Bracket Pair or Pair of Panels from a Choir Stall
","than, holes, common, narrow, pronounced"
837,"Which is wider, and thus has more [MASK], Candle Bracket Pair or Pair of Stools
","than, branches, pronounced, edges, narrow"
838,"Which is wider, and thus has more [MASK], Candle Bracket Pair or Panel from a Choir Stall
","holes, than, flexibility, depth, pronounced"
839,"Which is wider, and thus has more [MASK], Candle Bracket Pair or Pansy Border Table Lamp
","flexibility, depth, efficient, branches, holes"
840,"Which is wider, and thus has more [MASK], Candle Bracket Pair or Peony Floor Lamp with a Bamboo Base
","flexibility, holes, twists, than, pronounced"
841,"Which is wider, and thus has more [MASK], Candle Bracket Pair or Provençal bread trough
","flexibility, pronounced, flour, common, variety"
842,"Which is wider, and thus has more [MASK], Candle Bracket Pair or Scenes of Fables
","elaborate, variety, detail, common, than"
843,"Which is wider, and thus has more [MASK], Candle Bracket Pair or Set of chests of the Paulista Museum
","elaborate, ornate, than, decorative, slender"
844,"Which is wider, and thus has more [MASK], Candle Bracket Pair or Side Table with Everted Ends
","flexibility, narrow, pronounced, common, efficient"
845,"Which is wider, and thus has more [MASK], Candle Bracket Pair or Sideboard and Cellarette
","flexibility, options, seats, seating, decks"
846,"Which is wider, and thus has more [MASK], Candle Bracket Pair or Small desk with folding top
","comfortable, convenient, spacious, flexible, ornate"
847,"Which is wider, and thus has more [MASK], Candle Bracket Pair or Table of Don Rodrigo Calderón
","depth, than, pronounced, branches, difficulty"
848,"Which is wider, and thus has more [MASK], Candle Bracket Pair or Throne with tapestry seat
","elaborate, seats, seating, spacious, ornate"
849,"Which is wider, and thus has more [MASK], Candle Bracket Pair or Transitional Side Chair
","flexibility, efficient, flexible, complicated, depth"
850,"Which is wider, and thus has more [MASK], Candle Bracket Pair or Upper Paneling from a Sacristy Armoire
","flexibility, fitting, elaborate, pronounced, slender"
851,"Which is wider, and thus has more [MASK], Candle Bracket Pair or Wheelchair accessible seats
","comfortable, spacious, accessible, seating, seats"
852,"Which is wider, and thus has more [MASK], Caps for furniture, Yale University Art Gallery, inv. 1938.5999.3914 or Arca Mala de Viagem
","detail, dimensions, decoration, elaborate, than"
853,"Which is wider, and thus has more [MASK], Caps for furniture, Yale University Art Gallery, inv. 1938.5999.3914 or Arredo camera da letto
","detail, dimensions, decoration, details, decorative"
854,"Which is wider, and thus has more [MASK], Caps for furniture, Yale University Art Gallery, inv. 1938.5999.3914 or Augsburg Art Cabinet
","detail, dimensions, decoration, details, elaborate"
855,"Which is wider, and thus has more [MASK], Caps for furniture, Yale University Art Gallery, inv. 1938.5999.3914 or Baú de viagem
","detail, dimensions, decoration, elaborate, details"
856,"Which is wider, and thus has more [MASK], Caps for furniture, Yale University Art Gallery, inv. 1938.5999.3914 or Bahut-étagère la berce des près
","detail, dimensions, decoration, details, elaborate"
857,"Which is wider, and thus has more [MASK], Caps for furniture, Yale University Art Gallery, inv. 1938.5999.3914 or bonsai display table
","detail, ornate, elaborate, decorative, dimensions"
858,"Which is wider, and thus has more [MASK], Caps for furniture, Yale University Art Gallery, inv. 1938.5999.3914 or Box with Military Scenes from Antiquity
","detail, elaborate, dimensions, decoration, details"
859,"Which is wider, and thus has more [MASK], Caps for furniture, Yale University Art Gallery, inv. 1938.5999.3914 or Cabide de Pé
","detail, dimensions, decoration, details, elaborate"
860,"Which is wider, and thus has more [MASK], Caps for furniture, Yale University Art Gallery, inv. 1938.5999.3914 or Cabinet on stand
","detail, dimensions, decoration, decorative, than"
861,"Which is wider, and thus has more [MASK], Caps for furniture, Yale University Art Gallery, inv. 1938.5999.3914 or Cadeira furada feminina
","detail, dimensions, decoration, elaborate, decorative"
862,"Which is wider, and thus has more [MASK], Caps for furniture, Yale University Art Gallery, inv. 1938.5999.3914 or Cadeira furada masculina
","detail, dimensions, decoration, decorative, elaborate"
863,"Which is wider, and thus has more [MASK], Caps for furniture, Yale University Art Gallery, inv. 1938.5999.3914 or Candle Bracket Pair
","detail, dimensions, decoration, details, elaborate"
864,"Which is wider, and thus has more [MASK], Caps for furniture, Yale University Art Gallery, inv. 1938.5999.3914 or Cassone from the Colonna family
","detail, elaborate, decoration, dimensions, ornate"
865,"Which is wider, and thus has more [MASK], Caps for furniture, Yale University Art Gallery, inv. 1938.5999.3914 or Cassone with Mannerist Design Elements
","detail, dimensions, decoration, elaborate, details"
866,"Which is wider, and thus has more [MASK], Caps for furniture, Yale University Art Gallery, inv. 1938.5999.3914 or Chair or Bed Leg with the God Bes
","detail, dimensions, decoration, elaborate, details"
867,"Which is wider, and thus has more [MASK], Caps for furniture, Yale University Art Gallery, inv. 1938.5999.3914 or Chest of Drawers
","detail, dimensions, decoration, than, elaborate"
868,"Which is wider, and thus has more [MASK], Caps for furniture, Yale University Art Gallery, inv. 1938.5999.3914 or Classic Chinese furniture
","detail, dimensions, than, details, elaborate"
869,"Which is wider, and thus has more [MASK], Caps for furniture, Yale University Art Gallery, inv. 1938.5999.3914 or Commode à vantaux
","detail, dimensions, decoration, elaborate, decorative"
870,"Which is wider, and thus has more [MASK], Caps for furniture, Yale University Art Gallery, inv. 1938.5999.3914 or Confidant from the Batlló House
","detail, dimensions, decoration, details, elaborate"
871,"Which is wider, and thus has more [MASK], Caps for furniture, Yale University Art Gallery, inv. 1938.5999.3914 or Console Table Depicting Chronos, or Father Time
","detail, dimensions, decoration, details, elaborate"
872,"Which is wider, and thus has more [MASK], Caps for furniture, Yale University Art Gallery, inv. 1938.5999.3914 or Console Table Top
","detail, dimensions, decoration, elaborate, details"
873,"Which is wider, and thus has more [MASK], Caps for furniture, Yale University Art Gallery, inv. 1938.5999.3914 or Daffodil Table Lamp
","detail, dimensions, decoration, details, decorative"
874,"Which is wider, and thus has more [MASK], Caps for furniture, Yale University Art Gallery, inv. 1938.5999.3914 or Desk and Bookcase
","detail, dimensions, decoration, details, elaborate"
875,"Which is wider, and thus has more [MASK], Caps for furniture, Yale University Art Gallery, inv. 1938.5999.3914 or Door and Frame
","detail, dimensions, decoration, elaborate, details"
876,"Which is wider, and thus has more [MASK], Caps for furniture, Yale University Art Gallery, inv. 1938.5999.3914 or Door to Gothic Marriage Chest
","detail, dimensions, decoration, elaborate, details"
877,"Which is wider, and thus has more [MASK], Caps for furniture, Yale University Art Gallery, inv. 1938.5999.3914 or Doorway from the Isaac Gillet House, Painesville, Ohio
","detail, room, dimensions, furniture, ornate"
878,"Which is wider, and thus has more [MASK], Caps for furniture, Yale University Art Gallery, inv. 1938.5999.3914 or Eames Storage Unit
","detail, dimensions, details, than, room"
879,"Which is wider, and thus has more [MASK], Caps for furniture, Yale University Art Gallery, inv. 1938.5999.3914 or entrance desk S.M.A.K. Gent
","detail, decoration, ornate, dimensions, room"
880,"Which is wider, and thus has more [MASK], Caps for furniture, Yale University Art Gallery, inv. 1938.5999.3914 or Fire Screen and Textile Panels
","detail, dimensions, elaborate, decorative, details"
881,"Which is wider, and thus has more [MASK], Caps for furniture, Yale University Art Gallery, inv. 1938.5999.3914 or Furniture, AO 28428, Department of Near Eastern Antiquities of the Louvre
","detail, decoration, dimensions, than, details"
882,"Which is wider, and thus has more [MASK], Caps for furniture, Yale University Art Gallery, inv. 1938.5999.3914 or Gothic Marriage Chest
","detail, dimensions, decoration, elaborate, details"
883,"Which is wider, and thus has more [MASK], Caps for furniture, Yale University Art Gallery, inv. 1938.5999.3914 or Gothic Marriage Chest
","detail, dimensions, decoration, elaborate, details"
884,"Which is wider, and thus has more [MASK], Caps for furniture, Yale University Art Gallery, inv. 1938.5999.3914 or High chest of drawers
","detail, decoration, dimensions, elaborate, ornate"
885,"Which is wider, and thus has more [MASK], Caps for furniture, Yale University Art Gallery, inv. 1938.5999.3914 or Leito de casal
","dimensions, detail, decoration, than, decorative"
886,"Which is wider, and thus has more [MASK], Caps for furniture, Yale University Art Gallery, inv. 1938.5999.3914 or Liège-Aachen Baroque furniture
","detail, dimensions, decoration, than, details"
887,"Which is wider, and thus has more [MASK], Caps for furniture, Yale University Art Gallery, inv. 1938.5999.3914 or Louis XVI Style Candle Bracket
","detail, dimensions, decoration, elaborate, details"
888,"Which is wider, and thus has more [MASK], Caps for furniture, Yale University Art Gallery, inv. 1938.5999.3914 or Madame Guimard's furniture
","detail, dimensions, than, elaborate, decoration"
889,"Which is wider, and thus has more [MASK], Caps for furniture, Yale University Art Gallery, inv. 1938.5999.3914 or Marital stool with male and female caryatids
","detail, decoration, dimensions, elaborate, decorative"
890,"Which is wider, and thus has more [MASK], Caps for furniture, Yale University Art Gallery, inv. 1938.5999.3914 or Mesa de Cavalete
","detail, dimensions, decoration, than, decorative"
891,"Which is wider, and thus has more [MASK], Caps for furniture, Yale University Art Gallery, inv. 1938.5999.3914 or Mesa de Centro
","detail, dimensions, decoration, details, elaborate"
892,"Which is wider, and thus has more [MASK], Caps for furniture, Yale University Art Gallery, inv. 1938.5999.3914 or Mesa de Jogo
","detail, dimensions, decoration, details, than"
893,"Which is wider, and thus has more [MASK], Caps for furniture, Yale University Art Gallery, inv. 1938.5999.3914 or Meuble mural décoré d'ombellifères
","detail, decoration, elaborate, decorative, dimensions"
894,"Which is wider, and thus has more [MASK], Caps for furniture, Yale University Art Gallery, inv. 1938.5999.3914 or Miniature chair from Skyros
","detail, dimensions, furniture, than, decoration"
895,"Which is wider, and thus has more [MASK], Caps for furniture, Yale University Art Gallery, inv. 1938.5999.3914 or Mirror with Ornamented Frame
","detail, elaborate, ornate, decoration, decorative"
896,"Which is wider, and thus has more [MASK], Caps for furniture, Yale University Art Gallery, inv. 1938.5999.3914 or Mobilio sala tavola matematica
","detail, dimensions, decoration, elaborate, decorative"
897,"Which is wider, and thus has more [MASK], Caps for furniture, Yale University Art Gallery, inv. 1938.5999.3914 or Oak chest with biblical subjects
","detail, decoration, elaborate, dimensions, details"
898,"Which is wider, and thus has more [MASK], Caps for furniture, Yale University Art Gallery, inv. 1938.5999.3914 or Oratório de pousar
","dimensions, detail, decoration, than, elaborate"
899,"Which is wider, and thus has more [MASK], Caps for furniture, Yale University Art Gallery, inv. 1938.5999.3914 or Oratório de pousar com grupo escultórico religioso
","detail, dimensions, decoration, than, elaborate"
900,"Which is wider, and thus has more [MASK], Caps for furniture, Yale University Art Gallery, inv. 1938.5999.3914 or Pair of Andirons
","detail, dimensions, decoration, elaborate, than"
901,"Which is wider, and thus has more [MASK], Caps for furniture, Yale University Art Gallery, inv. 1938.5999.3914 or Pair of Armchairs
","detail, dimensions, decoration, elaborate, than"
902,"Which is wider, and thus has more [MASK], Caps for furniture, Yale University Art Gallery, inv. 1938.5999.3914 or Pair of Bookcases
","detail, dimensions, decoration, elaborate, than"
903,"Which is wider, and thus has more [MASK], Caps for furniture, Yale University Art Gallery, inv. 1938.5999.3914 or Pair of Candle Stands
","detail, dimensions, details, decoration, elaborate"
904,"Which is wider, and thus has more [MASK], Caps for furniture, Yale University Art Gallery, inv. 1938.5999.3914 or Pair of Corner Cabinets
","detail, dimensions, than, elaborate, decoration"
905,"Which is wider, and thus has more [MASK], Caps for furniture, Yale University Art Gallery, inv. 1938.5999.3914 or Pair of Doors
","detail, dimensions, decoration, than, elaborate"
906,"Which is wider, and thus has more [MASK], Caps for furniture, Yale University Art Gallery, inv. 1938.5999.3914 or Pair of Louis XVI Style Candle Brackets
","detail, dimensions, decoration, elaborate, details"
907,"Which is wider, and thus has more [MASK], Caps for furniture, Yale University Art Gallery, inv. 1938.5999.3914 or Pair of Panels from a Choir Stall
","detail, elaborate, than, dimensions, decoration"
908,"Which is wider, and thus has more [MASK], Caps for furniture, Yale University Art Gallery, inv. 1938.5999.3914 or Pair of Stools
","detail, dimensions, than, details, elaborate"
909,"Which is wider, and thus has more [MASK], Caps for furniture, Yale University Art Gallery, inv. 1938.5999.3914 or Panel from a Choir Stall
","detail, dimensions, elaborate, decoration, than"
910,"Which is wider, and thus has more [MASK], Caps for furniture, Yale University Art Gallery, inv. 1938.5999.3914 or Pansy Border Table Lamp
","detail, dimensions, details, decoration, elaborate"
911,"Which is wider, and thus has more [MASK], Caps for furniture, Yale University Art Gallery, inv. 1938.5999.3914 or Peony Floor Lamp with a Bamboo Base
","detail, dimensions, decoration, details, decorative"
912,"Which is wider, and thus has more [MASK], Caps for furniture, Yale University Art Gallery, inv. 1938.5999.3914 or Provençal bread trough
","detail, decoration, dimensions, decorative, elaborate"
913,"Which is wider, and thus has more [MASK], Caps for furniture, Yale University Art Gallery, inv. 1938.5999.3914 or Scenes of Fables
","detail, dimensions, decoration, elaborate, than"
914,"Which is wider, and thus has more [MASK], Caps for furniture, Yale University Art Gallery, inv. 1938.5999.3914 or Set of chests of the Paulista Museum
","detail, decoration, elaborate, ornate, than"
915,"Which is wider, and thus has more [MASK], Caps for furniture, Yale University Art Gallery, inv. 1938.5999.3914 or Side Table with Everted Ends
","detail, dimensions, decoration, elaborate, decorative"
916,"Which is wider, and thus has more [MASK], Caps for furniture, Yale University Art Gallery, inv. 1938.5999.3914 or Sideboard and Cellarette
","detail, decoration, dimensions, decorative, furniture"
917,"Which is wider, and thus has more [MASK], Caps for furniture, Yale University Art Gallery, inv. 1938.5999.3914 or Small desk with folding top
","detail, dimensions, decorative, furniture, ornate"
