Masked Sentence,Actual,1_Prediction,2_Prediction,3_Prediction,4_Prediction,5_Prediction
"Which is wider, and thus has more [MASK], bed or Settee
",width,room,beds,seating,space,rooms
"Which is wider, and thus has more [MASK], bed or shelf
",width,room,space,beds,storage,rooms
"Which is wider, and thus has more [MASK], bed or Sideboard
",width,room,seating,beds,seats,space
"Which is wider, and thus has more [MASK], bed or Sofa
",width,room,beds,space,rooms,depth
"Which is wider, and thus has more [MASK], bed or spalliera
",width,beds,room,rooms,depth,space
"Which is wider, and thus has more [MASK], bed or stand
",width,room,space,seating,beds,rooms
"Which is wider, and thus has more [MASK], bed or Stool
",width,beds,room,space,depth,storage
"Which is wider, and thus has more [MASK], bed or Tủ
",width,room,beds,space,seating,storage
"Which is wider, and thus has more [MASK], bed or Tête-à-tête
",width,beds,room,depth,rooms,narrow
"Which is wider, and thus has more [MASK], bed or table
",width,room,beds,rooms,space,seating
"Which is wider, and thus has more [MASK], bed or Tapchan
",width,beds,room,space,rooms,seating
"Which is wider, and thus has more [MASK], bed or Trapeza
",width,room,beds,rooms,space,seating
"Which is wider, and thus has more [MASK], bed or tripod
",width,room,space,seating,beds,seats
"Which is wider, and thus has more [MASK], bed or Vitrina
",width,room,beds,space,rooms,depth
"Which is wider, and thus has more [MASK], bed or vitrine
",width,tissue,fluid,room,fat,storage
"Which is wider, and thus has more [MASK], bed or Voyeuse
",width,room,beds,space,rooms,depth
"Which is wider, and thus has more [MASK], bed or Wardrobe
",width,beds,room,rooms,space,seating
"Which is wider, and thus has more [MASK], bed or washstand
",width,beds,room,rooms,bathroom,bedrooms
"Which is wider, and thus has more [MASK], bier or Étagère
",width,pronounced,rounded,edges,narrow,curves
"Which is wider, and thus has more [MASK], bier or accoudoir
",width,rounded,edges,sides,width,convex
"Which is wider, and thus has more [MASK], bier or Andiron
",width,rounded,edges,narrow,sides,pronounced
"Which is wider, and thus has more [MASK], bier or Arca
",width,edges,sides,branches,rounded,width
"Which is wider, and thus has more [MASK], bier or arcaz
",width,edges,sides,rounded,width,diameter
"Which is wider, and thus has more [MASK], bier or Argolas
",width,rounded,narrow,sides,pronounced,edges
"Which is wider, and thus has more [MASK], bier or Armário
",width,narrow,rounded,squares,width,pronounced
"Which is wider, and thus has more [MASK], bier or Armchair
",width,rounded,curves,edges,sides,narrow
"Which is wider, and thus has more [MASK], bier or armrest
",width,fur,legs,hair,sleeves,arms
"Which is wider, and thus has more [MASK], bier or Athénienne
",width,pronounced,edges,depth,sides,vowels
"Which is wider, and thus has more [MASK], bier or Baú
",width,rounded,edges,pronounced,sides,narrow
"Which is wider, and thus has more [MASK], bier or bank
",width,width,branches,edges,sides,depth
"Which is wider, and thus has more [MASK], bier or bed
",width,sides,width,depth,narrow,room
"Which is wider, and thus has more [MASK], bier or binder
",width,edges,flexibility,flexible,fibers,fur
"Which is wider, and thus has more [MASK], bier or bonnetière
",width,narrow,rounded,fur,width,belt
"Which is wider, and thus has more [MASK], bier or Bookcase
",width,rounded,narrow,convex,edges,pronounced
"Which is wider, and thus has more [MASK], bier or Cômoda
",width,rounded,pronounced,narrow,edges,width
"Which is wider, and thus has more [MASK], bier or Cômoda-Lavatório
",width,narrow,squares,streets,square,branches
"Which is wider, and thus has more [MASK], bier or Cabide
",width,flexible,diameter,thick,compact,dense
"Which is wider, and thus has more [MASK], bier or Cabinet
",width,rounded,edges,sides,narrow,width
"Which is wider, and thus has more [MASK], bier or cabinet-library
",width,compact,room,library,rooms,spacious
"Which is wider, and thus has more [MASK], bier or cabinetry
",width,furniture,room,decoration,drawers,windows
"Which is wider, and thus has more [MASK], bier or Cabinet-vitrine
",width,soluble,acidic,sodium,acid,potassium
"Which is wider, and thus has more [MASK], bier or Cama
",width,edges,sides,branches,width,curves
"Which is wider, and thus has more [MASK], bier or Candelabrum
",width,rounded,diameter,horns,branches,slender
"Which is wider, and thus has more [MASK], bier or Candlestick
",width,holes,rounded,branches,edges,diameter
"Which is wider, and thus has more [MASK], bier or Candlesticks
",width,rounded,holes,square,narrow,narrower
"Which is wider, and thus has more [MASK], bier or caning
",width,edges,sides,width,fur,rounded
"Which is wider, and thus has more [MASK], bier or canterbury
",width,rounded,sides,branches,width,edges
"Which is wider, and thus has more [MASK], bier or Casket
",width,rounded,pronounced,depth,edges,narrow
"Which is wider, and thus has more [MASK], bier or Cellarette
",width,narrow,rounded,pronounced,depth,width
"Which is wider, and thus has more [MASK], bier or chair
",width,rounded,sides,edges,spaces,square
"Which is wider, and thus has more [MASK], bier or chest
",width,sides,fur,rounded,ribs,width
"Which is wider, and thus has more [MASK], bier or chesterfield
",width,sides,rounded,narrow,width,pronounced
"Which is wider, and thus has more [MASK], bier or Chest-on-Chest
",width,pronounced,narrow,rounded,dense,narrower
"Which is wider, and thus has more [MASK], bier or chifforobe
",width,pronounced,edges,rounded,fur,diameter
"Which is wider, and thus has more [MASK], bier or chigaidana
",width,rounded,edges,width,sides,branches
"Which is wider, and thus has more [MASK], bier or Clock
",width,edges,sides,rounded,width,narrow
"Which is wider, and thus has more [MASK], bier or closet
",width,edges,width,narrow,sides,rounded
"Which is wider, and thus has more [MASK], bier or closet-showcase
",width,narrow,compact,rounded,narrower,square
"Which is wider, and thus has more [MASK], bier or coffin
",width,rounded,sides,edges,narrow,width
"Which is wider, and thus has more [MASK], bier or Cofre
",width,edges,sides,dimensions,spaces,curves
"Which is wider, and thus has more [MASK], bier or Commode
",width,diameter,narrow,rounded,lobes,thick
"Which is wider, and thus has more [MASK], bier or conversadeira
",width,edges,sides,narrow,squares,curves
"Which is wider, and thus has more [MASK], bier or couch
",width,edges,rounded,sides,width,fur
"Which is wider, and thus has more [MASK], bier or counter
",width,edges,sides,rounded,width,angles
"Which is wider, and thus has more [MASK], bier or countertop
",width,rounded,square,convex,sides,edges
"Which is wider, and thus has more [MASK], bier or Cupboard
",width,rounded,narrow,vertical,width,square
"Which is wider, and thus has more [MASK], bier or desk
",width,edges,rounded,width,curves,spaces
"Which is wider, and thus has more [MASK], bier or Dossel
",width,edges,sides,rounded,pronounced,than
"Which is wider, and thus has more [MASK], bier or Dressers
",width,curves,sides,edges,bends,rounded
"Which is wider, and thus has more [MASK], bier or duchess
",width,fur,sides,than,width,edges
"Which is wider, and thus has more [MASK], bier or Enzi
",width,edges,sides,pronounced,rounded,vowels
"Which is wider, and thus has more [MASK], bier or Escrivaninha
",width,narrow,rounded,width,pronounced,curves
"Which is wider, and thus has more [MASK], bier or Estalo
",width,rounded,narrow,pronounced,edges,width
"Which is wider, and thus has more [MASK], bier or Estante
",width,edges,sides,width,dimensions,depth
"Which is wider, and thus has more [MASK], bier or Estrado
",width,rounded,width,sides,narrow,edges
"Which is wider, and thus has more [MASK], bier or Faux-palier
",width,edges,squares,curves,sides,pronounced
"Which is wider, and thus has more [MASK], bier or footstool
",width,rounded,narrow,pronounced,thick,fur
"Which is wider, and thus has more [MASK], bier or Four
",width,edges,rounded,sides,narrow,width
"Which is wider, and thus has more [MASK], bier or futon
",width,rounded,sides,edges,narrow,horns
"Which is wider, and thus has more [MASK], bier or haberdasher
",width,edges,sides,diameter,spaces,pronounced
"Which is wider, and thus has more [MASK], bier or hanger
",width,flexibility,width,edges,rope,length
"Which is wider, and thus has more [MASK], bier or Hatstand
",width,edges,rounded,sides,pronounced,curves
"Which is wider, and thus has more [MASK], bier or headrest
",width,fur,rounded,hair,width,sides
"Which is wider, and thus has more [MASK], bier or Highboy
",width,rounded,narrow,pronounced,width,sides
"Which is wider, and thus has more [MASK], bier or hutch
",width,branches,rounded,holes,narrow,wood
"Which is wider, and thus has more [MASK], bier or icebox
",width,water,ice,beer,salt,wood
"Which is wider, and thus has more [MASK], bier or Kari
",width,edges,sides,pronounced,width,rounded
"Which is wider, and thus has more [MASK], bier or kast
",width,edges,pronounced,vowels,depth,consonants
"Which is wider, and thus has more [MASK], bier or Lamp
",width,edges,rounded,sides,pronounced,narrow
"Which is wider, and thus has more [MASK], bier or lamp
",width,diameter,edges,rounded,narrow,thick
"Which is wider, and thus has more [MASK], bier or lectern
",width,space,columns,pulpit,spaces,sides
"Which is wider, and thus has more [MASK], bier or Leito
",width,edges,rounded,sides,width,curves
"Which is wider, and thus has more [MASK], bier or Loveseat
",width,narrow,rounded,pronounced,edges,narrower
"Which is wider, and thus has more [MASK], bier or Maçaneta
",width,rounded,narrow,width,depth,edges
"Which is wider, and thus has more [MASK], bier or Mantel
",width,rounded,edges,pronounced,curves,sides
"Which is wider, and thus has more [MASK], bier or medalist
",width,rounded,edges,width,narrow,sides
"Which is wider, and thus has more [MASK], bier or Mesa
",width,edges,sides,rounded,narrow,width
"Which is wider, and thus has more [MASK], bier or mirror
",width,edges,rounded,convex,sides,aperture
"Which is wider, and thus has more [MASK], bier or office
",width,room,square,space,spaces,rooms
"Which is wider, and thus has more [MASK], bier or Oonjal
",width,pronounced,rounded,width,sides,edges
"Which is wider, and thus has more [MASK], bier or Pedestal
",width,rounded,convex,narrow,slender,sides
"Which is wider, and thus has more [MASK], bier or Pinos
",width,edges,rounded,sides,pronounced,narrow
"Which is wider, and thus has more [MASK], bier or playpen
",width,flexibility,edges,depth,square,fur
"Which is wider, and thus has more [MASK], bier or Prendedores
",width,rounded,narrow,pronounced,convex,dense
"Which is wider, and thus has more [MASK], bier or psyche
",width,depth,flexibility,fluid,personality,difficulty
"Which is wider, and thus has more [MASK], bier or radiogram
",width,wavelength,diameter,contrast,nasal,depth
"Which is wider, and thus has more [MASK], bier or Rahle
",width,edges,pronounced,depth,sides,holes
"Which is wider, and thus has more [MASK], bier or Screen
",width,edges,rounded,sides,narrow,width
"Which is wider, and thus has more [MASK], bier or Screen
",width,edges,rounded,sides,narrow,width
"Which is wider, and thus has more [MASK], bier or seat
",width,width,space,height,room,sides
"Which is wider, and thus has more [MASK], bier or Seating
",width,rounded,edges,pronounced,narrow,flexibility
"Which is wider, and thus has more [MASK], bier or Secretary
",width,edges,sides,rounded,narrow,width
"Which is wider, and thus has more [MASK], bier or Secretary-bookcase
",width,rounded,compact,narrow,square,flat
"Which is wider, and thus has more [MASK], bier or Settee
",width,edges,width,rounded,curves,sides
"Which is wider, and thus has more [MASK], bier or shelf
",width,rounded,narrow,width,convex,sides
"Which is wider, and thus has more [MASK], bier or Sideboard
",width,rounded,narrow,width,vertical,sides
"Which is wider, and thus has more [MASK], bier or Sofa
",width,pronounced,rounded,edges,sides,width
"Which is wider, and thus has more [MASK], bier or spalliera
",width,rounded,narrow,sides,branches,curves
"Which is wider, and thus has more [MASK], bier or stand
",width,edges,sides,width,height,rounded
"Which is wider, and thus has more [MASK], bier or Stool
",width,edges,rounded,sides,than,pronounced
"Which is wider, and thus has more [MASK], bier or Tủ
",width,rounded,edges,pronounced,narrow,sides
"Which is wider, and thus has more [MASK], bier or Tête-à-tête
",width,narrow,pronounced,rounded,slender,than
"Which is wider, and thus has more [MASK], bier or table
",width,edges,sides,width,rounded,spaces
"Which is wider, and thus has more [MASK], bier or Tapchan
",width,edges,pronounced,rounded,narrow,width
"Which is wider, and thus has more [MASK], bier or Trapeza
",width,rounded,edges,width,curves,narrow
"Which is wider, and thus has more [MASK], bier or tripod
",width,diameter,edges,sides,rounded,radius
"Which is wider, and thus has more [MASK], bier or Vitrina
",width,width,depth,edges,lobes,sides
"Which is wider, and thus has more [MASK], bier or vitrine
",width,soluble,alcohol,sodium,zinc,potassium
"Which is wider, and thus has more [MASK], bier or Voyeuse
",width,edges,sides,narrow,pronounced,diameter
"Which is wider, and thus has more [MASK], bier or Wardrobe
",width,rounded,edges,narrow,convex,sides
"Which is wider, and thus has more [MASK], bier or washstand
",width,drainage,water,room,wash,depth
"Which is wider, and thus has more [MASK], binder or Étagère
",width,flexibility,flexible,binding,fluid,transparency
"Which is wider, and thus has more [MASK], binder or accoudoir
",width,flexibility,binding,flexible,substrate,membrane
"Which is wider, and thus has more [MASK], binder or Andiron
",width,flexibility,flexible,binding,fluid,substrate
"Which is wider, and thus has more [MASK], binder or Arca
",width,flexibility,flexible,binding,layers,fibers
"Which is wider, and thus has more [MASK], binder or arcaz
",width,flexibility,edges,binding,flexible,thread
"Which is wider, and thus has more [MASK], binder or Argolas
",width,flexibility,flexible,binding,protein,fluid
"Which is wider, and thus has more [MASK], binder or Armário
",width,flexibility,flexible,binding,fluid,storage
"Which is wider, and thus has more [MASK], binder or Armchair
",width,flexibility,flexible,grip,handles,binding
"Which is wider, and thus has more [MASK], binder or armrest
",width,grip,flexibility,thread,handles,hooks
"Which is wider, and thus has more [MASK], binder or Athénienne
",width,flexibility,flexible,binding,edges,fluid
"Which is wider, and thus has more [MASK], binder or Baú
",width,flexibility,flexible,binding,fluid,substrate
"Which is wider, and thus has more [MASK], binder or bank
",width,paper,flexibility,handles,tape,ink
"Which is wider, and thus has more [MASK], binder or bed
",width,flexibility,thread,binding,storage,space
"Which is wider, and thus has more [MASK], binder or bier
",width,flexibility,edges,flexible,fibers,fluid
"Which is wider, and thus has more [MASK], binder or bonnetière
",width,thread,rope,flexibility,fabric,ribbon
"Which is wider, and thus has more [MASK], binder or Bookcase
",width,flexibility,flexible,binding,paper,ink
"Which is wider, and thus has more [MASK], binder or Cômoda
",width,flexibility,flexible,binding,protein,substrate
"Which is wider, and thus has more [MASK], binder or Cômoda-Lavatório
",width,flexibility,flexible,binding,substrate,protein
"Which is wider, and thus has more [MASK], binder or Cabide
",width,flexibility,flexible,substrate,protein,binding
"Which is wider, and thus has more [MASK], binder or Cabinet
",width,flexibility,flexible,binding,substrate,fluid
"Which is wider, and thus has more [MASK], binder or cabinet-library
",width,paper,storage,drawers,binding,shelves
"Which is wider, and thus has more [MASK], binder or cabinetry
",width,furniture,drawers,handles,paper,shelves
"Which is wider, and thus has more [MASK], binder or Cabinet-vitrine
",width,substrate,protein,soluble,flexible,flexibility
"Which is wider, and thus has more [MASK], binder or Cama
",width,flexibility,flexible,layers,binding,fibers
"Which is wider, and thus has more [MASK], binder or Candelabrum
",width,flexibility,flexible,fluid,gum,holes
"Which is wider, and thus has more [MASK], binder or Candlestick
",width,flexibility,handles,holes,binding,thread
"Which is wider, and thus has more [MASK], binder or Candlesticks
",width,handles,binding,hooks,beads,tape
"Which is wider, and thus has more [MASK], binder or caning
",width,flexibility,binding,flexible,fluid,grip
"Which is wider, and thus has more [MASK], binder or canterbury
",width,flexibility,handles,binding,gum,thread
"Which is wider, and thus has more [MASK], binder or Casket
",width,flexibility,flexible,binding,storage,handles
"Which is wider, and thus has more [MASK], binder or Cellarette
",width,flexibility,flexible,fluid,substrate,protein
"Which is wider, and thus has more [MASK], binder or chair
",width,binding,handles,grip,flexibility,handle
"Which is wider, and thus has more [MASK], binder or chest
",width,grip,flexibility,gum,space,handles
"Which is wider, and thus has more [MASK], binder or chesterfield
",width,handles,flexibility,sleeves,holes,rope
"Which is wider, and thus has more [MASK], binder or Chest-on-Chest
",width,flexibility,flexible,binding,protein,substrate
"Which is wider, and thus has more [MASK], binder or chifforobe
",width,flexibility,gum,flexible,fluid,fibre
"Which is wider, and thus has more [MASK], binder or chigaidana
",width,flexibility,protein,substrate,flexible,binding
"Which is wider, and thus has more [MASK], binder or Clock
",width,flexibility,binding,flexible,substrate,storage
"Which is wider, and thus has more [MASK], binder or closet
",width,flexibility,binding,storage,space,thread
"Which is wider, and thus has more [MASK], binder or closet-showcase
",width,binding,paper,storage,flexible,fabric
"Which is wider, and thus has more [MASK], binder or coffin
",width,flexibility,flexible,binding,thread,tape
"Which is wider, and thus has more [MASK], binder or Cofre
",width,flexibility,flexible,binding,layers,substrate
"Which is wider, and thus has more [MASK], binder or Commode
",width,flexibility,flexible,substrate,membrane,protein
"Which is wider, and thus has more [MASK], binder or conversadeira
",width,flexibility,binding,flexible,storage,layers
"Which is wider, and thus has more [MASK], binder or couch
",width,flexibility,binding,flexible,handles,paper
"Which is wider, and thus has more [MASK], binder or counter
",width,flexibility,flexible,binding,grip,tape
"Which is wider, and thus has more [MASK], binder or countertop
",width,flexibility,tape,grip,flexible,handles
"Which is wider, and thus has more [MASK], binder or Cupboard
",width,tape,paper,flexibility,grip,handles
"Which is wider, and thus has more [MASK], binder or desk
",width,handles,paper,drawers,pages,handle
"Which is wider, and thus has more [MASK], binder or Dossel
",width,flexibility,flexible,binding,edges,handles
"Which is wider, and thus has more [MASK], binder or Dressers
",width,handles,flexibility,hooks,holes,edges
"Which is wider, and thus has more [MASK], binder or duchess
",width,handles,ribbon,binding,fur,thread
"Which is wider, and thus has more [MASK], binder or Enzi
",width,flexibility,flexible,binding,substrate,layers
"Which is wider, and thus has more [MASK], binder or Escrivaninha
",width,flexibility,flexible,binding,substrate,protein
"Which is wider, and thus has more [MASK], binder or Estalo
",width,flexibility,flexible,binding,fibers,elastic
"Which is wider, and thus has more [MASK], binder or Estante
",width,flexibility,flexible,binding,substrate,fibers
"Which is wider, and thus has more [MASK], binder or Estrado
",width,flexibility,flexible,binding,substrate,storage
"Which is wider, and thus has more [MASK], binder or Faux-palier
",width,flexibility,flexible,edges,fibers,than
"Which is wider, and thus has more [MASK], binder or footstool
",width,flexibility,gum,moisture,binding,fluid
"Which is wider, and thus has more [MASK], binder or Four
",width,flexibility,flexible,binding,substrate,fluid
"Which is wider, and thus has more [MASK], binder or futon
",width,flexibility,flexible,space,tape,binding
"Which is wider, and thus has more [MASK], binder or haberdasher
",width,flexibility,substrate,binding,flexible,edges
"Which is wider, and thus has more [MASK], binder or hanger
",width,flexibility,rope,grip,handles,binding
"Which is wider, and thus has more [MASK], binder or Hatstand
",width,flexibility,binding,flexible,handles,tape
"Which is wider, and thus has more [MASK], binder or headrest
",width,grip,fur,hair,thread,leather
"Which is wider, and thus has more [MASK], binder or Highboy
",width,flexibility,binding,flexible,grip,handles
"Which is wider, and thus has more [MASK], binder or hutch
",width,holes,flexibility,thread,rope,space
"Which is wider, and thus has more [MASK], binder or icebox
",width,gum,foam,flexibility,liquid,moisture
"Which is wider, and thus has more [MASK], binder or Kari
",width,flexibility,flexible,binding,layers,protein
"Which is wider, and thus has more [MASK], binder or kast
",width,flexibility,binding,flexible,edges,handles
"Which is wider, and thus has more [MASK], binder or Lamp
",width,flexibility,flexible,substrate,binding,protein
"Which is wider, and thus has more [MASK], binder or lamp
",width,ink,thread,flexibility,fluid,flexible
"Which is wider, and thus has more [MASK], binder or lectern
",width,space,flexibility,paper,storage,envelope
"Which is wider, and thus has more [MASK], binder or Leito
",width,flexibility,flexible,binding,substrate,fluid
"Which is wider, and thus has more [MASK], binder or Loveseat
",width,flexibility,flexible,binding,substrate,fluid
"Which is wider, and thus has more [MASK], binder or Maçaneta
",width,flexibility,flexible,binding,fluid,substrate
"Which is wider, and thus has more [MASK], binder or Mantel
",width,flexibility,handles,binding,storage,flexible
"Which is wider, and thus has more [MASK], binder or medalist
",width,flexibility,binding,flexible,substrate,tape
"Which is wider, and thus has more [MASK], binder or Mesa
",width,flexibility,flexible,binding,substrate,fluid
"Which is wider, and thus has more [MASK], binder or mirror
",width,flexibility,aperture,binding,ink,grip
"Which is wider, and thus has more [MASK], binder or office
",width,paper,binding,pages,storage,flexibility
"Which is wider, and thus has more [MASK], binder or Oonjal
",width,flexibility,flexible,binding,edges,fluid
"Which is wider, and thus has more [MASK], binder or Pedestal
",width,flexibility,flexible,binding,grip,tape
"Which is wider, and thus has more [MASK], binder or Pinos
",width,flexibility,flexible,substrate,binding,protein
"Which is wider, and thus has more [MASK], binder or playpen
",width,flexibility,binding,storage,grip,tape
"Which is wider, and thus has more [MASK], binder or Prendedores
",width,flexibility,flexible,substrate,protein,binding
"Which is wider, and thus has more [MASK], binder or psyche
",width,flexibility,fluid,tissue,energy,binding
"Which is wider, and thus has more [MASK], binder or radiogram
",width,protein,tissue,ink,sensors,filter
"Which is wider, and thus has more [MASK], binder or Rahle
",width,flexibility,substrate,flexible,binding,zinc
"Which is wider, and thus has more [MASK], binder or Screen
",width,flexibility,flexible,binding,substrate,protein
"Which is wider, and thus has more [MASK], binder or Screen
",width,flexibility,flexible,binding,substrate,protein
"Which is wider, and thus has more [MASK], binder or seat
",width,flexibility,grip,space,paper,binding
"Which is wider, and thus has more [MASK], binder or Seating
",width,flexibility,flexible,binding,fluid,transparency
"Which is wider, and thus has more [MASK], binder or Secretary
",width,flexibility,binding,flexible,substrate,thread
"Which is wider, and thus has more [MASK], binder or Secretary-bookcase
",width,paper,binding,pages,flexible,ink
"Which is wider, and thus has more [MASK], binder or Settee
",width,flexibility,binding,flexible,handles,thread
"Which is wider, and thus has more [MASK], binder or shelf
",width,flexibility,substrate,storage,flexible,binding
"Which is wider, and thus has more [MASK], binder or Sideboard
",width,tape,flexibility,paper,grip,handles
"Which is wider, and thus has more [MASK], binder or Sofa
",width,flexibility,flexible,binding,substrate,protein
"Which is wider, and thus has more [MASK], binder or spalliera
",width,flexibility,gum,thread,binding,fluid
"Which is wider, and thus has more [MASK], binder or stand
",width,flexibility,grip,flexible,binding,space
"Which is wider, and thus has more [MASK], binder or Stool
",width,flexibility,binding,flexible,layers,edges
"Which is wider, and thus has more [MASK], binder or Tủ
",width,flexibility,flexible,binding,substrate,elastic
"Which is wider, and thus has more [MASK], binder or Tête-à-tête
",width,flexibility,flexible,binding,fluid,substrate
"Which is wider, and thus has more [MASK], binder or table
",width,flexibility,storage,paper,volume,space
"Which is wider, and thus has more [MASK], binder or Tapchan
",width,flexibility,flexible,binding,substrate,layers
"Which is wider, and thus has more [MASK], binder or Trapeza
",width,flexibility,flexible,binding,fluid,substrate
"Which is wider, and thus has more [MASK], binder or tripod
",width,flexibility,flexible,thread,grip,holes
"Which is wider, and thus has more [MASK], binder or Vitrina
",width,flexibility,binding,protein,flexible,substrate
"Which is wider, and thus has more [MASK], binder or vitrine
",width,protein,substrate,flexibility,zinc,binding
"Which is wider, and thus has more [MASK], binder or Voyeuse
",width,flexibility,flexible,substrate,fluid,binding
"Which is wider, and thus has more [MASK], binder or Wardrobe
",width,flexibility,flexible,binding,substrate,fluid
"Which is wider, and thus has more [MASK], binder or washstand
",width,tape,soap,paper,ink,binding
"Which is wider, and thus has more [MASK], bonnetière or Étagère
",width,curves,skirts,pronounced,flexibility,decoration
"Which is wider, and thus has more [MASK], bonnetière or accoudoir
",width,curves,rounded,skirts,sleeves,arches
"Which is wider, and thus has more [MASK], bonnetière or Andiron
",width,curves,rounded,narrow,twists,flexibility
"Which is wider, and thus has more [MASK], bonnetière or Arca
",width,curves,arches,branches,rounded,skirts
"Which is wider, and thus has more [MASK], bonnetière or arcaz
",width,curves,arches,skirts,edges,sleeves
"Which is wider, and thus has more [MASK], bonnetière or Argolas
",width,curves,arches,bays,skirts,squares
"Which is wider, and thus has more [MASK], bonnetière or Armário
",width,curves,bays,arches,skirts,square
"Which is wider, and thus has more [MASK], bonnetière or Armchair
",width,curves,rounded,skirts,sleeves,arches
"Which is wider, and thus has more [MASK], bonnetière or armrest
",width,sleeves,belt,armour,skirt,hair
"Which is wider, and thus has more [MASK], bonnetière or Athénienne
",width,curves,skirts,edges,twists,pronounced
"Which is wider, and thus has more [MASK], bonnetière or Baú
",width,curves,rounded,skirts,narrow,arches
"Which is wider, and thus has more [MASK], bonnetière or bank
",width,curves,arches,windows,width,doors
"Which is wider, and thus has more [MASK], bonnetière or bed
",width,room,curves,width,rounded,sides
"Which is wider, and thus has more [MASK], bonnetière or bier
",width,curves,width,narrow,rounded,sides
"Which is wider, and thus has more [MASK], bonnetière or binder
",width,flexibility,rope,fabric,ribbon,thread
"Which is wider, and thus has more [MASK], bonnetière or Bookcase
",width,rounded,narrow,curves,square,width
"Which is wider, and thus has more [MASK], bonnetière or Cômoda
",width,curves,rounded,flexibility,branches,edges
"Which is wider, and thus has more [MASK], bonnetière or Cômoda-Lavatório
",width,curves,bays,narrow,streets,branches
"Which is wider, and thus has more [MASK], bonnetière or Cabide
",width,curves,flexibility,width,rounded,edges
"Which is wider, and thus has more [MASK], bonnetière or Cabinet
",width,rounded,curves,narrow,skirts,width
"Which is wider, and thus has more [MASK], bonnetière or cabinet-library
",width,furniture,room,rooms,elaborate,spacious
"Which is wider, and thus has more [MASK], bonnetière or cabinetry
",width,furniture,decoration,windows,rooms,room
"Which is wider, and thus has more [MASK], bonnetière or Cabinet-vitrine
",width,flexibility,flexible,elastic,hair,pronounced
"Which is wider, and thus has more [MASK], bonnetière or Cama
",width,curves,arches,skirts,rounded,sides
"Which is wider, and thus has more [MASK], bonnetière or Candelabrum
",width,branches,rounded,foliage,curves,decoration
"Which is wider, and thus has more [MASK], bonnetière or Candlestick
",width,curves,arches,holes,rounded,sleeves
"Which is wider, and thus has more [MASK], bonnetière or Candlesticks
",width,arches,holes,rounded,elaborate,sleeves
"Which is wider, and thus has more [MASK], bonnetière or caning
",width,curves,rounded,flexibility,width,sleeves
"Which is wider, and thus has more [MASK], bonnetière or canterbury
",width,curves,skirts,bays,arches,rounded
"Which is wider, and thus has more [MASK], bonnetière or Casket
",width,curves,skirts,flexibility,rounded,sleeves
"Which is wider, and thus has more [MASK], bonnetière or Cellarette
",width,curves,rooms,elaborate,decoration,skirts
"Which is wider, and thus has more [MASK], bonnetière or chair
",width,seats,skirts,rounded,skirt,curves
"Which is wider, and thus has more [MASK], bonnetière or chest
",width,sleeves,rounded,sides,skirt,narrow
"Which is wider, and thus has more [MASK], bonnetière or chesterfield
",width,curves,bays,skirts,sides,rounded
"Which is wider, and thus has more [MASK], bonnetière or Chest-on-Chest
",width,narrow,pronounced,rounded,curves,slender
"Which is wider, and thus has more [MASK], bonnetière or chifforobe
",width,curves,skirts,hair,foliage,twists
"Which is wider, and thus has more [MASK], bonnetière or chigaidana
",width,curves,skirts,branches,sleeves,hair
"Which is wider, and thus has more [MASK], bonnetière or Clock
",width,curves,rounded,narrow,width,arches
"Which is wider, and thus has more [MASK], bonnetière or closet
",width,rounded,narrow,curves,skirts,width
"Which is wider, and thus has more [MASK], bonnetière or closet-showcase
",width,elaborate,rounded,narrow,skirts,decorative
"Which is wider, and thus has more [MASK], bonnetière or coffin
",width,rounded,curves,narrow,arches,decoration
"Which is wider, and thus has more [MASK], bonnetière or Cofre
",width,curves,skirts,bays,twists,sides
"Which is wider, and thus has more [MASK], bonnetière or Commode
",width,curves,rounded,narrow,flexibility,width
"Which is wider, and thus has more [MASK], bonnetière or conversadeira
",width,curves,skirts,bays,arches,squares
"Which is wider, and thus has more [MASK], bonnetière or couch
",width,rounded,curves,narrow,skirts,sleeves
"Which is wider, and thus has more [MASK], bonnetière or counter
",width,rounded,curves,square,width,narrow
"Which is wider, and thus has more [MASK], bonnetière or countertop
",width,rounded,square,curves,skirt,skirts
"Which is wider, and thus has more [MASK], bonnetière or Cupboard
",width,rounded,narrow,square,flexibility,vertical
"Which is wider, and thus has more [MASK], bonnetière or desk
",width,rounded,curves,arches,width,square
"Which is wider, and thus has more [MASK], bonnetière or Dossel
",width,curves,rounded,edges,twists,sides
"Which is wider, and thus has more [MASK], bonnetière or Dressers
",width,curves,skirts,arches,bays,twists
"Which is wider, and thus has more [MASK], bonnetière or duchess
",width,skirts,curves,sleeves,skirt,hair
"Which is wider, and thus has more [MASK], bonnetière or Enzi
",width,curves,decoration,skirts,arches,twists
"Which is wider, and thus has more [MASK], bonnetière or Escrivaninha
",width,curves,arches,skirts,foliage,rounded
"Which is wider, and thus has more [MASK], bonnetière or Estalo
",width,curves,rounded,bays,narrow,arches
"Which is wider, and thus has more [MASK], bonnetière or Estante
",width,curves,edges,width,skirts,twists
"Which is wider, and thus has more [MASK], bonnetière or Estrado
",width,curves,bays,arches,skirts,width
"Which is wider, and thus has more [MASK], bonnetière or Faux-palier
",width,curves,skirts,twists,bays,narrow
