Masked Sentence,Actual,1_Prediction,2_Prediction,3_Prediction,4_Prediction,5_Prediction
"Which is wider, and thus has more [MASK], Chest of Drawers or Miniature chair from Skyros
",width,spacious,comfortable,than,flexibility,efficient
"Which is wider, and thus has more [MASK], Chest of Drawers or Mirror with Ornamented Frame
",width,pronounced,than,ornate,elaborate,detail
"Which is wider, and thus has more [MASK], Chest of Drawers or Mobilio sala tavola matematica
",width,dense,characteristic,branches,slender,pronounced
"Which is wider, and thus has more [MASK], Chest of Drawers or Oak chest with biblical subjects
",width,elaborate,detail,ornate,detailed,common
"Which is wider, and thus has more [MASK], Chest of Drawers or Oratório de pousar
",width,inhabitants,than,variety,spacious,pronounced
"Which is wider, and thus has more [MASK], Chest of Drawers or Oratório de pousar com grupo escultórico religioso
",width,than,inhabitants,variety,clubs,affluent
"Which is wider, and thus has more [MASK], Chest of Drawers or Pair of Andirons
",width,than,branches,pronounced,variety,common
"Which is wider, and thus has more [MASK], Chest of Drawers or Pair of Armchairs
",width,than,seats,spacious,flexibility,room
"Which is wider, and thus has more [MASK], Chest of Drawers or Pair of Bookcases
",width,than,pronounced,narrow,width,dense
"Which is wider, and thus has more [MASK], Chest of Drawers or Pair of Candle Stands
",width,than,pronounced,common,branches,narrow
"Which is wider, and thus has more [MASK], Chest of Drawers or Pair of Corner Cabinets
",width,than,pronounced,depth,common,variety
"Which is wider, and thus has more [MASK], Chest of Drawers or Pair of Doors
",width,than,pronounced,narrow,branches,depth
"Which is wider, and thus has more [MASK], Chest of Drawers or Pair of Louis XVI Style Candle Brackets
",width,variety,pronounced,than,flexibility,common
"Which is wider, and thus has more [MASK], Chest of Drawers or Pair of Panels from a Choir Stall
",width,than,pronounced,frequent,common,spacious
"Which is wider, and thus has more [MASK], Chest of Drawers or Pair of Stools
",width,than,pronounced,branches,dense,narrow
"Which is wider, and thus has more [MASK], Chest of Drawers or Panel from a Choir Stall
",width,than,pronounced,frequent,depth,variety
"Which is wider, and thus has more [MASK], Chest of Drawers or Pansy Border Table Lamp
",width,dense,flexibility,than,variety,common
"Which is wider, and thus has more [MASK], Chest of Drawers or Peony Floor Lamp with a Bamboo Base
",width,dense,pronounced,variety,than,spacious
"Which is wider, and thus has more [MASK], Chest of Drawers or Provençal bread trough
",width,variety,pronounced,dense,than,consistency
"Which is wider, and thus has more [MASK], Chest of Drawers or Scenes of Fables
",width,variety,than,detail,frequent,common
"Which is wider, and thus has more [MASK], Chest of Drawers or Set of chests of the Paulista Museum
",width,ornate,than,elaborate,spacious,detail
"Which is wider, and thus has more [MASK], Chest of Drawers or Side Table with Everted Ends
",width,dense,pronounced,common,narrow,than
"Which is wider, and thus has more [MASK], Chest of Drawers or Sideboard and Cellarette
",width,spacious,flexibility,variety,depth,seats
"Which is wider, and thus has more [MASK], Chest of Drawers or Small desk with folding top
",width,spacious,comfortable,narrow,compact,ornate
"Which is wider, and thus has more [MASK], Chest of Drawers or Table of Don Rodrigo Calderón
",width,than,variety,pronounced,dense,frequent
"Which is wider, and thus has more [MASK], Chest of Drawers or Throne with tapestry seat
",width,spacious,elaborate,ornate,detail,than
"Which is wider, and thus has more [MASK], Chest of Drawers or Transitional Side Chair
",width,flexibility,than,pronounced,variety,common
"Which is wider, and thus has more [MASK], Chest of Drawers or Upper Paneling from a Sacristy Armoire
",width,pronounced,than,elaborate,frequent,ornate
"Which is wider, and thus has more [MASK], Chest of Drawers or Wheelchair accessible seats
",width,comfortable,spacious,seats,seating,accessible
"Which is wider, and thus has more [MASK], Classic Chinese furniture or Arca Mala de Viagem
",width,luxurious,ornate,expensive,elaborate,spacious
"Which is wider, and thus has more [MASK], Classic Chinese furniture or Arredo camera da letto
",width,luxurious,expensive,ornate,elaborate,elegant
"Which is wider, and thus has more [MASK], Classic Chinese furniture or Augsburg Art Cabinet
",width,ornate,expensive,elaborate,decorative,luxurious
"Which is wider, and thus has more [MASK], Classic Chinese furniture or Baú de viagem
",width,ornate,expensive,luxurious,elaborate,modern
"Which is wider, and thus has more [MASK], Classic Chinese furniture or Bahut-étagère la berce des près
",width,expensive,ornate,elaborate,luxurious,elegant
"Which is wider, and thus has more [MASK], Classic Chinese furniture or bonsai display table
",width,ornate,elaborate,expensive,luxurious,modern
"Which is wider, and thus has more [MASK], Classic Chinese furniture or Box with Military Scenes from Antiquity
",width,ornate,elaborate,luxurious,expensive,elegant
"Which is wider, and thus has more [MASK], Classic Chinese furniture or Cabide de Pé
",width,expensive,ornate,luxurious,elaborate,furniture
"Which is wider, and thus has more [MASK], Classic Chinese furniture or Cabinet on stand
",width,expensive,comfortable,modern,luxurious,ornate
"Which is wider, and thus has more [MASK], Classic Chinese furniture or Cadeira furada feminina
",width,ornate,luxurious,elaborate,expensive,elegant
"Which is wider, and thus has more [MASK], Classic Chinese furniture or Cadeira furada masculina
",width,ornate,luxurious,expensive,elaborate,elegant
"Which is wider, and thus has more [MASK], Classic Chinese furniture or Candle Bracket Pair
",width,ornate,expensive,elaborate,luxurious,decorative
"Which is wider, and thus has more [MASK], Classic Chinese furniture or Caps for furniture, Yale University Art Gallery, inv. 1938.5999.3914
",width,expensive,elaborate,ornate,decorative,detailed
"Which is wider, and thus has more [MASK], Classic Chinese furniture or Cassone from the Colonna family
",width,ornate,elaborate,expensive,luxurious,elegant
"Which is wider, and thus has more [MASK], Classic Chinese furniture or Cassone with Mannerist Design Elements
",width,ornate,elaborate,expensive,spacious,elegant
"Which is wider, and thus has more [MASK], Classic Chinese furniture or Chair or Bed Leg with the God Bes
",width,ornate,elaborate,expensive,decorative,luxurious
"Which is wider, and thus has more [MASK], Classic Chinese furniture or Chest of Drawers
",width,ornate,expensive,luxurious,elaborate,spacious
"Which is wider, and thus has more [MASK], Classic Chinese furniture or Commode à vantaux
",width,expensive,ornate,luxurious,elaborate,elegant
"Which is wider, and thus has more [MASK], Classic Chinese furniture or Confidant from the Batlló House
",width,ornate,expensive,elaborate,luxurious,decorative
"Which is wider, and thus has more [MASK], Classic Chinese furniture or Console Table Depicting Chronos, or Father Time
",width,ornate,elaborate,expensive,luxurious,decorative
"Which is wider, and thus has more [MASK], Classic Chinese furniture or Console Table Top
",width,expensive,ornate,elaborate,luxurious,decorative
"Which is wider, and thus has more [MASK], Classic Chinese furniture or Daffodil Table Lamp
",width,expensive,ornate,elaborate,luxurious,decorative
"Which is wider, and thus has more [MASK], Classic Chinese furniture or Desk and Bookcase
",width,ornate,expensive,luxurious,elaborate,decorative
"Which is wider, and thus has more [MASK], Classic Chinese furniture or Door and Frame
",width,ornate,expensive,elaborate,decorative,luxurious
"Which is wider, and thus has more [MASK], Classic Chinese furniture or Door to Gothic Marriage Chest
",width,ornate,elaborate,expensive,decorative,luxurious
"Which is wider, and thus has more [MASK], Classic Chinese furniture or Doorway from the Isaac Gillet House, Painesville, Ohio
",width,ornate,elaborate,modern,expensive,recent
"Which is wider, and thus has more [MASK], Classic Chinese furniture or Eames Storage Unit
",width,expensive,ornate,luxurious,spacious,modern
"Which is wider, and thus has more [MASK], Classic Chinese furniture or entrance desk S.M.A.K. Gent
",width,ornate,expensive,spacious,luxurious,comfortable
"Which is wider, and thus has more [MASK], Classic Chinese furniture or Fire Screen and Textile Panels
",width,ornate,elaborate,expensive,decorative,spacious
"Which is wider, and thus has more [MASK], Classic Chinese furniture or Furniture, AO 28428, Department of Near Eastern Antiquities of the Louvre
",width,decoration,furniture,elaborate,ornate,detail
"Which is wider, and thus has more [MASK], Classic Chinese furniture or Gothic Marriage Chest
",width,ornate,elaborate,expensive,decorative,luxurious
"Which is wider, and thus has more [MASK], Classic Chinese furniture or Gothic Marriage Chest
",width,ornate,elaborate,expensive,decorative,luxurious
"Which is wider, and thus has more [MASK], Classic Chinese furniture or High chest of drawers
",width,ornate,elaborate,expensive,spacious,luxurious
"Which is wider, and thus has more [MASK], Classic Chinese furniture or Leito de casal
",width,expensive,luxurious,ornate,elaborate,furniture
"Which is wider, and thus has more [MASK], Classic Chinese furniture or Liège-Aachen Baroque furniture
",width,expensive,ornate,elaborate,modern,common
"Which is wider, and thus has more [MASK], Classic Chinese furniture or Louis XVI Style Candle Bracket
",width,ornate,expensive,elaborate,luxurious,decorative
"Which is wider, and thus has more [MASK], Classic Chinese furniture or Madame Guimard's furniture
",width,expensive,ornate,luxurious,elaborate,elegant
"Which is wider, and thus has more [MASK], Classic Chinese furniture or Marital stool with male and female caryatids
",width,elaborate,ornate,flexible,decorative,robust
"Which is wider, and thus has more [MASK], Classic Chinese furniture or Mesa de Cavalete
",width,expensive,luxurious,ornate,elaborate,elegant
"Which is wider, and thus has more [MASK], Classic Chinese furniture or Mesa de Centro
",width,expensive,luxurious,ornate,elaborate,decorative
"Which is wider, and thus has more [MASK], Classic Chinese furniture or Mesa de Jogo
",width,expensive,luxurious,ornate,elaborate,modern
"Which is wider, and thus has more [MASK], Classic Chinese furniture or Meuble mural décoré d'ombellifères
",width,ornate,elaborate,expensive,decorative,elegant
"Which is wider, and thus has more [MASK], Classic Chinese furniture or Miniature chair from Skyros
",width,luxurious,expensive,comfortable,modern,ornate
"Which is wider, and thus has more [MASK], Classic Chinese furniture or Mirror with Ornamented Frame
",width,ornate,elaborate,decorative,expensive,elegant
"Which is wider, and thus has more [MASK], Classic Chinese furniture or Mobilio sala tavola matematica
",width,ornate,elaborate,luxurious,expensive,decorative
"Which is wider, and thus has more [MASK], Classic Chinese furniture or Oak chest with biblical subjects
",width,ornate,elaborate,decorative,detailed,spacious
"Which is wider, and thus has more [MASK], Classic Chinese furniture or Oratório de pousar
",width,luxurious,ornate,expensive,elaborate,spacious
"Which is wider, and thus has more [MASK], Classic Chinese furniture or Oratório de pousar com grupo escultórico religioso
",width,ornate,luxurious,expensive,elaborate,modern
"Which is wider, and thus has more [MASK], Classic Chinese furniture or Pair of Andirons
",width,elaborate,ornate,expensive,luxurious,decorative
"Which is wider, and thus has more [MASK], Classic Chinese furniture or Pair of Armchairs
",width,luxurious,ornate,elaborate,expensive,comfortable
"Which is wider, and thus has more [MASK], Classic Chinese furniture or Pair of Bookcases
",width,ornate,elaborate,expensive,decorative,luxurious
"Which is wider, and thus has more [MASK], Classic Chinese furniture or Pair of Candle Stands
",width,ornate,elaborate,expensive,decorative,spacious
"Which is wider, and thus has more [MASK], Classic Chinese furniture or Pair of Corner Cabinets
",width,ornate,elaborate,expensive,luxurious,spacious
"Which is wider, and thus has more [MASK], Classic Chinese furniture or Pair of Doors
",width,ornate,elaborate,expensive,decorative,luxurious
"Which is wider, and thus has more [MASK], Classic Chinese furniture or Pair of Louis XVI Style Candle Brackets
",width,ornate,elaborate,expensive,luxurious,elegant
"Which is wider, and thus has more [MASK], Classic Chinese furniture or Pair of Panels from a Choir Stall
",width,ornate,elaborate,decorative,expensive,detailed
"Which is wider, and thus has more [MASK], Classic Chinese furniture or Pair of Stools
",width,elaborate,ornate,expensive,decorative,luxurious
"Which is wider, and thus has more [MASK], Classic Chinese furniture or Panel from a Choir Stall
",width,ornate,elaborate,expensive,decorative,detailed
"Which is wider, and thus has more [MASK], Classic Chinese furniture or Pansy Border Table Lamp
",width,expensive,luxurious,ornate,elaborate,spacious
"Which is wider, and thus has more [MASK], Classic Chinese furniture or Peony Floor Lamp with a Bamboo Base
",width,expensive,luxurious,ornate,elaborate,colorful
"Which is wider, and thus has more [MASK], Classic Chinese furniture or Provençal bread trough
",width,elaborate,ornate,expensive,luxurious,decorative
"Which is wider, and thus has more [MASK], Classic Chinese furniture or Scenes of Fables
",width,elaborate,ornate,expensive,detailed,decorative
"Which is wider, and thus has more [MASK], Classic Chinese furniture or Set of chests of the Paulista Museum
",width,ornate,elaborate,expensive,decorative,luxurious
"Which is wider, and thus has more [MASK], Classic Chinese furniture or Side Table with Everted Ends
",width,ornate,elaborate,expensive,decorative,luxurious
"Which is wider, and thus has more [MASK], Classic Chinese furniture or Sideboard and Cellarette
",width,expensive,luxurious,ornate,elaborate,modern
"Which is wider, and thus has more [MASK], Classic Chinese furniture or Small desk with folding top
",width,comfortable,ornate,luxurious,expensive,spacious
"Which is wider, and thus has more [MASK], Classic Chinese furniture or Table of Don Rodrigo Calderón
",width,ornate,elaborate,expensive,decorative,luxurious
"Which is wider, and thus has more [MASK], Classic Chinese furniture or Throne with tapestry seat
",width,ornate,elaborate,luxurious,spacious,expensive
"Which is wider, and thus has more [MASK], Classic Chinese furniture or Transitional Side Chair
",width,ornate,elaborate,decorative,expensive,detailed
"Which is wider, and thus has more [MASK], Classic Chinese furniture or Upper Paneling from a Sacristy Armoire
",width,ornate,elaborate,decorative,expensive,elegant
"Which is wider, and thus has more [MASK], Classic Chinese furniture or Wheelchair accessible seats
",width,comfortable,luxurious,spacious,expensive,flexible
"Which is wider, and thus has more [MASK], Commode à vantaux or Arca Mala de Viagem
",width,dimensions,flexibility,curves,branches,depth
"Which is wider, and thus has more [MASK], Commode à vantaux or Arredo camera da letto
",width,lenses,detail,flexibility,dimensions,aperture
"Which is wider, and thus has more [MASK], Commode à vantaux or Augsburg Art Cabinet
",width,flexibility,dimensions,curves,detail,depth
"Which is wider, and thus has more [MASK], Commode à vantaux or Baú de viagem
",width,dimensions,curves,flexibility,branches,symmetry
"Which is wider, and thus has more [MASK], Commode à vantaux or Bahut-étagère la berce des près
",width,subdivisions,curves,inhabitants,branches,dimensions
"Which is wider, and thus has more [MASK], Commode à vantaux or bonsai display table
",width,flexibility,flexible,efficient,detail,convenient
"Which is wider, and thus has more [MASK], Commode à vantaux or Box with Military Scenes from Antiquity
",width,flexibility,detail,dimensions,symmetry,curves
"Which is wider, and thus has more [MASK], Commode à vantaux or Cabide de Pé
",width,dimensions,curves,flexibility,edges,symmetry
"Which is wider, and thus has more [MASK], Commode à vantaux or Cabinet on stand
",width,flexibility,space,dimensions,spaces,seats
"Which is wider, and thus has more [MASK], Commode à vantaux or Cadeira furada feminina
",width,flowers,branches,depth,flexibility,foliage
"Which is wider, and thus has more [MASK], Commode à vantaux or Cadeira furada masculina
",width,depth,branches,flexibility,curves,dimensions
"Which is wider, and thus has more [MASK], Commode à vantaux or Candle Bracket Pair
",width,flexibility,curves,dimensions,edges,depth
"Which is wider, and thus has more [MASK], Commode à vantaux or Caps for furniture, Yale University Art Gallery, inv. 1938.5999.3914
",width,detail,dimensions,decoration,details,elaborate
"Which is wider, and thus has more [MASK], Commode à vantaux or Cassone from the Colonna family
",width,variety,relatives,genera,species,varieties
"Which is wider, and thus has more [MASK], Commode à vantaux or Cassone with Mannerist Design Elements
",width,flexibility,symmetry,flexible,dimensions,curves
"Which is wider, and thus has more [MASK], Commode à vantaux or Chair or Bed Leg with the God Bes
",width,symmetry,flexibility,dimensions,curves,edges
"Which is wider, and thus has more [MASK], Commode à vantaux or Chest of Drawers
",width,flexibility,curves,pronounced,depth,narrow
"Which is wider, and thus has more [MASK], Commode à vantaux or Classic Chinese furniture
",width,expensive,ornate,elaborate,decorative,elegant
"Which is wider, and thus has more [MASK], Commode à vantaux or Confidant from the Batlló House
",width,flexibility,symmetry,detail,depth,dimensions
"Which is wider, and thus has more [MASK], Commode à vantaux or Console Table Depicting Chronos, or Father Time
",width,flexibility,dimensions,symmetry,detail,dimension
"Which is wider, and thus has more [MASK], Commode à vantaux or Console Table Top
",width,flexibility,dimensions,curves,detail,symmetry
"Which is wider, and thus has more [MASK], Commode à vantaux or Daffodil Table Lamp
",width,flexibility,flexible,efficient,detail,convenient
"Which is wider, and thus has more [MASK], Commode à vantaux or Desk and Bookcase
",width,flexibility,dimensions,detail,curves,symmetry
"Which is wider, and thus has more [MASK], Commode à vantaux or Door and Frame
",width,dimensions,curves,symmetry,flexibility,edges
"Which is wider, and thus has more [MASK], Commode à vantaux or Door to Gothic Marriage Chest
",width,flexibility,dimensions,curves,depth,edges
"Which is wider, and thus has more [MASK], Commode à vantaux or Doorway from the Isaac Gillet House, Painesville, Ohio
",width,access,curves,flexibility,accessible,views
"Which is wider, and thus has more [MASK], Commode à vantaux or Eames Storage Unit
",width,flexibility,efficient,dimensions,detail,depth
"Which is wider, and thus has more [MASK], Commode à vantaux or entrance desk S.M.A.K. Gent
",width,spacious,classrooms,room,rooms,seats
"Which is wider, and thus has more [MASK], Commode à vantaux or Fire Screen and Textile Panels
",width,flexible,efficient,flexibility,robust,compact
"Which is wider, and thus has more [MASK], Commode à vantaux or Furniture, AO 28428, Department of Near Eastern Antiquities of the Louvre
",width,dimensions,details,detail,monuments,significance
"Which is wider, and thus has more [MASK], Commode à vantaux or Gothic Marriage Chest
",width,flexibility,curves,pronounced,depth,dimensions
"Which is wider, and thus has more [MASK], Commode à vantaux or Gothic Marriage Chest
",width,flexibility,curves,pronounced,depth,dimensions
"Which is wider, and thus has more [MASK], Commode à vantaux or High chest of drawers
",width,drawers,spacious,narrow,elaborate,ornate
"Which is wider, and thus has more [MASK], Commode à vantaux or Leito de casal
",width,curves,dimensions,flexibility,edges,depth
"Which is wider, and thus has more [MASK], Commode à vantaux or Liège-Aachen Baroque furniture
",width,elaborate,ornate,expensive,elegant,decorative
"Which is wider, and thus has more [MASK], Commode à vantaux or Louis XVI Style Candle Bracket
",width,flexibility,dimensions,curves,detail,symmetry
"Which is wider, and thus has more [MASK], Commode à vantaux or Madame Guimard's furniture
",width,detail,furniture,decoration,elaborate,ornate
"Which is wider, and thus has more [MASK], Commode à vantaux or Marital stool with male and female caryatids
",width,flexible,slender,robust,rounded,dense
"Which is wider, and thus has more [MASK], Commode à vantaux or Mesa de Cavalete
",width,inhabitants,dimensions,curves,seats,subdivisions
"Which is wider, and thus has more [MASK], Commode à vantaux or Mesa de Centro
",width,dimensions,curves,flexibility,dimension,spaces
"Which is wider, and thus has more [MASK], Commode à vantaux or Mesa de Jogo
",width,dimensions,curves,flexibility,edges,dimension
"Which is wider, and thus has more [MASK], Commode à vantaux or Meuble mural décoré d'ombellifères
",width,decoration,dimensions,rooms,elaborate,symmetry
"Which is wider, and thus has more [MASK], Commode à vantaux or Miniature chair from Skyros
",width,flexible,comfortable,seats,spacious,flexibility
"Which is wider, and thus has more [MASK], Commode à vantaux or Mirror with Ornamented Frame
",width,rounded,elaborate,pronounced,detail,symmetry
"Which is wider, and thus has more [MASK], Commode à vantaux or Mobilio sala tavola matematica
",width,flexibility,branches,flowers,depth,dimensions
"Which is wider, and thus has more [MASK], Commode à vantaux or Oak chest with biblical subjects
",width,elaborate,ornate,decoration,detail,decorative
"Which is wider, and thus has more [MASK], Commode à vantaux or Oratório de pousar
",width,dimensions,inhabitants,branches,subdivisions,curves
"Which is wider, and thus has more [MASK], Commode à vantaux or Oratório de pousar com grupo escultórico religioso
",width,autonomy,branches,inhabitants,seats,subdivisions
"Which is wider, and thus has more [MASK], Commode à vantaux or Pair of Andirons
",width,branches,dimensions,curves,inhabitants,variety
"Which is wider, and thus has more [MASK], Commode à vantaux or Pair of Armchairs
",width,seats,flexibility,curves,seating,dimensions
"Which is wider, and thus has more [MASK], Commode à vantaux or Pair of Bookcases
",width,flexibility,edges,curves,dimensions,symmetry
"Which is wider, and thus has more [MASK], Commode à vantaux or Pair of Candle Stands
",width,curves,flexibility,dimensions,edges,symmetry
"Which is wider, and thus has more [MASK], Commode à vantaux or Pair of Corner Cabinets
",width,dimensions,flexibility,curves,edges,symmetry
"Which is wider, and thus has more [MASK], Commode à vantaux or Pair of Doors
",width,dimensions,curves,flexibility,edges,symmetry
"Which is wider, and thus has more [MASK], Commode à vantaux or Pair of Louis XVI Style Candle Brackets
",width,flexibility,dimensions,curves,symmetry,detail
"Which is wider, and thus has more [MASK], Commode à vantaux or Pair of Panels from a Choir Stall
",width,dimensions,flexibility,detail,than,curves
"Which is wider, and thus has more [MASK], Commode à vantaux or Pair of Stools
",width,edges,flexibility,dimensions,symmetry,dimension
"Which is wider, and thus has more [MASK], Commode à vantaux or Panel from a Choir Stall
",width,flexibility,dimensions,detail,curves,depth
"Which is wider, and thus has more [MASK], Commode à vantaux or Pansy Border Table Lamp
",width,flexibility,dimensions,detail,symmetry,efficient
"Which is wider, and thus has more [MASK], Commode à vantaux or Peony Floor Lamp with a Bamboo Base
",width,flexibility,compact,detail,efficient,rounded
"Which is wider, and thus has more [MASK], Commode à vantaux or Provençal bread trough
",width,flexible,flexibility,pronounced,convenient,flour
"Which is wider, and thus has more [MASK], Commode à vantaux or Scenes of Fables
",width,dimensions,detail,elaborate,squares,curves
"Which is wider, and thus has more [MASK], Commode à vantaux or Set of chests of the Paulista Museum
",width,elaborate,ornate,decoration,decorations,spacious
"Which is wider, and thus has more [MASK], Commode à vantaux or Side Table with Everted Ends
",width,flexibility,curves,flexible,rounded,compact
"Which is wider, and thus has more [MASK], Commode à vantaux or Sideboard and Cellarette
",width,flexibility,seats,dimensions,options,detail
"Which is wider, and thus has more [MASK], Commode à vantaux or Small desk with folding top
",width,comfortable,spacious,flexible,compact,rounded
"Which is wider, and thus has more [MASK], Commode à vantaux or Table of Don Rodrigo Calderón
",width,dimensions,curves,dimension,symmetry,squares
"Which is wider, and thus has more [MASK], Commode à vantaux or Throne with tapestry seat
",width,elaborate,decoration,detail,spacious,ornate
"Which is wider, and thus has more [MASK], Commode à vantaux or Transitional Side Chair
",width,flexibility,flexible,dimensions,curves,dimension
"Which is wider, and thus has more [MASK], Commode à vantaux or Upper Paneling from a Sacristy Armoire
",width,flexibility,decoration,fitting,elaborate,curves
"Which is wider, and thus has more [MASK], Commode à vantaux or Wheelchair accessible seats
",width,comfortable,spacious,seats,seating,accessible
"Which is wider, and thus has more [MASK], Confidant from the Batlló House or Arca Mala de Viagem
",width,autonomy,independence,freedom,influence,members
"Which is wider, and thus has more [MASK], Confidant from the Batlló House or Arredo camera da letto
",width,flexibility,freedom,autonomy,depth,detail
"Which is wider, and thus has more [MASK], Confidant from the Batlló House or Augsburg Art Cabinet
",width,flexibility,autonomy,freedom,accessible,potential
"Which is wider, and thus has more [MASK], Confidant from the Batlló House or Baú de viagem
",width,autonomy,influence,freedom,protection,independence
"Which is wider, and thus has more [MASK], Confidant from the Batlló House or Bahut-étagère la berce des près
",width,autonomy,members,freedom,pupils,independence
"Which is wider, and thus has more [MASK], Confidant from the Batlló House or bonsai display table
",width,flexibility,accessible,detail,convenient,depth
"Which is wider, and thus has more [MASK], Confidant from the Batlló House or Box with Military Scenes from Antiquity
",width,freedom,flexibility,autonomy,accessible,frequent
"Which is wider, and thus has more [MASK], Confidant from the Batlló House or Cabide de Pé
",width,autonomy,freedom,independence,flexibility,protection
"Which is wider, and thus has more [MASK], Confidant from the Batlló House or Cabinet on stand
",width,flexibility,accessible,convenient,freedom,protection
"Which is wider, and thus has more [MASK], Confidant from the Batlló House or Cadeira furada feminina
",width,autonomy,depth,protection,potential,influence
"Which is wider, and thus has more [MASK], Confidant from the Batlló House or Cadeira furada masculina
",width,autonomy,influence,freedom,independence,depth
"Which is wider, and thus has more [MASK], Confidant from the Batlló House or Candle Bracket Pair
",width,flexibility,depth,accessible,frequent,difficulty
"Which is wider, and thus has more [MASK], Confidant from the Batlló House or Caps for furniture, Yale University Art Gallery, inv. 1938.5999.3914
",width,detail,details,furniture,decoration,decorative
"Which is wider, and thus has more [MASK], Confidant from the Batlló House or Cassone from the Colonna family
",width,common,variety,distinct,relatives,influence
"Which is wider, and thus has more [MASK], Confidant from the Batlló House or Cassone with Mannerist Design Elements
",width,flexibility,flexible,depth,efficient,stable
"Which is wider, and thus has more [MASK], Confidant from the Batlló House or Chair or Bed Leg with the God Bes
",width,flexibility,freedom,protection,autonomy,importance
"Which is wider, and thus has more [MASK], Confidant from the Batlló House or Chest of Drawers
",width,freedom,protection,potential,flexibility,members
"Which is wider, and thus has more [MASK], Confidant from the Batlló House or Classic Chinese furniture
",width,detail,flexibility,furniture,decoration,accessible
"Which is wider, and thus has more [MASK], Confidant from the Batlló House or Commode à vantaux
",width,flexibility,freedom,autonomy,detail,efficient
"Which is wider, and thus has more [MASK], Confidant from the Batlló House or Console Table Depicting Chronos, or Father Time
",width,flexibility,detail,freedom,depth,convenient
"Which is wider, and thus has more [MASK], Confidant from the Batlló House or Console Table Top
",width,flexibility,efficient,freedom,accessible,depth
"Which is wider, and thus has more [MASK], Confidant from the Batlló House or Daffodil Table Lamp
",width,flexibility,efficient,stable,depth,potential
"Which is wider, and thus has more [MASK], Confidant from the Batlló House or Desk and Bookcase
",width,flexibility,accessible,detail,freedom,efficient
"Which is wider, and thus has more [MASK], Confidant from the Batlló House or Door and Frame
",width,flexibility,autonomy,freedom,influence,members
"Which is wider, and thus has more [MASK], Confidant from the Batlló House or Door to Gothic Marriage Chest
",width,flexibility,potential,freedom,frequent,autonomy
"Which is wider, and thus has more [MASK], Confidant from the Batlló House or Doorway from the Isaac Gillet House, Painesville, Ohio
",width,accessible,access,flexibility,detail,freedom
"Which is wider, and thus has more [MASK], Confidant from the Batlló House or Eames Storage Unit
",width,flexibility,efficient,accessible,convenient,detail
"Which is wider, and thus has more [MASK], Confidant from the Batlló House or entrance desk S.M.A.K. Gent
",width,accessible,access,staff,convenient,flexibility
"Which is wider, and thus has more [MASK], Confidant from the Batlló House or Fire Screen and Textile Panels
",width,flexibility,efficient,flexible,accessible,detail
"Which is wider, and thus has more [MASK], Confidant from the Batlló House or Furniture, AO 28428, Department of Near Eastern Antiquities of the Louvre
",width,importance,significance,detail,information,protection
"Which is wider, and thus has more [MASK], Confidant from the Batlló House or Gothic Marriage Chest
",width,flexibility,potential,frequent,accessible,freedom
"Which is wider, and thus has more [MASK], Confidant from the Batlló House or Gothic Marriage Chest
",width,flexibility,potential,frequent,accessible,freedom
"Which is wider, and thus has more [MASK], Confidant from the Batlló House or High chest of drawers
",width,accessible,depth,protection,access,detail
"Which is wider, and thus has more [MASK], Confidant from the Batlló House or Leito de casal
",width,autonomy,freedom,protection,influence,independence
"Which is wider, and thus has more [MASK], Confidant from the Batlló House or Liège-Aachen Baroque furniture
",width,detail,accessible,characteristic,decoration,flexibility
"Which is wider, and thus has more [MASK], Confidant from the Batlló House or Louis XVI Style Candle Bracket
",width,flexibility,detail,depth,freedom,accessible
"Which is wider, and thus has more [MASK], Confidant from the Batlló House or Madame Guimard's furniture
",width,detail,accessible,furniture,than,influence
"Which is wider, and thus has more [MASK], Confidant from the Batlló House or Marital stool with male and female caryatids
",width,flexible,distinct,common,robust,flexibility
"Which is wider, and thus has more [MASK], Confidant from the Batlló House or Mesa de Cavalete
",width,autonomy,independence,freedom,influence,members
"Which is wider, and thus has more [MASK], Confidant from the Batlló House or Mesa de Centro
",width,autonomy,freedom,independence,flexibility,protection
"Which is wider, and thus has more [MASK], Confidant from the Batlló House or Mesa de Jogo
",width,autonomy,independence,freedom,influence,members
"Which is wider, and thus has more [MASK], Confidant from the Batlló House or Meuble mural décoré d'ombellifères
",width,decoration,detail,sculpture,influence,decorative
"Which is wider, and thus has more [MASK], Confidant from the Batlló House or Miniature chair from Skyros
",width,flexibility,accessible,comfortable,seats,chairs
"Which is wider, and thus has more [MASK], Confidant from the Batlló House or Mirror with Ornamented Frame
",width,detail,flexibility,elaborate,ornate,decoration
"Which is wider, and thus has more [MASK], Confidant from the Batlló House or Mobilio sala tavola matematica
",width,autonomy,flexibility,freedom,influence,potential
"Which is wider, and thus has more [MASK], Confidant from the Batlló House or Oak chest with biblical subjects
",width,depth,detail,elaborate,accessible,emphasis
"Which is wider, and thus has more [MASK], Confidant from the Batlló House or Oratório de pousar
",width,autonomy,independence,members,freedom,influence
"Which is wider, and thus has more [MASK], Confidant from the Batlló House or Oratório de pousar com grupo escultórico religioso
",width,autonomy,members,independence,supporters,influence
"Which is wider, and thus has more [MASK], Confidant from the Batlló House or Pair of Andirons
",width,protection,influence,autonomy,importance,than
