,Masked Sentence,Prediction
4476,"Which is wider, and thus has more [MASK], chaise longue or Animal furniture
","furniture, expensive, elaborate, decoration, elegant"
4477,"Which is wider, and thus has more [MASK], chaise longue or antique furniture
","expensive, furniture, ornate, luxurious, elaborate"
4478,"Which is wider, and thus has more [MASK], chaise longue or Arca Bau
","curves, skirts, variety, options, flexibility"
4479,"Which is wider, and thus has more [MASK], chaise longue or Arca Canastra
","curves, skirts, flowers, depth, rooms"
4480,"Which is wider, and thus has more [MASK], chaise longue or architectural furniture
","decoration, furniture, expensive, decorative, elaborate"
4481,"Which is wider, and thus has more [MASK], chaise longue or Armário Armário-Estante
","curves, flexibility, seats, depth, variety"
4482,"Which is wider, and thus has more [MASK], chaise longue or Armário Guarda-Comida
","seats, curves, beaches, options, flexibility"
4483,"Which is wider, and thus has more [MASK], chaise longue or Armário Guarda-Louça
","curves, seats, beaches, depth, options"
4484,"Which is wider, and thus has more [MASK], chaise longue or Armário Guarda-Roupa
","beaches, curves, seats, restaurants, options"
4485,"Which is wider, and thus has more [MASK], chaise longue or Armário Vitrina-Armário
","beaches, restaurants, seats, streets, curves"
4486,"Which is wider, and thus has more [MASK], chaise longue or Armário Vitrine
","flexibility, variety, curves, depth, decoration"
4487,"Which is wider, and thus has more [MASK], chaise longue or Armário: Guarda-Roupa
","beaches, subdivisions, branches, narrow, curves"
4488,"Which is wider, and thus has more [MASK], chaise longue or Baby furniture
","furniture, expensive, decoration, elaborate, elegant"
4489,"Which is wider, and thus has more [MASK], chaise longue or Bed tables
","curves, flexibility, elaborate, elegant, seats"
4490,"Which is wider, and thus has more [MASK], chaise longue or beer tap
","wine, beer, alcohol, flexibility, water"
4491,"Which is wider, and thus has more [MASK], chaise longue or Beijing-style furniture
","expensive, elaborate, ornate, elegant, luxurious"
4492,"Which is wider, and thus has more [MASK], chaise longue or book chest
","sleeves, decoration, room, skirts, drawers"
4493,"Which is wider, and thus has more [MASK], chaise longue or Bureau table
","curves, flexibility, room, variety, seats"
4494,"Which is wider, and thus has more [MASK], chaise longue or campaign furniture
","expensive, decoration, elaborate, furniture, flexibility"
4495,"Which is wider, and thus has more [MASK], chaise longue or Candle Bracket
","flexibility, curves, variety, twists, skirts"
4496,"Which is wider, and thus has more [MASK], chaise longue or Candle Stand
","flexibility, curves, pronounced, skirts, twists"
4497,"Which is wider, and thus has more [MASK], chaise longue or Card table
","flexibility, curves, room, elaborate, decoration"
4498,"Which is wider, and thus has more [MASK], chaise longue or Center Table
","curves, flexibility, skirts, decoration, depth"
4499,"Which is wider, and thus has more [MASK], chaise longue or chair back
","seating, seats, room, comfortable, chairs"
4500,"Which is wider, and thus has more [MASK], chaise longue or cheval glass
","decoration, expensive, flexibility, windows, curves"
4501,"Which is wider, and thus has more [MASK], chaise longue or choir screen
","seating, seats, decoration, elaborate, room"
4502,"Which is wider, and thus has more [MASK], chaise longue or church shelf
","rooms, interior, elaborate, decoration, nave"
4503,"Which is wider, and thus has more [MASK], chaise longue or Clothes valet
","curves, rooms, skirts, variety, flexibility"
4504,"Which is wider, and thus has more [MASK], chaise longue or Cofre Portátil
","curves, variety, flexibility, depth, decoration"
4505,"Which is wider, and thus has more [MASK], chaise longue or Coin cabinet
","flexibility, curves, decoration, variety, elaborate"
4506,"Which is wider, and thus has more [MASK], chaise longue or Console Table
","curves, flexibility, variety, depth, variation"
4507,"Which is wider, and thus has more [MASK], chaise longue or Corner Cabinet
","curves, flexibility, skirts, decoration, pronounced"
4508,"Which is wider, and thus has more [MASK], chaise longue or Corner Cabinet
","curves, flexibility, skirts, decoration, pronounced"
4509,"Which is wider, and thus has more [MASK], chaise longue or Corner chair
","flexibility, seating, seats, comfortable, elegant"
4510,"Which is wider, and thus has more [MASK], chaise longue or Coromandel lacquer
","decoration, expensive, variety, elaborate, colour"
4511,"Which is wider, and thus has more [MASK], chaise longue or cue stand
","flexibility, depth, curves, skirts, seating"
4512,"Which is wider, and thus has more [MASK], chaise longue or Curule Chair
","curves, flexibility, variety, pronounced, depth"
4513,"Which is wider, and thus has more [MASK], chaise longue or cylinder desk
","curves, cylinders, slender, flexibility, diameter"
4514,"Which is wider, and thus has more [MASK], chaise longue or day bed
","room, flexibility, rooms, comfortable, curves"
4515,"Which is wider, and thus has more [MASK], chaise longue or dresser-litter bin
","skirts, flexibility, curves, room, expensive"
4516,"Which is wider, and thus has more [MASK], chaise longue or Drop-front desk
","spacious, elegant, comfortable, rounded, expensive"
4517,"Which is wider, and thus has more [MASK], chaise longue or Drop-front secretary
","flexibility, skirts, curves, sleeves, pronounced"
4518,"Which is wider, and thus has more [MASK], chaise longue or Easy Chair
","curves, flexibility, skirts, pronounced, decoration"
4519,"Which is wider, and thus has more [MASK], chaise longue or entertainment center
","restaurants, shops, rooms, amenities, facilities"
4520,"Which is wider, and thus has more [MASK], chaise longue or Escrivaninha Cômoda-Escrivaninha
","beaches, curves, depth, branches, flexibility"
4521,"Which is wider, and thus has more [MASK], chaise longue or Escrivaninha Portátil
","curves, depth, flexibility, variety, skirts"
4522,"Which is wider, and thus has more [MASK], chaise longue or Estante Infantil
","curves, flexibility, depth, variety, edges"
4523,"Which is wider, and thus has more [MASK], chaise longue or Fall-front Secretary
","rounded, pronounced, slender, curves, narrow"
4524,"Which is wider, and thus has more [MASK], chaise longue or Flower Stand
","curves, flexibility, pronounced, skirts, slender"
4525,"Which is wider, and thus has more [MASK], chaise longue or folding stool
","flexibility, flexible, curves, slender, rounded"
4526,"Which is wider, and thus has more [MASK], chaise longue or foot shelf
","flexibility, sleeves, curves, skirts, width"
4527,"Which is wider, and thus has more [MASK], chaise longue or four-poster bed
","narrow, spacious, comfortable, room, slender"
4528,"Which is wider, and thus has more [MASK], chaise longue or furniture component
","furniture, decoration, room, expensive, seating"
4529,"Which is wider, and thus has more [MASK], chaise longue or Gallery Structure
","flexibility, curves, pronounced, narrow, depth"
4530,"Which is wider, and thus has more [MASK], chaise longue or Gaming Table
","curves, flexibility, skirts, decoration, pronounced"
4531,"Which is wider, and thus has more [MASK], chaise longue or garden furniture
","furniture, decoration, spacious, elaborate, expensive"
4532,"Which is wider, and thus has more [MASK], chaise longue or giant furniture
","furniture, elaborate, windows, expensive, decoration"
4533,"Which is wider, and thus has more [MASK], chaise longue or Guangzhou-style furniture
","expensive, elaborate, ornate, elegant, luxurious"
4534,"Which is wider, and thus has more [MASK], chaise longue or hanger floor
","flexibility, room, comfortable, skirts, seating"
4535,"Which is wider, and thus has more [MASK], chaise longue or home apothecary
","rooms, decoration, elaborate, expensive, flexibility"
4536,"Which is wider, and thus has more [MASK], chaise longue or keeps food
","room, meat, flexibility, food, wine"
4537,"Which is wider, and thus has more [MASK], chaise longue or kitchen sink
","kitchen, room, rooms, bedrooms, sinks"
4538,"Which is wider, and thus has more [MASK], chaise longue or knickknacks shelf
","curves, skirts, sleeves, flexibility, decoration"
4539,"Which is wider, and thus has more [MASK], chaise longue or lacquered furniture
","elaborate, decorative, expensive, ornate, elegant"
4540,"Which is wider, and thus has more [MASK], chaise longue or Lazy Susan
","curves, pronounced, variety, flexibility, edges"
4541,"Which is wider, and thus has more [MASK], chaise longue or leather furniture
","expensive, leather, luxurious, comfortable, furniture"
4542,"Which is wider, and thus has more [MASK], chaise longue or library steps
","rooms, room, flexibility, spacious, library"
4543,"Which is wider, and thus has more [MASK], chaise longue or Library Table
","curves, flexibility, depth, skirts, pronounced"
4544,"Which is wider, and thus has more [MASK], chaise longue or Linen Press
","curves, flexibility, pronounced, variety, depth"
4545,"Which is wider, and thus has more [MASK], chaise longue or litter box
","room, seating, seats, flexibility, curves"
4546,"Which is wider, and thus has more [MASK], chaise longue or liturgical furniture
","elaborate, ornate, decorative, decoration, elegant"
4547,"Which is wider, and thus has more [MASK], chaise longue or low cabinet
","flexibility, narrow, pronounced, curves, slender"
4548,"Which is wider, and thus has more [MASK], chaise longue or Macquarie Chest
","pronounced, curves, flexibility, narrow, variety"
4549,"Which is wider, and thus has more [MASK], chaise longue or magazine rack
","sleeves, flexibility, skirts, room, narrow"
4550,"Which is wider, and thus has more [MASK], chaise longue or Marriage Chest
","pronounced, curves, flexibility, narrow, depth"
4551,"Which is wider, and thus has more [MASK], chaise longue or Mechanical table
","flexibility, curves, room, elaborate, narrow"
4552,"Which is wider, and thus has more [MASK], chaise longue or Medal cabinet
","flexibility, elaborate, decoration, expensive, interior"
4553,"Which is wider, and thus has more [MASK], chaise longue or Mesa Consolo
","curves, flexibility, decoration, depth, variety"
4554,"Which is wider, and thus has more [MASK], chaise longue or Mesa Criado-Mudo
","variety, curves, depth, flexibility, seats"
4555,"Which is wider, and thus has more [MASK], chaise longue or Mesa Infantil
","flexibility, curves, variety, skirts, decoration"
4556,"Which is wider, and thus has more [MASK], chaise longue or Mesa Lavatório
","flexibility, curves, seats, variety, skirts"
4557,"Which is wider, and thus has more [MASK], chaise longue or Mesa: Criado-Mudo
","variety, pronounced, variation, curves, varieties"
4558,"Which is wider, and thus has more [MASK], chaise longue or Ming-style furniture
","elaborate, expensive, ornate, elegant, luxurious"
4559,"Which is wider, and thus has more [MASK], chaise longue or mobile shelving
","flexibility, curves, flexible, pronounced, slender"
4560,"Which is wider, and thus has more [MASK], chaise longue or Mobilio Biblioteca
","rooms, seats, decoration, room, spacious"
4561,"Which is wider, and thus has more [MASK], chaise longue or Namban screen
","narrow, flexibility, curves, rounded, pronounced"
4562,"Which is wider, and thus has more [MASK], chaise longue or office furniture
","furniture, expensive, rooms, luxurious, room"
4563,"Which is wider, and thus has more [MASK], chaise longue or Ornamental Panel
","pronounced, elaborate, decorative, rounded, flexibility"
4564,"Which is wider, and thus has more [MASK], chaise longue or Overmantel Mirror
","flexibility, curves, pronounced, depth, decoration"
4565,"Which is wider, and thus has more [MASK], chaise longue or park furniture
","gardens, rooms, seating, spacious, room"
4566,"Which is wider, and thus has more [MASK], chaise longue or patent furniture
","expensive, elaborate, decorative, furniture, elegant"
4567,"Which is wider, and thus has more [MASK], chaise longue or Pier Mirror
","curves, flexibility, skirts, depth, decoration"
4568,"Which is wider, and thus has more [MASK], chaise longue or Pier table
","curves, flexibility, room, variety, narrow"
4569,"Which is wider, and thus has more [MASK], chaise longue or pilgrim furniture
","elaborate, decoration, expensive, interior, flowers"
4570,"Which is wider, and thus has more [MASK], chaise longue or plastic furniture
","expensive, flexible, lightweight, furniture, wood"
4571,"Which is wider, and thus has more [MASK], chaise longue or portable counter
","flexibility, expensive, convenient, flexible, room"
4572,"Which is wider, and thus has more [MASK], chaise longue or Preguiceiro Infantil
","depth, beaches, variety, seats, options"
4573,"Which is wider, and thus has more [MASK], chaise longue or Prestige Chair
","curves, flexibility, pronounced, variety, depth"
4574,"Which is wider, and thus has more [MASK], chaise longue or Provençal breadbox
","flexibility, pronounced, elaborate, meat, flexible"
4575,"Which is wider, and thus has more [MASK], chaise longue or ready-to-assemble furniture
","expensive, elaborate, comfortable, flexible, luxurious"
4576,"Which is wider, and thus has more [MASK], chaise longue or Rolltop desk
","flexibility, curves, expensive, rounded, narrow"
4577,"Which is wider, and thus has more [MASK], chaise longue or room divider
","room, flexibility, seating, rooms, space"
4578,"Which is wider, and thus has more [MASK], chaise longue or Rotated Rectangle
","rounded, slender, pronounced, narrow, convex"
4579,"Which is wider, and thus has more [MASK], chaise longue or Round table
","flexibility, curves, elaborate, narrow, room"
4580,"Which is wider, and thus has more [MASK], chaise longue or roundback armchair
","rounded, slender, comfortable, narrow, flexible"
4581,"Which is wider, and thus has more [MASK], chaise longue or rustic furniture
","elaborate, ornate, elegant, decoration, luxurious"
4582,"Which is wider, and thus has more [MASK], chaise longue or Sankheda furniture
","curves, decoration, flexibility, skirts, room"
4583,"Which is wider, and thus has more [MASK], chaise longue or school furniture
","furniture, rooms, decoration, skirts, expensive"
4584,"Which is wider, and thus has more [MASK], chaise longue or secretary desk
","room, rooms, seats, seating, flexibility"
4585,"Which is wider, and thus has more [MASK], chaise longue or sex furniture
","curves, skirts, flexibility, decoration, depth"
4586,"Which is wider, and thus has more [MASK], chaise longue or Shanghai-style furniture
","expensive, elaborate, ornate, elegant, luxurious"
4587,"Which is wider, and thus has more [MASK], chaise longue or shop furniture
","furniture, expensive, rooms, decoration, room"
4588,"Which is wider, and thus has more [MASK], chaise longue or shop shelve
","skirts, curves, flexibility, shops, room"
4589,"Which is wider, and thus has more [MASK], chaise longue or Side Chair
","curves, flexibility, skirts, decoration, depth"
4590,"Which is wider, and thus has more [MASK], chaise longue or Snuff Tablet
","flexibility, curves, pronounced, variety, decoration"
4591,"Which is wider, and thus has more [MASK], chaise longue or Spindle-back armchair
","slender, comfortable, flexibility, flexible, rounded"
4592,"Which is wider, and thus has more [MASK], chaise longue or Spoon racks
","spacious, narrow, expensive, comfortable, elaborate"
4593,"Which is wider, and thus has more [MASK], chaise longue or Standing aid
","flexibility, curves, expensive, decoration, elaborate"
4594,"Which is wider, and thus has more [MASK], chaise longue or street furniture
","furniture, expensive, decoration, rooms, windows"
4595,"Which is wider, and thus has more [MASK], chaise longue or support furniture
","flexibility, room, furniture, curves, space"
4596,"Which is wider, and thus has more [MASK], chaise longue or Suzhou-style furniture
","expensive, ornate, elegant, elaborate, luxurious"
4597,"Which is wider, and thus has more [MASK], chaise longue or Table Desk
","flexibility, curves, variety, depth, options"
4598,"Which is wider, and thus has more [MASK], chaise longue or table toilet
","seating, room, seats, rooms, decoration"
4599,"Which is wider, and thus has more [MASK], chaise longue or Tall-case Clock
","rounded, pronounced, expensive, narrow, slender"
4600,"Which is wider, and thus has more [MASK], chaise longue or Tall Clock
","curves, flexibility, skirts, decoration, pronounced"
4601,"Which is wider, and thus has more [MASK], chaise longue or Tambour Desk
","curves, variety, flexibility, options, skirts"
4602,"Which is wider, and thus has more [MASK], chaise longue or Tea Table
","curves, flexibility, skirts, decoration, variety"
4603,"Which is wider, and thus has more [MASK], chaise longue or teacher's desk
","room, rooms, seats, seating, spacious"
4604,"Which is wider, and thus has more [MASK], chaise longue or tool board
","flexibility, flexible, curves, wood, decoration"
4605,"Which is wider, and thus has more [MASK], chaise longue or towel rack
","sleeves, flexibility, skirts, room, decoration"
4606,"Which is wider, and thus has more [MASK], chaise longue or Tripod Brazier
","curves, variety, flexibility, depth, room"
4607,"Which is wider, and thus has more [MASK], chaise longue or Ulm stool
","curves, flexibility, skirts, decoration, sleeves"
4608,"Which is wider, and thus has more [MASK], chaise longue or umbrella holder
","flexibility, sleeves, skirts, flexible, decoration"
4609,"Which is wider, and thus has more [MASK], chaise longue or UP series
","narrow, slender, pronounced, rounded, curves"
4610,"Which is wider, and thus has more [MASK], chaise longue or Wall Bracket
","flexibility, variety, curves, options, variation"
4611,"Which is wider, and thus has more [MASK], chaise longue or Wall Clock
","curves, flexibility, skirts, decoration, pronounced"
4612,"Which is wider, and thus has more [MASK], chaise longue or wall rack
","room, flexibility, rooms, curves, decoration"
4613,"Which is wider, and thus has more [MASK], chaise longue or Waterfall furniture
","flexibility, elaborate, curves, decoration, expensive"
4614,"Which is wider, and thus has more [MASK], chaise longue or Wooden Casket
","flexibility, curves, variety, skirts, options"
4615,"Which is wider, and thus has more [MASK], chaise longue or Work Table
","curves, flexibility, skirts, decoration, depth"
4616,"Which is wider, and thus has more [MASK], chaise longue or worship furniture
","elaborate, decoration, seating, interior, rooms"
4617,"Which is wider, and thus has more [MASK], chaise longue or Writing table
","flexibility, curves, narrow, elaborate, convenient"
4618,"Which is wider, and thus has more [MASK], chaise longue or Yokeback Armchair
","flexibility, curves, rounded, slender, pronounced"
4619,"Which is wider, and thus has more [MASK], cheval glass or Room Divider
","expensive, glass, ornate, elaborate, decorative"
4620,"Which is wider, and thus has more [MASK], cheval glass or Wisteria Lamp
","expensive, glass, ornate, elaborate, decorative"
4621,"Which is wider, and thus has more [MASK], cheval glass or Dressing Cabinet
","decorative, ornate, expensive, elaborate, decoration"
4622,"Which is wider, and thus has more [MASK], cheval glass or Abbot's Stall
","ornate, expensive, elaborate, decorative, decoration"
4623,"Which is wider, and thus has more [MASK], cheval glass or Abbotsford style
","ornate, elaborate, expensive, decorative, traditional"
4624,"Which is wider, and thus has more [MASK], cheval glass or ancient furniture
","ornate, expensive, elaborate, decorative, modern"
4625,"Which is wider, and thus has more [MASK], cheval glass or Animal furniture
","expensive, ornate, decorative, elaborate, polished"
4626,"Which is wider, and thus has more [MASK], cheval glass or antique furniture
","expensive, ornate, elaborate, decorative, modern"
4627,"Which is wider, and thus has more [MASK], cheval glass or Arca Bau
","expensive, glass, decoration, ornate, windows"
4628,"Which is wider, and thus has more [MASK], cheval glass or Arca Canastra
","decoration, glass, expensive, windows, ornate"
4629,"Which is wider, and thus has more [MASK], cheval glass or architectural furniture
","expensive, ornate, decorative, elaborate, modern"
4630,"Which is wider, and thus has more [MASK], cheval glass or Armário Armário-Estante
","expensive, ornate, decoration, decorative, elaborate"
4631,"Which is wider, and thus has more [MASK], cheval glass or Armário Guarda-Comida
","expensive, decoration, ornate, glass, decorative"
4632,"Which is wider, and thus has more [MASK], cheval glass or Armário Guarda-Louça
","expensive, ornate, decoration, decorative, glass"
4633,"Which is wider, and thus has more [MASK], cheval glass or Armário Guarda-Roupa
","expensive, decoration, ornate, glass, decorative"
4634,"Which is wider, and thus has more [MASK], cheval glass or Armário Vitrina-Armário
","expensive, ornate, decoration, glass, decorative"
4635,"Which is wider, and thus has more [MASK], cheval glass or Armário Vitrine
","expensive, glass, decoration, ornate, decorative"
4636,"Which is wider, and thus has more [MASK], cheval glass or Armário: Guarda-Roupa
","expensive, ornate, elaborate, decorative, decoration"
4637,"Which is wider, and thus has more [MASK], cheval glass or Baby furniture
","expensive, ornate, decorative, elaborate, polished"
4638,"Which is wider, and thus has more [MASK], cheval glass or Bed tables
","expensive, ornate, elaborate, decorative, glass"
4639,"Which is wider, and thus has more [MASK], cheval glass or beer tap
","glass, expensive, wine, beer, alcohol"
4640,"Which is wider, and thus has more [MASK], cheval glass or Beijing-style furniture
","expensive, ornate, elaborate, decorative, elegant"
4641,"Which is wider, and thus has more [MASK], cheval glass or book chest
","ornate, expensive, elaborate, decorative, glass"
4642,"Which is wider, and thus has more [MASK], cheval glass or Bureau table
","expensive, ornate, elaborate, glass, decorative"
4643,"Which is wider, and thus has more [MASK], cheval glass or campaign furniture
","expensive, ornate, decorative, elaborate, modern"
4644,"Which is wider, and thus has more [MASK], cheval glass or Candle Bracket
","expensive, glass, ornate, elaborate, decorative"
4645,"Which is wider, and thus has more [MASK], cheval glass or Candle Stand
","expensive, decorative, ornate, elaborate, glass"
4646,"Which is wider, and thus has more [MASK], cheval glass or Card table
","expensive, ornate, elaborate, glass, decorative"
4647,"Which is wider, and thus has more [MASK], cheval glass or Center Table
","expensive, decorative, ornate, elaborate, glass"
4648,"Which is wider, and thus has more [MASK], cheval glass or chair back
","windows, ornate, glass, seating, expensive"
4649,"Which is wider, and thus has more [MASK], cheval glass or chaise longue
","expensive, glass, decoration, windows, elaborate"
4650,"Which is wider, and thus has more [MASK], cheval glass or choir screen
","ornate, elaborate, glass, decorative, windows"
4651,"Which is wider, and thus has more [MASK], cheval glass or church shelf
","ornate, expensive, elaborate, decorative, glass"
4652,"Which is wider, and thus has more [MASK], cheval glass or Clothes valet
","expensive, ornate, elaborate, decorative, spacious"
4653,"Which is wider, and thus has more [MASK], cheval glass or Cofre Portátil
","expensive, decoration, glass, decorative, ornate"
4654,"Which is wider, and thus has more [MASK], cheval glass or Coin cabinet
","expensive, ornate, elaborate, decorative, glass"
4655,"Which is wider, and thus has more [MASK], cheval glass or Console Table
","expensive, glass, decorative, ornate, elaborate"
4656,"Which is wider, and thus has more [MASK], cheval glass or Corner Cabinet
","expensive, ornate, decorative, elaborate, polished"
4657,"Which is wider, and thus has more [MASK], cheval glass or Corner Cabinet
","expensive, ornate, decorative, elaborate, polished"
4658,"Which is wider, and thus has more [MASK], cheval glass or Corner chair
","ornate, expensive, elaborate, decorative, polished"
4659,"Which is wider, and thus has more [MASK], cheval glass or Coromandel lacquer
","expensive, decorative, elaborate, glass, ornate"
4660,"Which is wider, and thus has more [MASK], cheval glass or cue stand
","glass, expensive, decorative, ornate, windows"
4661,"Which is wider, and thus has more [MASK], cheval glass or Curule Chair
","expensive, glass, ornate, elaborate, decorative"
4662,"Which is wider, and thus has more [MASK], cheval glass or cylinder desk
","expensive, polished, ornate, transparent, glass"
4663,"Which is wider, and thus has more [MASK], cheval glass or day bed
","expensive, windows, glass, ornate, decoration"
4664,"Which is wider, and thus has more [MASK], cheval glass or dresser-litter bin
","expensive, glass, decorative, ornate, compact"
4665,"Which is wider, and thus has more [MASK], cheval glass or Drop-front desk
","ornate, expensive, spacious, decorative, polished"
4666,"Which is wider, and thus has more [MASK], cheval glass or Drop-front secretary
","decorative, ornate, expensive, elaborate, rounded"
4667,"Which is wider, and thus has more [MASK], cheval glass or Easy Chair
","expensive, ornate, decorative, elaborate, glass"
4668,"Which is wider, and thus has more [MASK], cheval glass or entertainment center
","spacious, shops, rooms, restaurants, amenities"
4669,"Which is wider, and thus has more [MASK], cheval glass or Escrivaninha Cômoda-Escrivaninha
","expensive, ornate, glass, decoration, decorative"
4670,"Which is wider, and thus has more [MASK], cheval glass or Escrivaninha Portátil
","expensive, ornate, decorative, decoration, glass"
4671,"Which is wider, and thus has more [MASK], cheval glass or Estante Infantil
","expensive, glass, decoration, windows, decorative"
4672,"Which is wider, and thus has more [MASK], cheval glass or Fall-front Secretary
","decorative, ornate, rounded, expensive, elaborate"
4673,"Which is wider, and thus has more [MASK], cheval glass or Flower Stand
","expensive, decorative, ornate, elaborate, glass"
4674,"Which is wider, and thus has more [MASK], cheval glass or folding stool
","decorative, expensive, flexible, ornate, rounded"
4675,"Which is wider, and thus has more [MASK], cheval glass or foot shelf
","glass, windows, expensive, decorative, ornate"
4676,"Which is wider, and thus has more [MASK], cheval glass or four-poster bed
","ornate, elaborate, decorative, expensive, spacious"
4677,"Which is wider, and thus has more [MASK], cheval glass or furniture component
","expensive, decorative, ornate, elaborate, glass"
4678,"Which is wider, and thus has more [MASK], cheval glass or Gallery Structure
","expensive, ornate, decorative, elaborate, polished"
4679,"Which is wider, and thus has more [MASK], cheval glass or Gaming Table
","expensive, ornate, decorative, elaborate, glass"
4680,"Which is wider, and thus has more [MASK], cheval glass or garden furniture
","expensive, decorative, ornate, elaborate, ornamental"
4681,"Which is wider, and thus has more [MASK], cheval glass or giant furniture
","expensive, ornate, elaborate, decorative, elegant"
4682,"Which is wider, and thus has more [MASK], cheval glass or Guangzhou-style furniture
","expensive, ornate, elaborate, decorative, elegant"
4683,"Which is wider, and thus has more [MASK], cheval glass or hanger floor
","decorative, expensive, ornate, elaborate, glass"
4684,"Which is wider, and thus has more [MASK], cheval glass or home apothecary
","expensive, elaborate, ornate, decorative, decoration"
4685,"Which is wider, and thus has more [MASK], cheval glass or keeps food
","expensive, decoration, room, space, windows"
4686,"Which is wider, and thus has more [MASK], cheval glass or kitchen sink
","expensive, elaborate, decorative, ornate, glass"
4687,"Which is wider, and thus has more [MASK], cheval glass or knickknacks shelf
","expensive, ornate, decorative, elaborate, glass"
4688,"Which is wider, and thus has more [MASK], cheval glass or lacquered furniture
","expensive, ornate, elaborate, decorative, polished"
4689,"Which is wider, and thus has more [MASK], cheval glass or Lazy Susan
","expensive, glass, decorative, elaborate, decoration"
4690,"Which is wider, and thus has more [MASK], cheval glass or leather furniture
","expensive, ornate, decorative, elaborate, polished"
4691,"Which is wider, and thus has more [MASK], cheval glass or library steps
","ornate, expensive, elaborate, spacious, modern"
4692,"Which is wider, and thus has more [MASK], cheval glass or Library Table
","expensive, ornate, decorative, elaborate, glass"
4693,"Which is wider, and thus has more [MASK], cheval glass or Linen Press
","expensive, glass, decorative, ornate, elaborate"
4694,"Which is wider, and thus has more [MASK], cheval glass or litter box
","expensive, ornate, glass, decorative, windows"
4695,"Which is wider, and thus has more [MASK], cheval glass or liturgical furniture
","ornate, expensive, elaborate, decorative, polished"
4696,"Which is wider, and thus has more [MASK], cheval glass or low cabinet
","expensive, ornate, decorative, polished, elaborate"
4697,"Which is wider, and thus has more [MASK], cheval glass or Macquarie Chest
","expensive, ornate, decorative, elaborate, polished"
4698,"Which is wider, and thus has more [MASK], cheval glass or magazine rack
","expensive, glass, compact, decorative, transparent"
4699,"Which is wider, and thus has more [MASK], cheval glass or Marriage Chest
","expensive, ornate, decorative, elaborate, polished"
4700,"Which is wider, and thus has more [MASK], cheval glass or Mechanical table
","expensive, ornate, elaborate, glass, decorative"
4701,"Which is wider, and thus has more [MASK], cheval glass or Medal cabinet
","expensive, ornate, elaborate, decorative, polished"
4702,"Which is wider, and thus has more [MASK], cheval glass or Mesa Consolo
","expensive, ornate, glass, decoration, decorative"
4703,"Which is wider, and thus has more [MASK], cheval glass or Mesa Criado-Mudo
","expensive, ornate, glass, elaborate, decorative"
4704,"Which is wider, and thus has more [MASK], cheval glass or Mesa Infantil
","expensive, glass, ornate, decorative, elaborate"
4705,"Which is wider, and thus has more [MASK], cheval glass or Mesa Lavatório
","expensive, ornate, decoration, decorative, elaborate"
4706,"Which is wider, and thus has more [MASK], cheval glass or Mesa: Criado-Mudo
","expensive, ornate, elaborate, decorative, decoration"
4707,"Which is wider, and thus has more [MASK], cheval glass or Ming-style furniture
","ornate, expensive, elaborate, decorative, elegant"
4708,"Which is wider, and thus has more [MASK], cheval glass or mobile shelving
","expensive, flexible, compact, glass, decorative"
4709,"Which is wider, and thus has more [MASK], cheval glass or Mobilio Biblioteca
","expensive, ornate, decoration, elaborate, spacious"
4710,"Which is wider, and thus has more [MASK], cheval glass or Namban screen
","ornate, expensive, decorative, glass, elaborate"
4711,"Which is wider, and thus has more [MASK], cheval glass or office furniture
","expensive, ornate, decorative, elaborate, modern"
4712,"Which is wider, and thus has more [MASK], cheval glass or Ornamental Panel
","decorative, ornate, elaborate, expensive, polished"
4713,"Which is wider, and thus has more [MASK], cheval glass or Overmantel Mirror
","ornate, expensive, elaborate, decorative, polished"
4714,"Which is wider, and thus has more [MASK], cheval glass or park furniture
","expensive, ornate, decorative, elaborate, modern"
4715,"Which is wider, and thus has more [MASK], cheval glass or patent furniture
","expensive, decorative, ornate, elaborate, modern"
4716,"Which is wider, and thus has more [MASK], cheval glass or Pier Mirror
","expensive, ornate, decorative, elaborate, glass"
4717,"Which is wider, and thus has more [MASK], cheval glass or Pier table
","expensive, ornate, elaborate, glass, decorative"
4718,"Which is wider, and thus has more [MASK], cheval glass or pilgrim furniture
","expensive, ornate, elaborate, decorative, polished"
4719,"Which is wider, and thus has more [MASK], cheval glass or plastic furniture
","expensive, decorative, ornate, lightweight, elaborate"
4720,"Which is wider, and thus has more [MASK], cheval glass or portable counter
","expensive, ornate, decorative, glass, elaborate"
4721,"Which is wider, and thus has more [MASK], cheval glass or Preguiceiro Infantil
","expensive, glass, ornate, elaborate, decorative"
4722,"Which is wider, and thus has more [MASK], cheval glass or Prestige Chair
","expensive, ornate, decorative, elaborate, decoration"
4723,"Which is wider, and thus has more [MASK], cheval glass or Provençal breadbox
","expensive, elaborate, ornate, decorative, glass"
4724,"Which is wider, and thus has more [MASK], cheval glass or ready-to-assemble furniture
","expensive, ornate, elaborate, decorative, modern"
4725,"Which is wider, and thus has more [MASK], cheval glass or Rolltop desk
","expensive, ornate, decorative, elaborate, polished"
4726,"Which is wider, and thus has more [MASK], cheval glass or room divider
","glass, expensive, windows, decorative, ornate"
4727,"Which is wider, and thus has more [MASK], cheval glass or Rotated Rectangle
","rounded, curved, ornate, decorative, convex"
4728,"Which is wider, and thus has more [MASK], cheval glass or Round table
","expensive, ornate, elaborate, decorative, glass"
4729,"Which is wider, and thus has more [MASK], cheval glass or roundback armchair
","rounded, ornate, expensive, elaborate, curved"
