,Masked Sentence,Prediction
2955,"Which is wider, and thus has more [MASK], Candlestick or Cômoda
","flexibility, depth, branches, holes, curves"
2956,"Which is wider, and thus has more [MASK], Candlestick or Cômoda-Lavatório
","flexibility, seats, dimensions, branches, depth"
2957,"Which is wider, and thus has more [MASK], Candlestick or Cabide
","flexibility, flexible, handles, holes, diameter"
2958,"Which is wider, and thus has more [MASK], Candlestick or Cabinet
","holes, flexibility, handles, flexible, diameter"
2959,"Which is wider, and thus has more [MASK], Candlestick or cabinet-library
","furniture, shelves, drawers, ornate, elaborate"
2960,"Which is wider, and thus has more [MASK], Candlestick or cabinetry
","furniture, drawers, windows, shelves, elaborate"
2961,"Which is wider, and thus has more [MASK], Candlestick or Cabinet-vitrine
","flexibility, flexible, fluid, liquid, soluble"
2962,"Which is wider, and thus has more [MASK], Candlestick or Cama
","flexibility, holes, depth, seats, dimensions"
2963,"Which is wider, and thus has more [MASK], Candlestick or Candelabrum
","flexibility, holes, diameter, branches, dimensions"
2964,"Which is wider, and thus has more [MASK], Candlestick or Candlesticks
","holes, flexible, rings, rounded, handles"
2965,"Which is wider, and thus has more [MASK], Candlestick or caning
","flexibility, handles, holes, depth, hooks"
2966,"Which is wider, and thus has more [MASK], Candlestick or canterbury
","seats, seating, bells, holes, branches"
2967,"Which is wider, and thus has more [MASK], Candlestick or Casket
","flexibility, holes, handles, depth, rings"
2968,"Which is wider, and thus has more [MASK], Candlestick or Cellarette
","seating, seats, flexibility, elaborate, decoration"
2969,"Which is wider, and thus has more [MASK], Candlestick or chair
","seats, seating, chairs, handles, furniture"
2970,"Which is wider, and thus has more [MASK], Candlestick or chest
","holes, handles, flexibility, rounded, claws"
2971,"Which is wider, and thus has more [MASK], Candlestick or chesterfield
","seats, holes, seating, flexibility, depth"
2972,"Which is wider, and thus has more [MASK], Candlestick or Chest-on-Chest
","flexibility, narrow, convenient, rounded, depth"
2973,"Which is wider, and thus has more [MASK], Candlestick or chifforobe
","flexibility, holes, bells, rings, depth"
2974,"Which is wider, and thus has more [MASK], Candlestick or chigaidana
","flexibility, branches, holes, depth, curves"
2975,"Which is wider, and thus has more [MASK], Candlestick or Clock
","holes, flexibility, handles, rings, depth"
2976,"Which is wider, and thus has more [MASK], Candlestick or closet
","flexibility, holes, space, handles, room"
2977,"Which is wider, and thus has more [MASK], Candlestick or closet-showcase
","flexible, furniture, shelves, drawers, elaborate"
2978,"Which is wider, and thus has more [MASK], Candlestick or coffin
","handles, holes, seats, than, dimensions"
2979,"Which is wider, and thus has more [MASK], Candlestick or Cofre
","holes, flexibility, dimensions, depth, branches"
2980,"Which is wider, and thus has more [MASK], Candlestick or Commode
","flexibility, diameter, flexible, holes, depth"
2981,"Which is wider, and thus has more [MASK], Candlestick or conversadeira
","flexibility, depth, dimensions, edges, branches"
2982,"Which is wider, and thus has more [MASK], Candlestick or couch
","seats, handles, flexibility, seating, furniture"
2983,"Which is wider, and thus has more [MASK], Candlestick or counter
","handles, flexibility, depth, holes, rounded"
2984,"Which is wider, and thus has more [MASK], Candlestick or countertop
","rounded, flexibility, flexible, square, handles"
2985,"Which is wider, and thus has more [MASK], Candlestick or Cupboard
","flexibility, flexible, depth, seats, handles"
2986,"Which is wider, and thus has more [MASK], Candlestick or desk
","handles, seats, furniture, drawers, space"
2987,"Which is wider, and thus has more [MASK], Candlestick or Dossel
","flexibility, holes, handles, dimensions, rings"
2988,"Which is wider, and thus has more [MASK], Candlestick or Dressers
","holes, handles, seats, flexibility, windows"
2989,"Which is wider, and thus has more [MASK], Candlestick or duchess
","bells, seats, bows, handles, ornaments"
2990,"Which is wider, and thus has more [MASK], Candlestick or Enzi
","flexibility, holes, handles, depth, rings"
2991,"Which is wider, and thus has more [MASK], Candlestick or Escrivaninha
","flexibility, holes, depth, branches, dimensions"
2992,"Which is wider, and thus has more [MASK], Candlestick or Estalo
","flexibility, depth, rounded, holes, curves"
2993,"Which is wider, and thus has more [MASK], Candlestick or Estante
","flexibility, holes, dimensions, depth, branches"
2994,"Which is wider, and thus has more [MASK], Candlestick or Estrado
","flexibility, depth, holes, seats, dimensions"
2995,"Which is wider, and thus has more [MASK], Candlestick or Faux-palier
","dimensions, flexibility, curves, holes, slender"
2996,"Which is wider, and thus has more [MASK], Candlestick or footstool
","flexibility, seating, handles, seats, holes"
2997,"Which is wider, and thus has more [MASK], Candlestick or Four
","flexibility, holes, handles, depth, diameter"
2998,"Which is wider, and thus has more [MASK], Candlestick or futon
","flexibility, holes, rounded, handles, wood"
2999,"Which is wider, and thus has more [MASK], Candlestick or haberdasher
","flexibility, holes, handles, branches, diameter"
3000,"Which is wider, and thus has more [MASK], Candlestick or hanger
","flexibility, handles, flexible, rope, hooks"
3001,"Which is wider, and thus has more [MASK], Candlestick or Hatstand
","flexibility, holes, handles, seats, depth"
3002,"Which is wider, and thus has more [MASK], Candlestick or headrest
","flexibility, handles, rounded, buttons, sleeves"
3003,"Which is wider, and thus has more [MASK], Candlestick or Highboy
","holes, flexibility, seats, branches, curves"
3004,"Which is wider, and thus has more [MASK], Candlestick or hutch
","holes, room, wood, space, depth"
3005,"Which is wider, and thus has more [MASK], Candlestick or icebox
","seats, seating, flexibility, holes, room"
3006,"Which is wider, and thus has more [MASK], Candlestick or Kari
","flexibility, holes, handles, depth, rings"
3007,"Which is wider, and thus has more [MASK], Candlestick or kast
","flexibility, holes, handles, depth, rings"
3008,"Which is wider, and thus has more [MASK], Candlestick or Lamp
","flexibility, holes, depth, handles, diameter"
3009,"Which is wider, and thus has more [MASK], Candlestick or lamp
","light, diameter, holes, lights, handles"
3010,"Which is wider, and thus has more [MASK], Candlestick or lectern
","seats, seating, windows, benches, pulpit"
3011,"Which is wider, and thus has more [MASK], Candlestick or Leito
","flexibility, holes, handles, dimensions, depth"
3012,"Which is wider, and thus has more [MASK], Candlestick or Loveseat
","holes, flexibility, depth, branches, handles"
3013,"Which is wider, and thus has more [MASK], Candlestick or Maçaneta
","flexibility, depth, holes, branches, dimensions"
3014,"Which is wider, and thus has more [MASK], Candlestick or Mantel
","holes, flexibility, handles, windows, seats"
3015,"Which is wider, and thus has more [MASK], Candlestick or medalist
","holes, handles, flexibility, rounded, rings"
3016,"Which is wider, and thus has more [MASK], Candlestick or Mesa
","flexibility, holes, handles, flexible, rings"
3017,"Which is wider, and thus has more [MASK], Candlestick or mirror
","mirrors, light, holes, handles, rounded"
3018,"Which is wider, and thus has more [MASK], Candlestick or office
","windows, room, rooms, furniture, seating"
3019,"Which is wider, and thus has more [MASK], Candlestick or Oonjal
","holes, flexibility, branches, depth, curves"
3020,"Which is wider, and thus has more [MASK], Candlestick or Pedestal
","rounded, handles, flexibility, square, than"
3021,"Which is wider, and thus has more [MASK], Candlestick or Pinos
","flexibility, holes, handles, rings, dimensions"
3022,"Which is wider, and thus has more [MASK], Candlestick or playpen
","flexibility, holes, seating, seats, depth"
3023,"Which is wider, and thus has more [MASK], Candlestick or Prendedores
","flexibility, holes, branches, rounded, flexible"
3024,"Which is wider, and thus has more [MASK], Candlestick or psyche
","depth, flexibility, dimensions, detail, complexity"
3025,"Which is wider, and thus has more [MASK], Candlestick or radiogram
","light, tubes, lenses, sensors, flexibility"
3026,"Which is wider, and thus has more [MASK], Candlestick or Rahle
","holes, flexibility, depth, dimensions, branches"
3027,"Which is wider, and thus has more [MASK], Candlestick or Screen
","flexibility, holes, handles, depth, seats"
3028,"Which is wider, and thus has more [MASK], Candlestick or Screen
","flexibility, holes, handles, depth, seats"
3029,"Which is wider, and thus has more [MASK], Candlestick or seat
","seats, flexibility, seating, space, room"
3030,"Which is wider, and thus has more [MASK], Candlestick or Seating
","flexibility, handles, holes, flexible, depth"
3031,"Which is wider, and thus has more [MASK], Candlestick or Secretary
","holes, flexibility, handles, rings, diameter"
3032,"Which is wider, and thus has more [MASK], Candlestick or Secretary-bookcase
","flexible, ornate, rounded, shelves, convenient"
3033,"Which is wider, and thus has more [MASK], Candlestick or Settee
","handles, flexibility, holes, branches, seats"
3034,"Which is wider, and thus has more [MASK], Candlestick or shelf
","flexibility, shelves, space, holes, handles"
3035,"Which is wider, and thus has more [MASK], Candlestick or Sideboard
","flexibility, seats, flexible, handles, holes"
3036,"Which is wider, and thus has more [MASK], Candlestick or Sofa
","flexibility, holes, depth, handles, seats"
3037,"Which is wider, and thus has more [MASK], Candlestick or spalliera
","holes, flexibility, branches, handles, depth"
3038,"Which is wider, and thus has more [MASK], Candlestick or stand
","seats, flexibility, handles, holes, than"
3039,"Which is wider, and thus has more [MASK], Candlestick or Stool
","flexibility, holes, branches, handles, edges"
3040,"Which is wider, and thus has more [MASK], Candlestick or Tủ
","flexibility, holes, handles, flexible, rings"
3041,"Which is wider, and thus has more [MASK], Candlestick or Tête-à-tête
","depth, narrow, flexibility, curves, branches"
3042,"Which is wider, and thus has more [MASK], Candlestick or table
","holes, seats, room, depth, handles"
3043,"Which is wider, and thus has more [MASK], Candlestick or Tapchan
","flexibility, holes, handles, depth, branches"
3044,"Which is wider, and thus has more [MASK], Candlestick or Trapeza
","flexibility, holes, handles, curves, depth"
3045,"Which is wider, and thus has more [MASK], Candlestick or tripod
","handles, holes, flexible, diameter, flexibility"
3046,"Which is wider, and thus has more [MASK], Candlestick or Vitrina
","flexibility, depth, holes, handles, dimensions"
3047,"Which is wider, and thus has more [MASK], Candlestick or vitrine
","flexibility, fluid, flexible, fibers, liquid"
3048,"Which is wider, and thus has more [MASK], Candlestick or Voyeuse
","flexibility, holes, depth, dimensions, branches"
3049,"Which is wider, and thus has more [MASK], Candlestick or Wardrobe
","flexibility, holes, handles, flexible, rings"
3050,"Which is wider, and thus has more [MASK], Candlestick or washstand
","windows, seats, handles, seating, holes"
3051,"Which is wider, and thus has more [MASK], Candlesticks or Étagère
","holes, ornaments, handles, decorations, elaborate"
3052,"Which is wider, and thus has more [MASK], Candlesticks or accoudoir
","holes, handles, seats, rings, flexibility"
3053,"Which is wider, and thus has more [MASK], Candlesticks or Andiron
","holes, rings, handles, seats, dimensions"
3054,"Which is wider, and thus has more [MASK], Candlesticks or Arca
","handles, holes, seats, ornaments, rings"
3055,"Which is wider, and thus has more [MASK], Candlesticks or arcaz
","handles, holes, rings, ornaments, flexibility"
3056,"Which is wider, and thus has more [MASK], Candlesticks or Argolas
","ornaments, holes, decorations, rings, handles"
3057,"Which is wider, and thus has more [MASK], Candlesticks or Armário
","seats, handles, holes, accessories, ornaments"
3058,"Which is wider, and thus has more [MASK], Candlesticks or Armchair
","seats, handles, chairs, seating, holes"
3059,"Which is wider, and thus has more [MASK], Candlesticks or armrest
","handles, hooks, buttons, sleeves, holes"
3060,"Which is wider, and thus has more [MASK], Candlesticks or Athénienne
","holes, ornaments, decorations, rings, handles"
3061,"Which is wider, and thus has more [MASK], Candlesticks or Baú
","handles, holes, rings, seats, ornaments"
3062,"Which is wider, and thus has more [MASK], Candlesticks or bank
","holes, handles, seats, windows, cylinders"
3063,"Which is wider, and thus has more [MASK], Candlesticks or bed
","holes, seats, handles, beds, shelves"
3064,"Which is wider, and thus has more [MASK], Candlesticks or bier
","holes, handles, rings, ornaments, seats"
3065,"Which is wider, and thus has more [MASK], Candlesticks or binder
","handles, flexibility, flexible, holes, buttons"
3066,"Which is wider, and thus has more [MASK], Candlesticks or bonnetière
","holes, handles, elaborate, sleeves, arches"
3067,"Which is wider, and thus has more [MASK], Candlesticks or Bookcase
","handles, holes, seats, shelves, flexible"
3068,"Which is wider, and thus has more [MASK], Candlesticks or Cômoda
","flexibility, holes, ornaments, handles, rings"
3069,"Which is wider, and thus has more [MASK], Candlesticks or Cômoda-Lavatório
","seats, ornaments, decorations, accessories, holes"
3070,"Which is wider, and thus has more [MASK], Candlesticks or Cabide
","handles, holes, flexibility, seats, accessories"
3071,"Which is wider, and thus has more [MASK], Candlesticks or Cabinet
","handles, holes, seats, rings, ornaments"
3072,"Which is wider, and thus has more [MASK], Candlesticks or cabinet-library
","shelves, furniture, drawers, cabinets, chairs"
3073,"Which is wider, and thus has more [MASK], Candlesticks or cabinetry
","furniture, drawers, shelves, windows, cabinets"
3074,"Which is wider, and thus has more [MASK], Candlesticks or Cabinet-vitrine
","flexibility, flexible, rings, holes, beads"
3075,"Which is wider, and thus has more [MASK], Candlesticks or Cama
","handles, holes, seats, ornaments, rings"
3076,"Which is wider, and thus has more [MASK], Candlesticks or Candelabrum
","ornaments, holes, decorations, handles, rings"
3077,"Which is wider, and thus has more [MASK], Candlesticks or Candlestick
","handles, holes, rings, tubes, accessories"
3078,"Which is wider, and thus has more [MASK], Candlesticks or caning
","handles, holes, seats, flexibility, hooks"
3079,"Which is wider, and thus has more [MASK], Candlesticks or canterbury
","seats, bells, holes, ornaments, decorations"
3080,"Which is wider, and thus has more [MASK], Candlesticks or Casket
","handles, holes, accessories, seats, rings"
3081,"Which is wider, and thus has more [MASK], Candlesticks or Cellarette
","seats, decorations, elaborate, ornaments, seating"
3082,"Which is wider, and thus has more [MASK], Candlesticks or chair
","seats, chairs, handles, furniture, seating"
3083,"Which is wider, and thus has more [MASK], Candlesticks or chest
","holes, handles, rings, seats, hooks"
3084,"Which is wider, and thus has more [MASK], Candlesticks or chesterfield
","holes, seats, handles, bells, rings"
3085,"Which is wider, and thus has more [MASK], Candlesticks or Chest-on-Chest
","holes, seats, elaborate, decorations, ornaments"
3086,"Which is wider, and thus has more [MASK], Candlesticks or chifforobe
","holes, strings, ornaments, rings, seats"
3087,"Which is wider, and thus has more [MASK], Candlesticks or chigaidana
","handles, ornaments, strings, holes, flexibility"
3088,"Which is wider, and thus has more [MASK], Candlesticks or Clock
","handles, holes, seats, rings, ornaments"
3089,"Which is wider, and thus has more [MASK], Candlesticks or closet
","handles, holes, seats, shelves, drawers"
3090,"Which is wider, and thus has more [MASK], Candlesticks or closet-showcase
","shelves, drawers, furniture, seats, rooms"
3091,"Which is wider, and thus has more [MASK], Candlesticks or coffin
","handles, holes, seats, rings, ornaments"
3092,"Which is wider, and thus has more [MASK], Candlesticks or Cofre
","holes, handles, seats, rings, ornaments"
3093,"Which is wider, and thus has more [MASK], Candlesticks or Commode
","holes, handles, flexibility, flexible, tubes"
3094,"Which is wider, and thus has more [MASK], Candlesticks or conversadeira
","holes, flexibility, seats, rings, dimensions"
3095,"Which is wider, and thus has more [MASK], Candlesticks or couch
","seats, handles, chairs, holes, furniture"
3096,"Which is wider, and thus has more [MASK], Candlesticks or counter
","handles, holes, rings, seats, hooks"
3097,"Which is wider, and thus has more [MASK], Candlesticks or countertop
","handles, holes, seats, rings, strings"
3098,"Which is wider, and thus has more [MASK], Candlesticks or Cupboard
","seats, handles, holes, flexibility, flexible"
3099,"Which is wider, and thus has more [MASK], Candlesticks or desk
","handles, seats, chairs, drawers, shelves"
3100,"Which is wider, and thus has more [MASK], Candlesticks or Dossel
","handles, holes, rings, flexibility, ornaments"
3101,"Which is wider, and thus has more [MASK], Candlesticks or Dressers
","handles, holes, seats, rings, accessories"
3102,"Which is wider, and thus has more [MASK], Candlesticks or duchess
","ornaments, handles, decorations, seats, bows"
3103,"Which is wider, and thus has more [MASK], Candlesticks or Enzi
","handles, ornaments, holes, seats, rings"
3104,"Which is wider, and thus has more [MASK], Candlesticks or Escrivaninha
","ornaments, holes, decorations, handles, seats"
3105,"Which is wider, and thus has more [MASK], Candlesticks or Estalo
","ornaments, handles, holes, seats, decorations"
3106,"Which is wider, and thus has more [MASK], Candlesticks or Estante
","holes, handles, ornaments, rings, dimensions"
3107,"Which is wider, and thus has more [MASK], Candlesticks or Estrado
","seats, holes, handles, ornaments, decorations"
3108,"Which is wider, and thus has more [MASK], Candlesticks or Faux-palier
","decorations, ornaments, handles, rings, holes"
3109,"Which is wider, and thus has more [MASK], Candlesticks or footstool
","seats, handles, holes, flexibility, furniture"
3110,"Which is wider, and thus has more [MASK], Candlesticks or Four
","holes, handles, seats, rings, flexible"
3111,"Which is wider, and thus has more [MASK], Candlesticks or futon
","holes, strings, handles, seats, ornaments"
3112,"Which is wider, and thus has more [MASK], Candlesticks or haberdasher
","holes, handles, ornaments, rings, decorations"
3113,"Which is wider, and thus has more [MASK], Candlesticks or hanger
","handles, seats, flexibility, hooks, holes"
3114,"Which is wider, and thus has more [MASK], Candlesticks or Hatstand
","handles, holes, seats, rings, ornaments"
3115,"Which is wider, and thus has more [MASK], Candlesticks or headrest
","handles, buttons, sleeves, holes, hooks"
3116,"Which is wider, and thus has more [MASK], Candlesticks or Highboy
","handles, holes, seats, rings, ornaments"
3117,"Which is wider, and thus has more [MASK], Candlesticks or hutch
","holes, rooms, furniture, openings, windows"
3118,"Which is wider, and thus has more [MASK], Candlesticks or icebox
","seats, holes, seating, chairs, handles"
3119,"Which is wider, and thus has more [MASK], Candlesticks or Kari
","handles, holes, ornaments, rings, decorations"
3120,"Which is wider, and thus has more [MASK], Candlesticks or kast
","handles, holes, ornaments, flexibility, strings"
3121,"Which is wider, and thus has more [MASK], Candlesticks or Lamp
","holes, handles, rings, seats, flexibility"
3122,"Which is wider, and thus has more [MASK], Candlesticks or lamp
","holes, light, handles, lights, lamps"
3123,"Which is wider, and thus has more [MASK], Candlesticks or lectern
","seats, windows, benches, seating, shelves"
3124,"Which is wider, and thus has more [MASK], Candlesticks or Leito
","handles, holes, seats, ornaments, rings"
3125,"Which is wider, and thus has more [MASK], Candlesticks or Loveseat
","holes, handles, ornaments, seats, rings"
3126,"Which is wider, and thus has more [MASK], Candlesticks or Maçaneta
","ornaments, handles, holes, seats, decorations"
3127,"Which is wider, and thus has more [MASK], Candlesticks or Mantel
","holes, handles, ornaments, seats, decorations"
3128,"Which is wider, and thus has more [MASK], Candlesticks or medalist
","handles, holes, seats, rings, ornaments"
3129,"Which is wider, and thus has more [MASK], Candlesticks or Mesa
","handles, holes, seats, rings, flexible"
3130,"Which is wider, and thus has more [MASK], Candlesticks or mirror
","mirrors, handles, holes, rings, windows"
3131,"Which is wider, and thus has more [MASK], Candlesticks or office
","windows, seats, furniture, doors, rooms"
3132,"Which is wider, and thus has more [MASK], Candlesticks or Oonjal
","holes, ornaments, handles, decorations, seats"
3133,"Which is wider, and thus has more [MASK], Candlesticks or Pedestal
","handles, holes, seats, rings, ornaments"
3134,"Which is wider, and thus has more [MASK], Candlesticks or Pinos
","handles, holes, rings, ornaments, seats"
3135,"Which is wider, and thus has more [MASK], Candlesticks or playpen
","holes, seats, seating, flexibility, strings"
3136,"Which is wider, and thus has more [MASK], Candlesticks or Prendedores
","holes, handles, ornaments, seats, decorations"
3137,"Which is wider, and thus has more [MASK], Candlesticks or psyche
","depth, flexibility, dimensions, curves, limbs"
3138,"Which is wider, and thus has more [MASK], Candlesticks or radiogram
","tubes, lenses, sensors, wires, speakers"
3139,"Which is wider, and thus has more [MASK], Candlesticks or Rahle
","holes, handles, rings, ornaments, seats"
3140,"Which is wider, and thus has more [MASK], Candlesticks or Screen
","handles, holes, seats, rings, ornaments"
3141,"Which is wider, and thus has more [MASK], Candlesticks or Screen
","handles, holes, seats, rings, ornaments"
3142,"Which is wider, and thus has more [MASK], Candlesticks or seat
","seats, handles, seating, holes, chairs"
3143,"Which is wider, and thus has more [MASK], Candlesticks or Seating
","handles, holes, flexibility, seats, decorations"
3144,"Which is wider, and thus has more [MASK], Candlesticks or Secretary
","handles, holes, seats, rings, ornaments"
3145,"Which is wider, and thus has more [MASK], Candlesticks or Secretary-bookcase
","shelves, handles, drawers, pages, holes"
3146,"Which is wider, and thus has more [MASK], Candlesticks or Settee
","handles, holes, seats, ornaments, rings"
3147,"Which is wider, and thus has more [MASK], Candlesticks or shelf
","shelves, handles, holes, hooks, seats"
3148,"Which is wider, and thus has more [MASK], Candlesticks or Sideboard
","seats, handles, holes, flexibility, tubes"
3149,"Which is wider, and thus has more [MASK], Candlesticks or Sofa
","handles, holes, seats, flexibility, rings"
3150,"Which is wider, and thus has more [MASK], Candlesticks or spalliera
","handles, holes, rings, ornaments, seats"
3151,"Which is wider, and thus has more [MASK], Candlesticks or stand
","seats, handles, holes, than, seating"
3152,"Which is wider, and thus has more [MASK], Candlesticks or Stool
","handles, holes, seats, rings, ornaments"
3153,"Which is wider, and thus has more [MASK], Candlesticks or Tủ
","handles, holes, rings, seats, flexibility"
3154,"Which is wider, and thus has more [MASK], Candlesticks or Tête-à-tête
","elaborate, holes, ornaments, rings, decorations"
3155,"Which is wider, and thus has more [MASK], Candlesticks or table
","seats, holes, chairs, handles, bowls"
3156,"Which is wider, and thus has more [MASK], Candlesticks or Tapchan
","handles, holes, rings, accessories, ornaments"
3157,"Which is wider, and thus has more [MASK], Candlesticks or Trapeza
","handles, ornaments, holes, seats, decorations"
3158,"Which is wider, and thus has more [MASK], Candlesticks or tripod
","handles, holes, seats, rings, buttons"
3159,"Which is wider, and thus has more [MASK], Candlesticks or Vitrina
","handles, holes, ornaments, flexibility, rings"
3160,"Which is wider, and thus has more [MASK], Candlesticks or vitrine
","flexibility, rings, beads, holes, flexible"
3161,"Which is wider, and thus has more [MASK], Candlesticks or Voyeuse
","ornaments, holes, handles, rings, decorations"
3162,"Which is wider, and thus has more [MASK], Candlesticks or Wardrobe
","handles, holes, rings, seats, ornaments"
3163,"Which is wider, and thus has more [MASK], Candlesticks or washstand
","handles, seats, holes, shelves, windows"
3164,"Which is wider, and thus has more [MASK], caning or Étagère
","flexibility, depth, pronounced, curves, variation"
3165,"Which is wider, and thus has more [MASK], caning or accoudoir
","flexibility, depth, width, height, seating"
3166,"Which is wider, and thus has more [MASK], caning or Andiron
","flexibility, depth, branches, curves, variation"
3167,"Which is wider, and thus has more [MASK], caning or Arca
","flexibility, depth, curves, branches, width"
3168,"Which is wider, and thus has more [MASK], caning or arcaz
","flexibility, depth, edges, curves, width"
3169,"Which is wider, and thus has more [MASK], caning or Argolas
","flexibility, branches, curves, depth, bays"
3170,"Which is wider, and thus has more [MASK], caning or Armário
","flexibility, depth, seating, variation, branches"
3171,"Which is wider, and thus has more [MASK], caning or Armchair
","flexibility, seating, depth, curves, handles"
3172,"Which is wider, and thus has more [MASK], caning or armrest
","flexibility, arms, legs, claws, hair"
3173,"Which is wider, and thus has more [MASK], caning or Athénienne
","flexibility, depth, variation, pronounced, vowels"
3174,"Which is wider, and thus has more [MASK], caning or Baú
","flexibility, depth, curves, branches, edges"
3175,"Which is wider, and thus has more [MASK], caning or bank
","flexibility, depth, branches, seating, room"
3176,"Which is wider, and thus has more [MASK], caning or bed
","flexibility, seating, room, depth, width"
3177,"Which is wider, and thus has more [MASK], caning or bier
","branches, edges, flexibility, width, curves"
3178,"Which is wider, and thus has more [MASK], caning or binder
","flexibility, binding, flexible, edges, thickness"
3179,"Which is wider, and thus has more [MASK], caning or bonnetière
","width, curves, rounded, trim, sleeves"
3180,"Which is wider, and thus has more [MASK], caning or Bookcase
","flexibility, depth, width, rounded, edges"
3181,"Which is wider, and thus has more [MASK], caning or Cômoda
","flexibility, depth, branches, curves, pronounced"
3182,"Which is wider, and thus has more [MASK], caning or Cômoda-Lavatório
","flexibility, branches, depth, than, variation"
3183,"Which is wider, and thus has more [MASK], caning or Cabide
","flexibility, flexible, depth, thickness, diameter"
3184,"Which is wider, and thus has more [MASK], caning or Cabinet
","flexibility, depth, width, variation, length"
3185,"Which is wider, and thus has more [MASK], caning or cabinet-library
","storage, seating, furniture, room, flexibility"
3186,"Which is wider, and thus has more [MASK], caning or cabinetry
","furniture, decoration, seating, room, windows"
3187,"Which is wider, and thus has more [MASK], caning or Cabinet-vitrine
","soluble, flexibility, potent, flexible, protein"
3188,"Which is wider, and thus has more [MASK], caning or Cama
","flexibility, depth, branches, curves, edges"
3189,"Which is wider, and thus has more [MASK], caning or Candelabrum
","flexibility, branches, horns, depth, rounded"
3190,"Which is wider, and thus has more [MASK], caning or Candlestick
","flexibility, handles, branches, bends, hooks"
3191,"Which is wider, and thus has more [MASK], caning or Candlesticks
","handles, hooks, seating, flexibility, bells"
3192,"Which is wider, and thus has more [MASK], caning or canterbury
","flexibility, seating, branches, variation, depth"
3193,"Which is wider, and thus has more [MASK], caning or Casket
","flexibility, depth, seating, fins, variation"
3194,"Which is wider, and thus has more [MASK], caning or Cellarette
","flexibility, seating, depth, room, curves"
3195,"Which is wider, and thus has more [MASK], caning or chair
","seating, flexibility, seats, room, legs"
3196,"Which is wider, and thus has more [MASK], caning or chest
","flexibility, hair, claws, height, width"
3197,"Which is wider, and thus has more [MASK], caning or chesterfield
","seating, flexibility, depth, width, seats"
3198,"Which is wider, and thus has more [MASK], caning or Chest-on-Chest
","flexibility, pronounced, depth, variation, difficulty"
3199,"Which is wider, and thus has more [MASK], caning or chifforobe
","flexibility, depth, hair, branches, edges"
3200,"Which is wider, and thus has more [MASK], caning or chigaidana
","flexibility, branches, depth, width, vowels"
3201,"Which is wider, and thus has more [MASK], caning or Clock
","flexibility, depth, width, variation, curves"
3202,"Which is wider, and thus has more [MASK], caning or closet
","flexibility, depth, width, room, space"
3203,"Which is wider, and thus has more [MASK], caning or closet-showcase
","flexibility, flexible, storage, seating, room"
3204,"Which is wider, and thus has more [MASK], caning or coffin
","flexibility, depth, width, curves, twists"
3205,"Which is wider, and thus has more [MASK], caning or Cofre
","flexibility, depth, variation, width, edges"
3206,"Which is wider, and thus has more [MASK], caning or Commode
","flexibility, depth, thickness, diameter, flexible"
3207,"Which is wider, and thus has more [MASK], caning or conversadeira
","flexibility, variation, depth, branches, complexity"
3208,"Which is wider, and thus has more [MASK], caning or couch
","flexibility, depth, seating, width, edges"
3209,"Which is wider, and thus has more [MASK], caning or counter
","flexibility, depth, variation, edges, symmetry"
3210,"Which is wider, and thus has more [MASK], caning or countertop
","flexibility, depth, rounded, edges, width"
3211,"Which is wider, and thus has more [MASK], caning or Cupboard
","flexibility, depth, seating, fins, handles"
3212,"Which is wider, and thus has more [MASK], caning or desk
","flexibility, depth, seating, handles, room"
3213,"Which is wider, and thus has more [MASK], caning or Dossel
","flexibility, edges, symmetry, depth, curves"
3214,"Which is wider, and thus has more [MASK], caning or Dressers
","flexibility, bends, curves, twists, branches"
3215,"Which is wider, and thus has more [MASK], caning or duchess
","flexibility, variation, hair, depth, than"
3216,"Which is wider, and thus has more [MASK], caning or Enzi
","flexibility, depth, variation, edges, curves"
3217,"Which is wider, and thus has more [MASK], caning or Escrivaninha
","flexibility, depth, branches, curves, width"
3218,"Which is wider, and thus has more [MASK], caning or Estalo
","flexibility, depth, rounded, curves, width"
3219,"Which is wider, and thus has more [MASK], caning or Estante
","flexibility, depth, curves, width, branches"
3220,"Which is wider, and thus has more [MASK], caning or Estrado
","flexibility, depth, variation, width, branches"
3221,"Which is wider, and thus has more [MASK], caning or Faux-palier
","curves, flexibility, dimensions, edges, twists"
3222,"Which is wider, and thus has more [MASK], caning or footstool
","flexibility, seating, height, depth, branches"
3223,"Which is wider, and thus has more [MASK], caning or Four
","flexibility, depth, width, edges, variation"
3224,"Which is wider, and thus has more [MASK], caning or futon
","flexibility, rounded, depth, variation, horns"
3225,"Which is wider, and thus has more [MASK], caning or haberdasher
","flexibility, depth, edges, variation, branches"
3226,"Which is wider, and thus has more [MASK], caning or hanger
","flexibility, rope, seating, grip, handles"
3227,"Which is wider, and thus has more [MASK], caning or Hatstand
","flexibility, depth, width, curves, edges"
3228,"Which is wider, and thus has more [MASK], caning or headrest
","fur, hair, flexibility, height, claws"
3229,"Which is wider, and thus has more [MASK], caning or Highboy
","flexibility, depth, width, variation, curves"
3230,"Which is wider, and thus has more [MASK], caning or hutch
","wood, holes, seating, room, branches"
3231,"Which is wider, and thus has more [MASK], caning or icebox
","flexibility, seating, depth, filling, storage"
3232,"Which is wider, and thus has more [MASK], caning or Kari
","flexibility, depth, branches, vowels, edges"
